"age_NA","ageolder_BP","ageyounger_BP","depth","Nymphaea","Persicaria maculosa-type","Cirsium-type","Ostrya/Carpinus orientalis","Scilla-type","Datisca","Fraxinus excelsior-type","Cyperaceae","Salvinia","Polypodium","Poaceae","Dryopteris-type","Pteridium","Ulmus","Corylus","Tilia","Alnus","Quercus cerris-type","Abies","Carpinus betulus","Pinus","Fagus","Pediastrum","Ericaceae","Typha latifolia","Juniperus","Cedrus","Hedera","Scrophularia/Verbascum","Solanum dulcamara","Ranunculus sceleratus-type","Amaranthaceae","Artemisia herba-alba-type","Betula","Sparganium-type","Senecio-type","Poaceae (Cerealia-type)","Matricaria-type","Sphagnum","Anthriscus-type","Bunium-type","Caryophyllaceae","Ilex","Platanus","Prunus-type","Sambucus nigra-type","Thymus/Mentha","Ranunculus peltatus-type","Salix","Vitis","Brassica-type","Olea","Plantago coronopus-type","Juglans","Plantago lanceolata-type","Rhododendron","Rhynchospora-type","Verbena","Unknown","Castanea","Picea","Fabaceae","Populus","Onobrychis-type","Geranium","Acer","Artemisia vulgaris-type","Ranunculus repens-type","Viburnum-type","Pistacia","Rumex acetosa-type","Humulus/Cannabis","Quercus coccifera-type","Equisetum","Lythrum","Phillyrea angustifolia","Rosa-type","Buxus","Myriophyllum spicatum/M. verticillatum","Dipsacus-type","Cichorioideae","Secale","Theligonum","Botrychium","Taxus","Potamogeton","Hypericum perforatum-type","Antirrhinum/Linaria","Geum-type","Euphorbia","Filipendula","Plantago media-type","Loranthus","Silene-type","Mercurialis annua","Calluna-type","Urtica dioica-type","Cynoglossum-type","Apiaceae","Helianthemum","Rosaceae","Salvia","Cousinia","Hypecoum","Sanguisorba-type","Hedysarum/Ebenus","Bidens-type","Ephedra distachya-type","Galium-type","Polygonum aviculare-type","Crassulaceae","Thalictrum","Nuphar","Centaurea cyanus-type","Unknown (trilete)","Ophioglossum","Crataegus-type","Lysimachia","Lathyrus-type","Juniperus sabina","Plantago tenuiflora-type","Calligonum","Cyclamen","Xanthium","Plantago major-type","Periploca","Trapa natans","Apium-type","Celtis","Lemna","Orobanche","Linum","Rumex acetosella","Cerinthe-type","Plantago ovata-type","Juncus/Luzula","Nymphoides","Gentiana nivalis-type","Rumex hydrolapathum-type","Cistus","Centranthus","Fontanesia phillyreoides","Epilobium","Centaurea solstitialis-type","Urtica pilulifera-type","Kickxia","Pyrus","Boraginaceae","Stachys-type","Ranunculaceae","Oleaceae","Viscum","Delphinium-type","Heracleum-type","Fraxinus","Potentilla-type","Eryngium-type","Solanum nigrum","Veronica","Sagittaria","Lythrum portula-type","Lamiaceae","Fraxinus ornus","Pterocarya","Myrica","Hippocrepis-type","Verbascum-type","Consolida","Bupleurum-type","Plantaginaceae","Alisma","Cornus sanguinea","Trifolium-type","Asparagus-type","Liquidambar","Convolvulus","Iris","Hippophaë","Plantago cylindrica-type","Lycopodium","Menyanthes trifoliata","Campanula-type","Glaucium","Morus","Ranunculus sect. Batrachium-type","Capsella-type","Stratiotes","Ruta","Noaea-type","Frangula","Bellis-type","Lepidium","Cotinus coggygria","Hippuris","Prunella-type","Punica","Anthoceros laevis-type","Ephedra fragilis-type","Roemeria hybrida subsp. dodecandra-type","Rubus","Zea mays","Corydalis","Plantago maritima-type","Cuscuta","Androsace","Tamarix","Malus-type","Alhagi","Hypericum hirtellum var. assyriacum-type"
NA,NA,NA,600,2,NA,NA,1,NA,NA,7,1,1,1,8,8,26,20,14,10,121,131,13,54,239,67,NA,3,NA,3,NA,1,1,NA,NA,1,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,31,5,2,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,380,NA,NA,NA,1,NA,NA,3,5,NA,2,9,16,9,19,10,17,65,98,11,82,111,221,NA,1,NA,5,NA,2,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,1,1,1,13,NA,NA,NA,NA,19,1,NA,1,NA,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,520,2,NA,NA,3,NA,NA,22,13,NA,1,12,13,7,18,29,53,216,207,22,106,210,312,NA,2,NA,12,NA,NA,NA,NA,NA,2,4,1,NA,NA,NA,1,1,NA,1,NA,1,46,NA,NA,NA,NA,20,3,NA,NA,NA,9,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1095,NA,NA,NA,1,NA,NA,NA,15,NA,NA,22,NA,40,5,9,NA,123,90,5,31,84,58,NA,5,NA,8,NA,1,NA,NA,NA,3,1,1,2,1,3,1,NA,NA,NA,NA,NA,16,NA,NA,1,NA,1,4,NA,3,NA,10,2,NA,NA,NA,1,21,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1000,NA,NA,NA,4,NA,1,20,7,NA,NA,13,9,54,17,9,5,172,114,7,86,546,81,NA,1,NA,2,NA,1,NA,NA,NA,7,1,NA,2,NA,2,NA,NA,NA,NA,1,NA,32,NA,NA,NA,1,7,6,NA,1,NA,6,1,NA,NA,NA,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1160,1,NA,NA,1,NA,NA,1,31,NA,NA,28,2,76,6,5,NA,173,101,30,20,111,79,NA,5,NA,5,NA,1,NA,NA,NA,4,2,NA,4,NA,1,4,NA,NA,NA,NA,NA,30,1,NA,NA,1,11,3,NA,NA,NA,11,4,NA,NA,NA,NA,25,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,5,NA,1,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,840,NA,NA,2,1,NA,NA,5,4,NA,NA,53,3,32,10,11,3,164,91,14,24,225,100,NA,3,NA,3,1,NA,NA,NA,NA,2,7,NA,NA,NA,5,NA,NA,NA,1,NA,NA,29,NA,NA,1,NA,8,22,NA,NA,NA,7,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,400,3,NA,NA,NA,NA,NA,10,6,NA,1,12,26,10,19,16,26,88,103,7,147,120,272,NA,5,NA,1,NA,3,NA,NA,NA,1,7,NA,NA,1,1,1,NA,1,NA,NA,1,14,NA,NA,NA,NA,13,4,1,1,NA,5,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,690,NA,NA,NA,1,NA,NA,14,3,NA,NA,27,8,82,18,28,3,201,92,17,63,99,74,NA,4,NA,3,NA,NA,NA,NA,NA,3,2,NA,4,NA,3,1,NA,NA,NA,NA,NA,28,1,NA,NA,NA,2,11,NA,1,NA,10,2,NA,NA,NA,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,140,1,NA,NA,NA,NA,NA,8,9,NA,NA,13,2,4,33,12,9,132,32,11,85,87,178,NA,1,NA,5,1,8,NA,NA,NA,3,2,2,NA,NA,3,NA,1,NA,NA,1,NA,68,NA,NA,NA,NA,59,1,1,NA,NA,3,5,NA,NA,NA,1,2,NA,NA,3,NA,NA,NA,2,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,340,NA,NA,NA,1,NA,NA,11,6,NA,NA,29,10,8,13,8,23,93,48,12,89,101,230,NA,1,NA,2,NA,5,1,NA,NA,2,3,NA,1,NA,1,2,NA,1,NA,NA,2,26,NA,NA,1,1,10,3,NA,1,NA,5,5,NA,NA,NA,NA,9,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,575,3,NA,NA,2,NA,NA,9,3,NA,NA,33,4,45,44,51,24,242,116,16,117,309,127,NA,5,NA,6,NA,5,NA,NA,1,2,9,NA,2,1,4,NA,NA,NA,1,NA,NA,16,NA,NA,NA,1,31,8,NA,NA,NA,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1150,NA,NA,NA,2,NA,NA,5,26,NA,NA,35,2,64,7,9,1,189,115,14,23,95,80,NA,5,NA,5,NA,4,NA,NA,NA,2,5,NA,1,1,2,2,NA,NA,1,2,NA,26,NA,NA,NA,NA,8,3,NA,4,NA,10,6,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,5,NA,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,360,1,NA,NA,2,NA,NA,12,14,NA,1,20,10,10,26,15,16,116,97,15,128,125,246,NA,2,NA,3,NA,NA,NA,NA,NA,3,7,NA,1,NA,2,NA,NA,NA,1,NA,3,21,NA,NA,NA,1,15,5,1,NA,1,3,8,1,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,10,5,NA,18,8,93,9,40,7,93,72,31,65,72,158,999,3,NA,1,NA,NA,NA,NA,NA,4,2,1,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,9,6,2,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,320,NA,NA,NA,1,NA,NA,13,13,1,NA,38,20,6,20,9,30,187,51,13,93,132,272,NA,NA,NA,5,NA,1,NA,NA,NA,1,3,NA,3,NA,NA,1,NA,NA,NA,1,NA,28,NA,NA,NA,1,25,3,NA,NA,NA,NA,1,NA,1,NA,2,3,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,560,3,NA,NA,1,NA,NA,10,4,NA,NA,32,3,22,36,35,14,176,98,9,100,233,152,NA,6,NA,7,NA,4,NA,NA,NA,6,7,NA,2,NA,1,NA,NA,NA,NA,NA,1,2,1,NA,1,2,25,8,NA,1,NA,6,3,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,980,1,NA,NA,4,NA,1,16,6,1,NA,17,4,57,29,24,1,182,159,15,140,475,165,NA,10,NA,8,NA,1,NA,NA,NA,1,8,2,5,NA,2,2,NA,NA,NA,NA,NA,43,NA,NA,1,1,13,6,1,2,NA,3,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1410,NA,NA,NA,4,NA,NA,NA,8,1,NA,30,11,49,16,70,22,112,117,72,126,125,423,999,2,NA,2,1,1,1,NA,NA,4,5,2,NA,NA,4,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,10,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,800,NA,NA,NA,NA,NA,NA,7,5,NA,3,34,6,133,11,4,2,69,84,20,18,118,88,NA,NA,NA,2,1,1,NA,NA,NA,3,8,1,2,NA,1,1,NA,1,1,NA,NA,35,NA,NA,NA,NA,6,25,NA,NA,NA,8,9,1,NA,NA,NA,7,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
