Depth,Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP,EPD - Radiocarbon years BP,Acer,Aconitum,Alchemilla,Allium,Alnus glutinosa,Amaranthaceae-type,Ambrosia,Ammi,Anagallis,Anemone sect. Hepatica,Angelica archangelica-type,Angelica palustris-type,Angelica sylvestris,Anogramma leptophylla,Anthemis-type,Anthemis-type (small),Anthriscus sylvestris,Apiaceae undiff.,Apium nodiflorum,Arbutus unedo,Arenaria,Armeria,Artemisia,Asphodelus albus,Aster-type,Asteroideae undiff.,Astrantia,Bellis,Berula erecta,Betula pubescens,Botrychium,Brassicaceae,Bupleurum,Buxus sempervirens,Calluna vulgaris,Campanula,Carum verticillatum,Caryophyllaceae undiff.,Castanea sativa,Centaurea cyanus,Centaurea nigra-type,Centaurea scabiosa-type,Centaurium,Cerastium,Chaerophyllum temulum,Cichorioideae undiff.,Cicuta virosa,Cirsium-type,Cistus ladanifer-type,Colchicum montanum,Conium maculatum,Cornus sanguinea,Corylus avellana,Cuscuta,Cyperaceae,Cytisus grandiflorus,Daucus,Dianthus lusitanus-type,Dryopteris-type,Echium,Ephedra distachya-type,Ephedra fragilis-type,Epilobium,Equisetum,Erica arborea-type,Erica australis,Erica umbellata,Eryngium,Eucalyptus,Fabaceae undiff.,Fagus sylvatica,Fallopia convolvulus-type,Filago-type,Filipendula,Frangula alnus,Fraxinus angustifolia,Fritillaria lusitanica,Gagea nevadensis,Galium-type,Genista-type,Gentiana lutea/G. pneumonanthe,Gentianella campestris-type,Geranium,Gypsophila repens-type,Halimium/Tuberaria,Hedera helix,Hedwigia,Helianthemum,Heracleum,Herniaria-type,Hippophaë rhamnoides,Hydrocotyle vulgaris,Hypericum perforatum-type,Ilex aquifolium,Isoëtes,Jasione-type,Jasminum,Juglans,Juniperus communis,Jurinea,Lamiaceae undiff.,Lamium,Laserpitium,Lathyrus,Lavandula-type,Linaria,Lonicera periclymenum,Lotus,Lycopodium spike,Lycopodium spike,Lysimachia,Lythrum undiff.,Medicago,Menyanthes trifoliata,Mercurialis perennis,Meum-type,Micranthes stellaris-type,Minuartia recurva,Montia fontana,Myrica,Myriophyllum alterniflorum,Myrtus communis,Narcissus bulbocodium,Narcissus pseudonarcissus-type,Nymphaea,Oenanthe,Olea europaea,Ornithogalum-type,Ornithopus,Papaver rhoeas-type,Parnassia palustris,Paronychia polygonifolia-type,Pedicularis sylvatica,Pentaglottis sempervirens,Peucedanum-type,Phillyrea,Physospermum cornubiense,Picea,Pimpinella anisum,Pimpinella saxifraga-type,Pinus,Pistacia,Plantago coronopus sensu stricto,Plantago lanceolata-type,Plantago major-type,Plantago subulata-type,Poaceae,Poaceae (Cerealia-type),Polygonum aviculare-type,Polypodium,Potamogeton,Potentilla,Poterium sanguisorba,Prunus,Pteridium aquilinum,Quercus,Radiola linoides,Ranunculus,Ranunculus acris-type,Reseda/Sesamoides,Rhamnus,Rhinanthus/Veronica,Rosaceae undiff.,Rubus,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sagina,Salix,Sambucus nigra,Sample quantity,Sanguisorba officinalis-type,Saxifraga granulata-type,Scleranthus annuus,Scrophulariaceae undiff.,Sedum-type,Selinum carvifolia,Senecio,Seseli libanotis-type,Silaum silaus-type,Silene,Silene ciliata-type,Silene foetida-type,Silene vulgaris-type,Solanum dulcamara,Solanum nigrum-type,Solidago,Sorbus aucuparia,Sparganium,Sparganium emersum-type,Spergula,Spergularia-type,Sphagnum,Spike tablets,Stachys-type,Stellaria,Succisa,Taxus baccata,Teucrium,Thalictrum,Thymelaeaceae,Torilis arvensis-type,Trifolium-type,Trinia glauca-type,Typha latifolia,Ulex,Ulmus,Urtica,Valeriana officinalis,Valerianella,Veratrum album,Viburnum tinus,Vicia,Viola,Vitis,Zea mays
950,11553/11266/11004,--/9814/--,,,,,,,,,,1,,,,,,1,,25,,,,,11,,1,,,,,161,12,2,2,,3,1,1,,,,,,,,6,5,,,,,,,,,9,,13,,5,3,,,3,,1,,,,,,,,1,,6,2,1,,3,3,5,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,71,11329,,,,,,2,,1,,,,,3,,,,,,,,,,,,37,,,,,,72,,,,,14,204,,,,,5,,,,100,,5,,,,1,,,,102,1,,41,,,,,,,10,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,
955,11587/11292/11023,--/9832/--,,,,,,2,,,,,,,,,,,2,11,,,,2,11,,7,,,,,80,15,3,6,,8,2,,,,,,,,,3,1,,1,,,,,,,7,,3,,4,2,,,,,3,,,,,,,,1,,,2,,,9,3,11,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,49,11329,,,,,,20,2,2,,,,,4,,,,,2,,,,3,,,13,,,,,,179,,,,,10,323,,,,,2,,,,30,,2,,,,,2,,,93,,,10,1,,,,,,15,,,,,,1,3,,,,1,,1,,,1,,1,,,,,,,,,,,,4,,,,,2,,,,,
960,11622/11318/11041,--/9849/--,,,,,,1,,,,,,,,,,1,2,21,,,,6,13,,5,,,,,53,13,3,7,,7,2,,,,,,,,,3,2,,,,,,,,,6,2,6,1,3,1,,,1,,2,,,,,,,,,,,,,,5,6,6,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,40,11329,,,,,,9,,,,,,,,,,,,,,,,5,,,17,,,,,,122,,,,,9,171,,,,,,,,,23,,,,,,,,,,48,,,2,,,,,,,8,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,
965,11656/11343/11058,--/9866/--,,,,,1,2,,,,,,,,,,,1,13,,,,1,10,,3,,,,,131,8,3,13,,11,3,,,,,1,,,,7,3,,1,,,,,,,16,3,3,,1,2,,,1,,,,,,,,,,1,,,,,,11,5,15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,47,11329,1,,,,,31,3,1,,,,,3,,,,,1,,,,5,,,15,,,,,,166,,,,,17,208,,,,,1,1,,,13,,2,,,,,1,,,45,,,6,,,,,,,3,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,
970,11692/11369/11076,--/9884/--,,,,,,1,,,,,,,,,1,,1,20,,,,1,14,1,5,,,,,82,11,2,6,,8,1,,,,,,,,,3,1,,,,,,,,1,11,2,3,1,1,,,,,,2,,,,,1,,,,,,,,,7,,13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,50,11329,,,,,,18,,,,,,,4,1,,1,,,,,,8,,,27,,,,,,167,,,,,11,198,,,,,1,1,,,20,,2,,,,,,,,45,,,,,,,,,,6,,,,,,2,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,1,,,
975,11726/11395/11092,--/9901/--,,,,,,4,,,,,,,,,,,,22,,,,3,13,,2,8,,,,113,9,,4,,4,4,,,,,,,,,1,6,,,,,,,,,19,,4,,4,,1,,1,,2,,1,,,,,,,,,,,,7,4,22,,,,,,,,,,,,,,,1,,,2,,,,,,,,,2,60,11329,1,,,,,40,,,,,,,6,,,,,,,,,5,,,18,,,,,,280,,,,,37,228,,,,,2,,,,18,,1,,,,,,,,49,,,4,,,,,,,4,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,4,,,,,
980,11762/11421/11109,--/9919/--,,,,,,1,,,,,,,,,1,,,3,,,,3,21,,7,1,,,,196,10,2,4,,5,4,,1,,,1,,,,,4,,,,,,,,,22,,1,,6,2,2,,3,,,,,,,,,,,,,,2,,11,3,13,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,76,11329,2,,,,,81,,2,,,,,2,,,,1,,,,,4,,,31,,,,,,232,,,,,12,326,,,,,1,,,,21,,2,,2,,,,,,70,,,1,,,,,,,7,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,
985,11798/11447/11125,--/9936/--,,,,,,1,,,,,,1,,,1,,,15,,,,3,25,,6,4,,,,173,18,2,3,,5,7,,,,,,,,,1,10,,,,,,,,,10,,1,,4,1,,2,3,,5,,,1,,,,,2,,,,,,12,5,14,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,70,11329,,,,,,46,,,,,,,2,,,,,,,,,3,,,29,,,,,,284,,,,,24,286,,,,,,,,1,13,,3,,2,,,,,,57,,,1,,,,1,,,6,,,,,1,,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2,,,,,
990,11834/11472/11141,--/9953/--,,,,,3,6,,,,,,,,,,,,12,,,,,16,,3,12,,,,196,13,5,2,,6,5,,,,,,,,,,3,,1,,,,,,,21,3,2,,,1,2,,2,,5,2,,,,,,,5,,,,,,13,2,31,,,,,,,,,,,,,,,,,,,,,,,,1,,,,79,11329,,,,,,126,2,1,,,,,2,,,,,,,,,2,,,38,,,,,,289,,,,,37,346,,,,,6,,,,13,,1,,6,,,,,,87,,,1,,,,,,,9,,,,,,,,3,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,
995,11870/11498/11156,--/9971/--,,,,,,4,,,,,,,,,1,,,27,,,,2,24,,15,,,,,227,19,5,13,,5,3,,,,,1,,,,3,7,,1,,,,,,,22,1,4,,3,1,1,,,,3,,,,,,,,,,,,,,9,1,23,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,63,11329,,,,,,60,3,1,,,,,3,,,,,,,,,4,,,26,,,,,,274,,,1,,20,381,,,,,1,,,,14,,2,,,,,,,,54,,,1,,,,,,,11,,,,,,,3,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,3,,,,,
1000,11906/11524/11171,--/9988/--,,,,,,2,,,,,,,,,,3,1,4,,,,3,13,,7,5,,,,380,22,5,12,,3,2,,,,,1,,,,3,12,,1,,,,,,,18,1,,,7,,1,,1,,,,,,,1,,,,,,,,,18,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,11329,,,,,,71,5,,,,,,1,,,,,,,,,4,,,39,,,,,,207,,,,,30,275,,,,,,,,,13,,3,,1,,,,,,48,,,3,1,,,,,,4,,,,,,1,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
1005,11943/11550/11186,--/10005/--,,,,,,3,,,,,,,,,1,,,11,,,,2,18,,4,5,,,,185,19,3,5,,3,3,,,,,,,,,1,4,,,,,,,,,11,,,,6,1,,,,,1,2,,1,,,,,1,,,,,,8,2,10,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,38,11329,1,,,,,56,1,,,,,,3,,,,,,,,,2,,,20,,,,,,167,,,,,11,192,,,,,1,,,,9,,2,,,,,1,,,37,,,3,,,,,,,2,,,,,,,2,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,3,,,,,
1010,11979/11576/11200,--/10023/--,,,,,,2,,,,,,,,,,,1,10,,,,,9,,9,5,,,,326,18,4,2,,2,2,,,,,,,,,,4,,,,,,,,,13,1,1,,4,,,,,,4,1,1,,,1,,,,,,,,,3,2,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,43,11329,1,,,,,25,3,1,,,,,8,,,,,,,,,5,,,19,,,,,,170,,,,,8,150,,,,,3,,,,7,,5,,,,,,,,32,1,,7,,,,,,,2,,,,,,,3,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,
1015,12017/11601/11215,--/10040/--,,,,,,5,,,,,,,,,,,,8,,,,2,17,,3,3,,,,432,22,1,7,,3,2,,,,,1,,,,,7,,1,,,,,,,7,1,1,,4,,,,2,,3,,,,,,,,,,,,,,7,,12,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,45,11329,,,,,,30,1,,,,,,3,,,1,,,,,,6,,,16,,,,,,201,,,,,10,156,,,,,,,,,20,,1,,1,,,1,,,28,,,,,,,,,,7,,,,,4,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,
1020,12180/11829/11508,--/10217/--,,,,,,2,,,,,,,,,1,,1,7,,,,,13,,7,1,,,,358,30,4,6,,1,3,,,,,,,,,,3,,,,,,,,,14,1,,,6,1,,,,,5,,,,,,,,,,,,,,7,1,10,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,53,11329,1,,,,,10,3,,,,,,2,,,,,,,,,6,,,22,,,,,,156,,,,,4,172,,,,,,,,,43,,3,,,,,1,,,44,,,3,,,,1,,,5,,4,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1025,12350/12057/11792,--/10393/--,,,,,,1,,,,,,,,,,,,10,,,,,14,,5,,1,,,579,31,5,2,,2,1,3,,,,,,,,3,4,,,,,,,,,12,1,1,,7,3,,,3,,3,,,,,,,,,,,,,,9,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11329,,,,,,10,1,1,,,,,1,,,,,,,,,14,,,15,,,,,,215,,,1,,14,211,,,,,1,,,,28,,2,,2,,,1,,,32,,,4,,,,,,,8,,2,,,,,2,,,,,,,,,1,2,1,,3,,,,,,,,,,,,1,,,,,1,,,
1030,12528/12285/12063,--/10570/--,,,,,,2,,,,1,,,,,3,1,,8,,,,2,20,,8,,1,,,565,29,8,4,,2,1,,,,,,,,,6,7,,,,,,,,,10,,1,,10,1,,,1,,11,2,,,,,,,1,,,,,,6,2,9,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,37,11329,,,,,,10,2,,,,,,3,,,,,,,,,8,,,20,,,,,,186,,,,,8,186,,,,,4,,,,29,,3,,,,,,,,53,,,3,,,1,,,,10,,1,,,,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,
1035,12721/12513/12315,--/10747/--,,,,,,,,,,,,,,,,,,20,,,,1,7,,1,,,,,459,26,1,3,,3,,,,,,,1,,,2,3,,1,,,,,,,15,,2,,12,1,,,2,,7,1,,,,,,,,,,,,,11,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11329,1,,,,,6,2,1,,,,,2,,,,,1,,,,2,,,13,,,,,,159,,,1,,8,203,,,,,1,,,,29,,3,,,,,,,,37,,,2,,,,,,,3,,1,,,,,2,,,,,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,1,,
1040,12925/12741/12535,--/10923/--,,,,,,1,,,,1,,,,,,,,19,,,,3,12,,3,1,,,,494,39,5,6,,3,1,,,,,,,,,3,7,,,,,,,,,10,1,3,1,19,1,,,1,,5,2,,,,,,,,,1,,,,10,5,5,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,49,11329,,,,,,11,3,,,,,,,,,,,1,,,,3,,,19,,,,,,164,,,1,,9,244,,,,,1,,,,43,,4,,,,,1,,,53,,,6,,,,,,,7,,,,,1,1,,,,,,1,1,,,2,,1,,,,,,,1,,,,,,,,,,1,,,,,
1045,13154/12969/12723,--/11100/--,,,,,,2,,,,,,,,,,3,1,14,,,,3,9,,1,,,,,480,36,7,2,,9,1,,,,,,,,,2,2,,,,,,,,,11,2,8,2,8,,,,2,,5,1,,,,,,,,,,,,,12,2,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,51,11329,,,,,,6,1,,,,,,2,,,,,2,,,,1,,,22,,,,,,198,,,,,7,247,,,,,2,,,,33,,7,,,,,,,,53,,,4,,,,,,,8,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,
1050,13163/12992/12766,--/11122/--,,,,,,1,,,,,,,,,,,,15,,,,,5,,1,,,,,661,34,,2,,8,,,,,,1,,,1,3,5,,2,,,,,,,8,1,4,,9,1,2,1,5,,6,1,,,,,,,1,,1,,,,12,1,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,59,11329,,,,,,2,1,,,,,,7,,,,,2,,,,1,,,23,,,,,,199,1,,,,5,184,,,,,2,,,,53,,1,,,,,1,,,43,,,7,,,,,,,4,,,,,,,2,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1055,13173/13015/12809,--/11145/--,,,,,,1,,,,,,,,,1,,,3,,,,,9,,,,,,,351,20,6,1,,2,,,,,,,,,,2,3,,,,,,,,,5,3,6,,3,,,,3,,4,,,,,,,,,,2,,,,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,11329,,,,,,1,3,,,,,,1,,,,,,,,,,,,5,,,,,,121,,,,,3,105,,,,,2,,,,56,,2,,,,,3,,,34,,,4,,,,1,,,3,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1060,13184/13038/12850,--/11168/--,,,,,1,,,,,,,,,,,,1,2,,,,,2,,,1,,,,456,18,4,1,,2,,,,,,,,,,1,,,,,,,,,,3,1,7,,7,2,,,1,,2,1,,,,,,,,,,2,,,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,11329,,,,,,2,1,,,,,,3,1,,,,,,,,,,,7,,,,,,99,,,,,2,72,,,,,3,,,,60,,2,,,,,4,,,28,,,6,,,,,,,7,,,,,,,,,,,,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
1065,13197/13061/12891,--/11190/--,,,,,,,,,,,,,,,1,,,2,,,,,4,,,,,,,372,16,1,3,,5,,,,,,,,,,,1,,,,,,,,,3,1,3,,7,,,,,,5,,,,,,,,,,,1,,,10,5,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,49,11329,,,,,,,1,,,,,,3,,,,,1,,,,,,,7,,,,,,131,,,,,2,81,,,,,4,,,,89,,4,,,,,4,,,38,,,11,,,,,,,3,,,,,,,,,,,,6,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
1070,13213/13083/12931,--/11212/--,,,,,,,,,,,,,,,1,,,2,,,,,10,,1,,,,,761,15,2,1,,2,,,,,,,,,,2,1,,,,,,,,,8,1,2,,4,,,,6,,5,,2,,,,,,1,,1,,,,8,4,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,62,11329,1,,,,,4,,,,,,,,,,,,2,,,,,,,30,,,,,,139,,,,,3,155,,,,,3,,2,,87,,5,,,,,,,,41,,,11,,,,,,,4,,,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
1075,13230/13106/12969,--/11235/--,,,,,,,,,,2,,,,,,,,3,,,,1,4,,1,,,,,386,11,1,,,3,,,,,,,,,,,,,,,,,,,,2,3,1,,3,1,,,,,6,,,,,,,,,,1,,,,10,4,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,29,11329,,,,,,3,,,,,,,2,,,,,1,,,,,,,20,,,,,,142,,,,,2,86,,,,,2,,,,41,,1,,,,,,,,37,,,7,,,,,,,3,,,,,,,1,,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,
1080,13248/13129/13003,--/11258/--,,,,,,,,,,,,,,,1,,,3,,,,,5,,1,,,,,498,16,3,1,,6,,,,,,,,,,,,,,,,,,,,3,,4,,10,,,,2,,4,,1,,,,,,,,,,1,,9,1,7,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,56,11329,,,,,,3,,,,,,,2,,,,,,,,,,,,16,,,,,,170,,,1,,6,97,,,,,8,,,,50,,5,,,,,1,,,41,,,9,,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1085,13269/13152/13033,--/11280/--,,,,,,1,,,,,,,,,,,1,1,,,,1,15,,1,,,,,644,13,3,,,2,1,,,,,,,,,1,1,,1,,,,,,,4,1,,,8,1,,,3,,14,,,,,,,,,,1,1,,,11,5,4,,,,,,,,,,,,2,,,1,,,2,,,,,,,,,,55,11329,,,,,,3,,,,,,,6,,,,,,,,,2,,,19,,,,,1,145,,,,,4,136,,,,,5,,,,54,,2,,1,,,,,,39,,,24,,,,,,,2,,1,,,,,,,,,,3,,,,1,4,1,,,,,,,,,,,,,,,,,,,,,,
1090,13293/13175/13059,--/11302/--,,,,,,3,,,,1,,,,,1,,,2,,,,,4,,,,,,,476,5,3,,,2,,,,,,,1,,,,2,,,,,,,1,,8,,1,,5,,,,,,3,,,,,1,,,,,,,,,6,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,36,11329,,,,,,2,,1,,,,,1,,,,,,,,,,,,19,,,,,1,132,,,,,5,108,,,,,2,,,,61,,1,,,,,,,,42,,,11,,,,,,,,,,,,,,,,,,,2,1,,,,2,1,,,,,,,,,,,,,,,,,1,,1,,,
1095,13319/13198/13079,--/11325/--,,,,,,2,,,,,,,,,,,,4,,,,2,4,,,,1,,,560,15,1,1,,3,5,,,,,,,,,1,2,,,,,,,,,4,2,1,,3,3,1,,3,,9,2,,,,,,,,,1,1,,,6,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,60,11329,,,,,,,,,,,,,,,,,,,,,,1,,,15,,,,,1,125,,,,,1,116,,,,,6,,,,41,,1,,,,,1,,,32,1,,7,,,,,,,4,,,,,,,1,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1100,13346/13221/13094,--/11348/--,,,,,,,,,,,,,,,3,,,2,,,,,3,,4,1,,,,634,16,,,,1,,,,,,,,,,,1,,,,,,,1,,5,2,6,,5,1,,,,,5,,,,,1,,,,,1,1,,,12,2,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,50,11329,,,,,,4,,,,,,,1,,,,,1,,,,,,,7,,,,,1,120,,,,,4,99,,,,,2,,,,54,,4,,,,,,,,42,,,11,,,,,,,8,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1105,13378/13244/13107,--/11370/--,,,,,,,,,,,,,,,2,,,6,,,,,10,,1,,,,,668,18,1,,,5,,,,,,,,,,,3,,,,,,,,,6,1,1,1,6,4,,,1,,14,1,1,,,,,,,,,,,,6,2,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,47,11329,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,127,,,,,5,91,,,,1,3,,,,45,,3,,,,,1,1,,37,,,7,,,,,,,1,,,,,,,,,,,,3,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,
1110,13409/13284/13157,--/11415/--,,,,,1,,,,,,,,,,2,,,2,,,,1,5,,2,,,,,620,8,2,,,2,,,,,,,,,,,2,,,,,,,,,9,2,4,,7,,,,,,10,,,,,,,,,,2,1,,,4,5,1,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,51,11329,,,,,,2,,,,,,,,,,,,,,,,3,,,17,,,,,1,147,,,,,3,102,,,,,6,,,,82,,12,,,,,,,,57,1,,10,,,,,,,6,,,,,2,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,
1115,13446/13324/13202,--/11460/--,,,,,2,1,,,,,,,,,,,,4,,,,,7,,,,,,,663,14,2,,,5,,,,,,,,,,2,3,,,,,,,,,3,1,2,,8,2,,,,,10,,,,,,,,,,,1,,,7,3,,,,,2,,,,,,,,1,,,,,,1,,,,,,,,,,64,11329,,,,,,1,,1,,,,,1,,,1,,,,,,,,1,12,,,,,,150,,,,,8,119,,,,,6,,,,107,,7,,1,,,,,,33,2,,9,,,,,,,5,,,,,1,,,,,,,,1,,,,3,1,,,,,,1,,,,,,1,,,,,,,,,,
1120,13494/13365/13242,--/11505/--,,,,,,,,,,1,,,,,,,,2,,,,,4,,1,,,,,566,11,1,,,1,,,1,,,,,,,,,,,,,,,,,9,,1,1,10,2,,,,,8,,,,,2,,,,,,,,,5,2,4,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,,38,11329,,,,,,1,,1,,,,,,,,,,,,,,,,1,17,,,,,2,152,,,,,6,91,,,,,3,,,,64,,3,,,,,,,,41,1,,11,,,,,,,1,,,,,,,2,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1125,13547/13405/13273,--/11550/--,,,,,,3,,,,,,,,,,,,3,,,,,6,,,,,,,590,5,1,,,1,1,,1,,,,,,,1,5,,,,,,,,,6,,,,5,,,,,,8,,,,,,,,1,,,1,,,8,3,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,71,11329,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,1,,,,106,,,,,3,100,,,,,3,1,,,58,,3,,1,,,,,,24,,,11,,,,,,,,,,,,,,,,,,,,,,1,5,7,1,,,,,,,,,,,,,,,,,,,,,,
1130,13597/13445/13297,--/11595/--,,,,,,,,,,2,,,,,,,,1,,,,,10,,,,,,,632,13,2,,,1,,,,,,,,,,,2,,,,,,,,,7,,,1,8,,,,,,13,1,,1,,1,,,,,2,1,,,15,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,50,11329,,,,,,1,1,,,,,,1,,,,,,,,,,,,10,,,,,,120,,,,,6,96,,,,,4,,,,87,,1,,1,,,,,,48,1,,17,,,,1,,,4,,,,,1,,1,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,
1135,13646/13485/13319,--/11640/--,,,,,,,,,,,,,,,1,,,2,,,,,16,,,,,,,473,10,3,,,7,,,1,,,,,,,,10,,,,,,,,,7,,1,1,1,,,,,,11,,1,,,,,,1,,2,,,,9,4,,,,,,,,,,,,,1,,,2,,,7,,,,,,,,,,60,11329,,,,,,4,,,,,,,,,,,,,,,,1,,,4,,,,,,126,,,,,10,89,,,,,2,1,,,80,,6,,,,,,,,37,1,,11,,,,,,,,,,,,1,,,,,,,,,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,
1140,13702/13525/13343,--/11685/--,,,,,,3,,,,,,,,,,,,2,,,,,13,,1,,,,,485,26,2,1,,5,2,,1,,,,,,,2,4,,,,,,,,,3,1,,1,9,,,,,,12,,2,,,,,,,,,,,,13,8,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,66,11329,,,,,,2,,1,,,,,1,,,,,,,,,3,,3,18,,,,,,192,,,,,6,90,,,,,3,,,,71,,4,,1,,,,,,58,,,20,,,,,,,5,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,
1145,13760/13565/13365,--/11730/--,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,251,18,,,,10,,,,,,,,,,1,4,,,,,,,,,13,,,,3,,,,,,17,2,,,,1,,,2,1,,,,,17,2,,,,,,,1,,,,,,,,,,,,7,1,,,,,1,,,,57,11329,,1,,,,,,1,,,,,,,,,,,,,,3,,3,1,,,,,,196,,,,,4,135,,,,,5,,,,60,,7,,,,,,,,45,,,10,,,,,,,1,,,,,1,1,1,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,
1150,13820/13605/13385,--/11775/--,,,,,,2,,,,1,,,,,,,,1,,,,,10,,,1,,,,361,7,,,,8,1,,,,,,,,,,2,,,,,,,,,7,1,,1,3,,,,,,22,1,1,,,,,,1,,,1,,,4,3,,,,,,,,,,,,,,,,,,,12,,,,,,,,,3,55,11329,,,,,,,1,,,,,,,,,,1,,,,,,,,8,,,,,,205,,,,,,123,,,,,1,1,,,77,,3,,,,1,,,,35,,,13,,,,,,,4,,,,,,,2,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,
1155,13879/13645/13400,--/11820/--,,,,,,3,,,,,,,,,2,,,1,,,,,22,,1,,,,,437,18,4,,,9,,,,,,,,,,,10,,,,,,,,,18,,,2,6,,,,,,22,3,,,,,,,,,1,,,,11,7,1,,,,,,1,1,,,,,1,,,3,,,28,,,,,,,,,,83,11329,,,,,,2,,,,1,,,2,,,,,,,,,1,,,1,,1,,,,274,,,1,,5,181,,,,,10,1,,,110,,15,,2,,,,,,63,,,8,1,,,1,,,,,,,,2,,3,,,,,,,,,3,,1,,,,,,,,,1,,,,,,,,,,,,,
