Biogeographic area,Country,Site,Site_name_machine_readable,Archive type,Latitude,Longitude,Altitude,Database,Pollen,Published,Data received (from authors),Link to database,dataset_id,Dated,Recalibrated,Period,African Humid Period,Minimum mean cal BP,Maximum mean cal BP,Observations,"Concentration (Lycopodium, Eucalyptus, Spikes)",Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Reference 9,Reference 10,Reference 11,Reference 12,Reference 13,Reference 14,Reference 15,Reference 16
Arabian Peninsula,Oman,098-36,098-36_Oman,Terrestrial core,22.48611111,59.74527778,135.0480042,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-3b,098-3b_Oman,Terrestrial core,23.27111111,58.92027778,NA,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-3b,098-3b_Oman,Terrestrial core,22,58.92027778,397.4719849,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-40,098-40_Oman,Terrestrial core,22.44555556,59.69111111,166.4160004,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-41,098-41_Oman,Terrestrial core,22.56111111,59.52861111,139.8775482,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-42,098-42_Oman,Terrestrial core,22.56111111,59.52861111,139.8775482,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-47,098-47_Oman,Terrestrial core,22.68722222,59.34361111,600,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-50,098-50_Oman,Terrestrial core,22.90666667,59.08944444,700,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-51,098-51_Oman,Terrestrial core,22.91833333,59.095,1000,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-53,098-53_Oman,Terrestrial core,23.19611111,57.13666667,1128,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-54,098-54_Oman,Terrestrial core,23.19583333,57.13666667,1565,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-55,098-55_Oman,Terrestrial core,23.29416667,56.56722222,542.632019,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-6,098-6_Oman,Terrestrial core,23.27111111,58.92027778,NA,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-8,098-8_Oman,Terrestrial core,22.55,59.51666667,139.8775482,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,098-9,098-9_Oman,Terrestrial core,22.04,59.66416667,132.0514984,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,099-12,099-12_Oman,Terrestrial core,23.23722222,57.20222222,2100,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,099-12b,099-12b_Oman,Terrestrial core,23.23722222,57.20222222,2100,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,099-13,099-13_Oman,Terrestrial core,23.23611111,57.19083333,1950,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,099-14b,099-14b_Oman,Terrestrial core,23.31944444,58.11861111,296,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,099-15,099-15_Oman,Terrestrial core,23.01972222,58.24916667,654,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabian Peninsula,Oman,099-19,099-19_Oman,Terrestrial core,22.49527778,58.94638889,350,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/37622a43-d366-4328-81e8-d17a498a6085,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. et al 2010 Climate change and human occupation in the Southern Arabian lowlands during the last deglaciation and the Holocene. Global and Planetary Change. https://doi.org/10.1016%2Fj.gloplacha.2010.01.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ01,Terrestrial core,21.097778,6.233889,553,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ02,Terrestrial core,20.314333,6.535833,449,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ10,Terrestrial core,22.913139,5.869638889,1530,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ11,Terrestrial core,22.913556,5.754972,1639,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ12,Terrestrial core,23.148778,5.732806,2043,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ13,Terrestrial core,23.243056,5.673389,2288,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Hoggar,Algeria_Hoggar_DZ14,Terrestrial core,23.257602,5.6360282,2570,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/c2e3e163-94f6-4338-86d7-d5585c4df708,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Algeria,Irafizene,Algeria_Hoggar_Irafizene,Unknown,23.15784,5.67908,2050,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/ae181502-c8fc-4714-bfff-1228c0988e41,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,Maley 1980 Les changements climatiques de la fin du Tertiaire en Afrique: leur conséquence sur l’apparition du Sahara et de sa végétation. The Sahara and the Nile. P. 63-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,"Anambé, Senegal",Anambe_Senegal,Peat,12.9167,-14.1333,29,APD,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/a81c7267-ad81-4f1e-9f97-201610ea070d,NA,Yes,Yes,Middle Holocene (Northgrippian),Yes,5178.1,5178.1,NA,NA,"Assémien, P. 1971 Etude comparative de flores actuelles et quaternaires récentes de quelques paysages végétaux d'Afrique de l'Ouest. PhD Thesis, University of Abidjan, Ivory Coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,"Ballingor, Senegal",Ballingor_Senegal,NA,12.5,-16.5,1,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tissot; C Marius; C Feller 1983 Continuité des paléofaciès palynologiques et physico-chimiques de sédiments récents en milieu de mangrove du Sénégal. Travaux et Documents de Géographie Tropicale CEGET Vol. 49 100-115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Chad,Chad_Ybert_1977_trans,Chad_Ybert_1977_trans,Trap,12.1,15.0333,416.8544006,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/007ea6f4-4456-4665-99a7-8c7a7a0ed3e5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Ybert, J.P. 1977 Les pollens atmosphériques en Côte d'Ivoire et au Tchad. Unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Chad,Chad_Schulz_APKN_trans_APKN_,Chad_Schulz_APKN_trans_APKN_I,Trap,21.31,17,1200.756836,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7f87fd7e-bda0-4f7b-af66-0720e024e4b0,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,Schulz 1976 Aktueller pollenniederschlag in der zentralen Sahara und interpretationsmöglichkeiten quartärer pollenspektren. Palaeoecology of Africa. Vol.9: 8-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Chad,Chad_Schulz_APKN_trans_APKN_,Chad_Schulz_APKN_trans_APKN_IV,Trap,21.31,17,1200.756836,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7f87fd7e-bda0-4f7b-af66-0720e024e4b0,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,Schulz 1976 Aktueller pollenniederschlag in der zentralen Sahara und interpretationsmöglichkeiten quartärer pollenspektren. Palaeoecology of Africa. Vol.9: 8-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Chad,Chad_Schulz_APKN_trans_APKN_,Chad_Schulz_APKN_trans_APKN_XII,Trap,21.31,17,1200.756836,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7f87fd7e-bda0-4f7b-af66-0720e024e4b0,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,Schulz 1976 Aktueller pollenniederschlag in der zentralen Sahara und interpretationsmöglichkeiten quartärer pollenspektren. Palaeoecology of Africa. Vol.9: 8-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Chad,Chad_Schulz_APKN_trans_APKN_,Chad_Schulz_APKN_trans_APKN_XIII,Trap,21.31,17,1200.756836,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7f87fd7e-bda0-4f7b-af66-0720e024e4b0,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,Schulz 1976 Aktueller pollenniederschlag in der zentralen Sahara und interpretationsmöglichkeiten quartärer pollenspektren. Palaeoecology of Africa. Vol.9: 8-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,Diogo_Senegal_S82-13,Diogo_Senegal_S82-13,Terrestrial core,15.28,-16.8,6,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/71327da3-13de-4886-8040-f549ffb96694,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,Diogo_Senegal_S82-14,Diogo_Senegal_S82-14,Terrestrial core,15.28,-16.8,6,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/71327da3-13de-4886-8040-f549ffb96694,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,Diogo_Senegal_S82-15,Diogo_Senegal_S82-15,Terrestrial core,15.28,-16.8,6,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/71327da3-13de-4886-8040-f549ffb96694,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
