"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Abutilon t.","Acacia t.","Aerva type","Aizoaceae t.","Amaranthaceae undif.","Ambrosia t.","Anthoceros t.","Arecaceae undif.","Artemisia","Asteroideae undif.","Boraginaceae undif.","Brassicaceae","Bridelia","Calligonum","Caryophyllaceae undif.","Cassia","Celtis","Centaurea","Cichorieae","Combretaceae","Commiphora","Convolvulaceae","Crudia","Cupressaceae","Cyperaceae","Dipterygium glaucum","Dodonaea","Echinops","Echium t.","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fagonia","Fern","Galium t.","Gentianaceae undif.","Geraniaceae undif.","Heliotropium","Hibiscus","Hypoestes t.","Indeterminable","Ipomoea","Jacquemontia t.","Justicia t.","Lamiaceae undif.","Lotus t.","Maerua","Monoletes","Morella","Myriophyllum undif.","Ocimum","Olea t.","Paronychieae","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Psilotrichum t.","Resedaceae undiff.","Rubiaceae undif.","Rumex t.","Salix","Salvadora","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Solanum","Spergularia t.","Tamarix","Tribulus","Triletes","Typha","Unknown","Urtica t.","Ziziphus/Paliurus","Zygophyllum t."
"9013.221"," 582.900","   0.000","   1.000","   0.000","   0.000","  12.000","   1.000","  54.000","   0.000","   0.000","   2.000","   2.000","   2.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   5.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 260.000","   1.000","   0.000","   1.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   5.000","   0.000","  42.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","  10.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 223.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  42.000","  25.000","   8.000","   0.000","   0.000","   0.000"
"9039.313"," 597.900","   0.000","   0.000","   0.000","   0.000","  73.000","   1.000","  30.000","   0.000","   0.000","   9.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","  37.000","   0.000","   0.000","   0.000","   1.000","   1.000"," 144.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 172.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","  13.000","  39.000","   5.000","   1.000","   0.000","   0.000"
"9056.707"," 607.900","   0.000","   2.000","   0.000","   0.000","  51.000","   0.000","  40.000","   0.000","   1.000","  13.000","   0.000","   1.000","   0.000","   0.000","   1.000","   1.000","   1.000","   0.000","  57.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 140.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  63.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  16.000","  49.000","   6.000","   0.000","   0.000","   0.000"
"9074.102"," 617.900","   0.000","   1.000","   0.000","   0.000","  85.000","   0.000","  22.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 131.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 126.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","  19.000","  55.000","   2.000","   0.000","   0.000","   0.000"
"9094.975"," 629.900","   0.000","   0.000","   0.000","   0.000","  60.000","   0.000","  26.000","   0.000","   0.000","   9.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  24.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 234.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 561.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","  11.000","  39.000","   3.000","   0.000","   1.000","   0.000"
"9112.369"," 639.900","   0.000","   0.000","   0.000","   0.000","  24.000","   0.000","   5.000","   0.000","   1.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   1.000"," 178.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 345.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   8.000","  48.000","   6.000","   0.000","   0.000","   0.000"
"9125.813"," 647.200","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000"," 284.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 693.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   3.000","  86.000","   6.000","   0.000","   0.000","   0.000"
"9130.5"," 649.7","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  63.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  99.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   1.0","  55.0","   1.0","   0.0","   0.0","   0.0"
"10240.19","  694.20","    0.00","    0.00","    0.00","    0.00","   33.00","    1.00","    1.00","    0.00","    0.00","    3.00","    1.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","  385.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  183.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    9.00","    0.00","    0.00","    0.00","    0.00"
"10357.48","  701.20","    0.00","    0.00","    2.00","    0.00","   13.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","  371.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   87.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","   14.00","    0.00","    0.00","    0.00","    0.00"
"10452.19","  708.20","    0.00","    0.00","    0.00","    0.00","   37.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","  321.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  120.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    3.00","   33.00","    1.00","    0.00","    0.00","    0.00"
"10503.88","  713.80","    0.00","    0.00","    1.00","    0.00","   59.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","  222.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","  191.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    1.00","   18.00","    0.00","    0.00","    0.00","    1.00"
"10635.43","  719.10","    0.00","    0.00","    0.00","    0.00","  218.00","    0.00","    0.00","    0.00","    0.00","   43.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   29.00","    0.00","    0.00","    2.00","    0.00","    0.00","   49.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   50.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    1.00","    1.00","    0.00","    5.00","    4.00","    5.00","    0.00","    0.00","    0.00","    0.00"
"10991.0","  726.7","    0.0","    0.0","    0.0","    0.0","  829.0","    0.0","    0.0","    0.0","    2.0","   62.0","    0.0","    1.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","   56.0","    0.0","    0.0","    4.0","    0.0","    0.0","   37.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   26.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    4.0","    0.0","    7.0","    6.0","    0.0","    0.0","    1.0"
"11318.5","  733.7","    0.0","    0.0","    0.0","    0.0","  204.0","    0.0"," 1318.0","    0.0","    0.0","   33.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   11.0","    0.0","    0.0","    2.0","    0.0","    0.0","   22.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   33.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    6.0","    0.0","    2.0","    3.0","    0.0","    0.0","    2.0"
