"depth","Hagenia","Acacia t.","Acalypha","Acanthus","Aerva type","Alchemilla t.","Alchornea","Allophylus t.","Aloe","Amaranthaceae undif.","Ambrosieae","Anagallis t.","Anthoceros t.","Anthospermum","Apiaceae undif.","Apodytes dimidiata","Artemisia","Asteroideae undif.","Begonia","Boscia","Brassicaceae","Buddleia","Calpurnia-type aurea","Campanulaceae","Canthium","Capitanya-type otostegioides","Capparaceae undif.","Capparis","Cardueae undif.","Caryophyllaceae undif.","Cassia","Celastraceae/Hippocrateaceae","Celosia type","Celtis","Cichorieae","Cissus t.","Clematis-type","Clutia","Combretaceae","Commelina","Commiphora","Crassocephalum-type montuosum","Crateva","Cupressaceae","Cussonia","Cyperaceae","Cyphostemma-type","Diospyros/Euclea t.","Dipsacaceae","Dodonaea","Dombeya","Echinops","Ekebergia","Ephedra","Erica t.","Erythrococca/Micrococca","Euphorbia t.","Faboideae Undif.","Ficus","Fleurya-type aestuans","Galiniera","Gardenia","Geranium","Grewioideae","Gunnera perpensa","Harungana","Hebenstreitia dentata","Hydrocotyle","Hypericum undif.","Hyphaene t.","Hypoestes t.","Ilex","Impatiens","Indeterminable","Jasminum","Jatropha/Croton","Lamiaceae undif.","Lannea","Leonotis-type","Linum t.","Lythraceae undif.","Lythrum","Macaranga","Maerua","Manilkara","Maytenus","Mellera-type","Mimulopsis-type","Mimusops","Mitragyna/Hallea","Monoletes","Morella","Myrsine africana","Myrtaceae undif.","Nuxia t.","Ocimum","Oldenlandia","Olea t.","Ormocarpum t.","Pappea-type capensis","Pavetta","Petaloid monocot","Phoenix t.","Pilea-type bambuseti","Pittosporum abyssinicum-type","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Polyscias","Potamogeton","Proteaceae","Prunus t.","Psilotrichum t.","Pterolobium","Ranunculaceae undif.","Rapanea","Resedaceae undiff.","Rhamnaceae undif.","Ricinus","Rosa t.","Rubia-type","Rubiaceae undif.","Rumex t.","Salix","Sapium","Schefflera","Scrophulariaceae undif.","Searsia","Sebaea-type brachyphylla","Solanaceae undif.","Solanum","Spermacoce","Spiniluma-type oxyacantha","Steganotaenia-type","Stephania-type abyssinica","Stoebe kilimandscharica-type","Swertia usambarensis-type","Swertia-type kilimandscharica","Syzygium t.","Tapithus-type","Tarenna-type graveolens","Teclea","Thalictrum","Thymelaeaceae undif.","Trema","Tribulus","Triletes","Typha","Uebelinia-type abyssinica","Urtica t.","Vangueria","Vernonieae","Vitaceae undif.","Ximenia","Zanthoxylum"
"177.5"," 20.0","  2.0","  0.0","  0.0","  4.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0"," 16.0","  4.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  2.0","  5.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0"," 66.0","  0.0"," 28.0","  0.0","  8.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 37.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","135.0"," 26.0","  1.0","  0.0","  2.0","  2.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 10.0"," 58.0"," 28.0","  0.0","  0.0","  0.0","  3.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0"," 17.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 19.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"187.5"," 23.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0"," 13.0","  8.0","  1.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 21.0","  0.0"," 15.0","  0.0","  2.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 94.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","141.0"," 16.0","  0.0","  0.0","  0.0","  1.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0"," 48.0"," 17.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 17.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"197.5"," 37.0","  0.0","  1.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0"," 12.0","  6.0","  1.0","  0.0","  0.0"," 16.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  3.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 67.0","  0.0"," 18.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0"," 49.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 15.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0"," 83.0"," 16.0","  3.0","  0.0","  0.0","  2.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0"," 60.0"," 23.0","  0.0","  0.0","  0.0","  3.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  8.0","  1.0","  0.0"," 31.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  6.0","  2.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"217.5"," 41.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0"," 12.0","  6.0","  3.0","  1.0","  0.0"," 17.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  4.0","  0.0","  7.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0"," 75.0","  0.0"," 28.0","  0.0","  1.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 96.0","  0.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","137.0"," 28.0","  0.0","  0.0","  5.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  3.0"," 57.0"," 30.0","  0.0","  0.0","  0.0","  1.0","  2.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  2.0","  0.0","  3.0","  0.0"," 12.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"237.5"," 25.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0"," 10.0","  2.0","  0.0","  1.0"," 21.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 44.0","  0.0"," 21.0","  0.0","  2.0","  1.0","  5.0","  0.0","  0.0","  0.0","  0.0"," 82.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0"," 87.0"," 13.0","  3.0","  0.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0"," 56.0"," 21.0","  0.0","  1.0","  0.0","  0.0","  1.0","  5.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 15.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0"
"242.5"," 42.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  3.0"," 11.0","  2.0","  0.0","  1.0"," 41.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  7.0","  0.0","  0.0","  0.0","  0.0","  1.0"," 17.0","  0.0"," 16.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 41.0","  0.0"," 15.0","  0.0","  1.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 80.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  1.0","  0.0","  1.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 78.0"," 32.0","  1.0","  0.0","  3.0","  8.0","  2.0"," 17.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0"," 55.0"," 19.0","  1.0","  0.0","  0.0","  0.0","  2.0","  8.0","  0.0","  0.0","  1.0","  4.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0"," 27.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"250"," 11","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  6","  7","  0","  0","  3"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0"," 31","  0","  6","  0","  1","  0","  0","  0","  0","  0","  0"," 68","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","180"," 12","  2","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  3"," 33"," 12","  0","  0","  0","  3","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  0","  2","  0","  0","  0","  0","  0"
"255"," 24","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  4","  4","  1","  1","  1"," 17","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  7","  0","  0","  0","  0","  0","  0","107","  0"," 21","  0","  1","  1","  3","  0","  0","  1","  0"," 74","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0","  2","  0"," 83"," 30","  4","  0","  2","  0","  0"," 25","  0","  0","  0","  0","  0","  0","  0","  1"," 50"," 12","  0","  0","  0","  2","  0","  0","  0","  0","  0","  4","  0","  0","  0","  1","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0"
"257.5"," 29.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  1.0","  5.0","  1.0","  1.0"," 25.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  3.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","146.0","  0.0"," 15.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 63.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 45.0"," 26.0","  2.0","  0.0","  3.0","  1.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0"," 80.0"," 24.0","  0.0","  0.0","  0.0","  3.0","  1.0","  8.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  1.0","  1.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"262.5"," 23.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  4.0","  4.0","  0.0","  4.0"," 26.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  4.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 82.0","  0.0"," 16.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 96.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  5.0","  0.0","  2.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 60.0"," 17.0","  4.0","  0.0","  2.0","  1.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0"," 55.0"," 16.0","  0.0","  0.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"264.5"," 25.0","  0.0","  1.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  2.0","  1.0","  3.0","  1.0"," 32.0","  0.0","  0.0","  1.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  1.0","  5.0","  0.0"," 10.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","140.0","  0.0"," 20.0","  0.0","  0.0","  2.0","  3.0","  0.0","  1.0","  1.0","  1.0"," 82.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0"," 10.0","  0.0","  2.0","  1.0","  0.0","  2.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 21.0"," 29.0","  4.0","  0.0","  4.0","  1.0","  1.0"," 38.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0"," 76.0"," 22.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"
"277.5"," 10.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  6.0","  0.0","  1.0","  1.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 41.0","  0.0"," 12.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 56.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  1.0","  5.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","138.0"," 19.0","  3.0","  0.0","  3.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0"," 39.0","  6.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"286"," 25","  0","  0","  0","  1","  2","  0","  0","  2","  6","  0","  0","  1","  5","  6","  0","  1"," 33","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  1","  0","  1","  0","  2","  7","  0","  7","  0","  0","  0","  0","  0","  0"," 40","  0"," 23","  0","  2","  0","  1","  0","  0","  0","  0","104","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  4","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  2","  1","  0","  2","  2","  0","  0","  0"," 91"," 37","  2","  0","  2","  3","  0"," 22","  0","  0","  0","  0","  0","  0","  0","  2"," 66"," 18","  1","  0","  0","  0","  0","  3","  0","  0","  0","  1","  0","  0","  0","  3","  0","  0"," 11","  0","  0","  0","  0","  0","  0","  1","  2","  0","  0","  1","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0"
"292.5"," 29.0","  2.0","  0.0","  0.0","  3.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  3.0","  1.0","  0.0","  0.0"," 19.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  4.0","  4.0","  3.0","  1.0"," 12.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 27.0","  0.0"," 31.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","107.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0"," 50.0"," 70.0","  3.0","  0.0","  4.0","  3.0","  0.0"," 21.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  3.0"," 78.0"," 16.0","  0.0","  0.0","  0.0","  6.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  4.0","  2.0","  2.0","  5.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"297.5"," 24.0","  6.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  1.0","  8.0","  2.0","  0.0","  0.0"," 20.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0"," 39.0","  0.0"," 33.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 81.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","107.0"," 47.0","  2.0","  0.0","  0.0","  2.0","  0.0"," 17.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0"," 58.0"," 10.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"307.5"," 25.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  3.0"," 13.0","  3.0","  1.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  4.0","  0.0","  1.0","  0.0","  1.0","  3.0","  0.0"," 38.0","  0.0"," 42.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0"," 89.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","105.0"," 50.0","  1.0","  0.0","  2.0","  2.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"," 51.0"," 12.0","  0.0","  0.0","  1.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  4.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0"
"347.5"," 17.0","  1.0","  1.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  2.0","  5.0","  4.0","  0.0","  1.0"," 20.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  2.0","  5.0","  0.0","  6.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0"," 70.0","  0.0"," 44.0","  1.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 79.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  7.0","  0.0","  2.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 46.0"," 72.0","  1.0","  0.0","  8.0","  4.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  5.0"," 99.0"," 26.0","  0.0","  0.0","  0.0","  8.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  3.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  3.0","  2.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0"
