"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthoceris/Isotoma","Apiaceae undif.","Araliaceae undif.","Arceuthobium","Artemisia","Asparagales","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Carpinus","Carya","Caryophyllaceae undif.","Castanea","Cathaya","Cedrus","Celtis","Centaurea","Centranthus t.","Cicatricosisporites","Cissus t.","Cistaceae","Coriaria","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Drosera","Ephedra","Erica t.","Erodium","Eucommia","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Fungi","Geranium","Hamamelidaceae","HippophaÃ«","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lythrum","Malva undif.","Morella","Musci","Olea t.","Onagraceae","Parrotia","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Polygala","Polygonum t.","Populus","Potamogeton","Protist","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Sigmopollis","Solanaceae undif.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tsuga","Typha","Ulmus t.","Unknown","Unknown (monolete, psilate)","Unknown (trilete, psilate)","Valeriana t.","Verbenaceae undif.","Viscum","Zelkova"
NA,NA,NA," 18.24","  8.00","  0.00"," 30.00","  0.00","  0.00"," 49.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 51.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00"," 11.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  7.00","  0.00","  0.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","740.00","  0.00","  0.00","  3.00"," 61.00","  0.00","  1.00","  0.00","  0.00","207.00","  0.00"," 81.00"," 49.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 84.67"," 10.00","  0.00","  0.00","  0.00","  0.00"," 25.00","  0.00","  0.00","  0.00","  0.00"," 45.00","  1.00"," 17.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  5.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 41.00","462.00","  0.00","  2.00","  2.00"," 43.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 51.00"," 31.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","130.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  2.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 13.9","  2.0","  0.0"," 63.0","  0.0","  0.0"," 49.0","  0.0","  1.0","  0.0","  0.0"," 15.0","  0.0"," 44.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 27.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","280.0","  1.0","  0.0","  6.0","142.0","  0.0","  0.0","  0.0","  0.0","121.0","  0.0"," 14.0"," 13.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA,"129.32","  3.00","  0.00"," 22.00","  0.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  0.00","181.00","  0.00"," 21.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  3.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  4.00"," 11.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","178.00","  0.00","  0.00","  1.00"," 40.00","  0.00","  1.00","  0.00","  0.00","  9.00","  0.00","  8.00"," 13.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 37.33","  0.00","  1.00","270.00","  0.00","  0.00"," 45.00","  0.00","  0.00","  0.00","  0.00","174.00","  0.00"," 53.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  7.00","  3.00","  0.00","  6.00","  8.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","842.00","  0.00","  0.00","  0.00"," 16.00","  0.00","  1.00","  0.00","  0.00","  8.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","177.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"122.53","  0.00","  0.00"," 25.00","  1.00","  0.00"," 37.00","  0.00","  1.00","  0.00","  0.00","189.00","  0.00"," 27.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 11.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  3.00"," 54.00","  0.00","  0.00","  1.00"," 21.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 64.41","  9.00","  0.00","  7.00","  0.00","  0.00","102.00","  0.00","  0.00","  0.00","  0.00"," 66.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  2.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  7.00","  1.00","  0.00"," 19.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 15.00","383.00","  0.00","  1.00","  0.00"," 33.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00"," 21.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 54.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
NA,NA,NA,"121.73","  7.00","  0.00","269.00","  0.00","  0.00"," 13.00","  0.00","  0.00","  0.00","  0.00"," 41.00","  0.00"," 37.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  5.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 48.00","435.00","  0.00","  1.00","  3.00"," 65.00","  0.00","  1.00","  0.00","  0.00"," 13.00","  0.00"," 27.00"," 43.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 77.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"  32.91","  48.00","   0.00","   7.00","   0.00","   0.00","  17.00","   0.00","   0.00","   0.00","   0.00","  15.00","   0.00","  12.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   3.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   5.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","2105.00","   0.00","   8.00","   2.00","  52.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  64.00","  68.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"111.11","  1.00","  0.00","  3.00","  0.00","  0.00"," 21.00","  0.00","  1.00","  0.00","  0.00","140.00","  0.00"," 32.00","  0.00","  1.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00"," 13.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00","  0.00","  1.00"," 57.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 18.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 51.97","  4.00","  0.00","943.00","  0.00","  0.00"," 38.00","  0.00","  0.00","  0.00","  0.00","107.00","  0.00"," 49.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 13.00"," 22.00","  0.00","  0.00","  8.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","730.00","  0.00","  1.00","  2.00"," 90.00","  0.00","  0.00","  0.00","  0.00","151.00","  0.00","  3.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 74.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 31.44"," 14.00","  0.00","  0.00","  0.00","  0.00"," 61.00","  0.00","  0.00","  0.00","  0.00"," 60.00","  0.00"," 42.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  3.00","  1.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  6.00","  4.00","  0.00","  0.00","  3.00","  2.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 13.00","556.00","  0.00","  0.00","  1.00"," 64.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 17.00"," 26.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 85.01"," 33.00","  0.00","  3.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  0.00","  0.00"," 53.00","  0.00"," 25.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 21.00","700.00","  0.00","  2.00","  4.00"," 49.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 40.00"," 87.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 40.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 86.88","  3.00","  0.00","  4.00","  1.00","  0.00"," 11.00","  0.00","  0.00","  0.00","  0.00"," 60.00","  0.00"," 39.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"," 23.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  6.00","191.00","  0.00","  0.00","  0.00"," 44.00","  0.00","  0.00","  0.00","  0.00","292.00","  0.00"," 34.00"," 71.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"  50.53","   0.00","   0.00"," 255.00","   0.00","   0.00","  23.00","   0.00","   0.00","   0.00","   0.00"," 124.00","   0.00","  62.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","  12.00","   1.00","   0.00","  23.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  12.00","1137.00","   0.00","   0.00","   3.00","  34.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","   3.00","   2.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  65.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA," 105.77","  39.00","   0.00","  16.00","   0.00","   2.00","  22.00","   0.00","   0.00","   0.00","   0.00","  52.00","   0.00","  17.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   4.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","1475.00","   0.00","   0.00","   2.00","  59.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  16.00","  66.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  21.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   8.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"44.11"," 0.00"," 0.00","76.00"," 0.00"," 0.00","26.00"," 0.00"," 0.00"," 0.00"," 0.00","63.00"," 0.00","31.00"," 1.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 3.00"," 0.00"," 0.00"," 0.00"," 2.00"," 0.00"," 0.00"," 0.00"," 0.00"," 1.00"," 0.00"," 0.00"," 8.00"," 9.00"," 0.00"," 0.00"," 2.00"," 5.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 2.00"," 2.00"," 0.00"," 0.00"," 0.00"," 0.00"," 1.00"," 1.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 1.00"," 0.00"," 2.00"," 0.00"," 0.00"," 0.00"," 0.00","86.00"," 0.00"," 1.00"," 0.00","94.00"," 0.00"," 0.00"," 0.00"," 0.00","62.00"," 0.00","38.00","19.00"," 3.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 2.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"
NA,NA,NA,"101.41","  0.00","  0.00","  0.00","  0.00","  0.00"," 46.00","  0.00","  0.00","  0.00","  1.00","102.00","  0.00"," 21.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  3.00","  3.00","  0.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","403.00","  0.00","  1.00","  4.00"," 75.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00"," 11.00"," 23.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 98.49","  0.00","  0.00"," 12.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  0.00","  0.00","170.00","  0.00"," 49.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  7.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  1.00","303.00","  0.00","  0.00","  5.00"," 26.00","  0.00","  1.00","  0.00","  0.00","  3.00","  0.00"," 17.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 97.7","  2.0","  0.0","  5.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","156.0","  1.0"," 36.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  6.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 24.0","516.0","  0.0","  0.0","  8.0"," 16.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 19.0"," 11.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 28.42","  7.00","  0.00"," 37.00","  0.00","  1.00"," 42.00","  0.00","  0.00","  0.00","  0.00"," 28.00","  0.00"," 52.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 53.00","  0.00","  2.00","  6.00"," 91.00","  0.00","  1.00","  0.00","  0.00","770.00","  0.00"," 41.00"," 83.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"114.07","  4.00","  0.00","125.00","  0.00","  0.00"," 31.00","  0.00","  0.00","  2.00","  0.00","120.00","  0.00"," 62.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00"," 21.00","  1.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","109.00","  0.00","  3.00","  0.00"," 55.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00"," 16.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 85.35","  8.00","  0.00","  0.00","  0.00","  0.00"," 25.00","  0.00","  0.00","  2.00","  0.00"," 92.00","  1.00"," 28.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  7.00","  1.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  4.00","112.00","  0.00","  0.00","  3.00"," 34.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 69.00"," 48.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"  93.73","  32.00","   0.00","   3.00","   0.00","   0.00","  29.00","   0.00","   0.00","   0.00","   0.00","  39.00","   0.00","  12.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   4.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  60.00","1773.00","   0.00","   1.00","   2.00","  45.00","   0.00","   1.00","   0.00","   0.00","  31.00","   0.00","  26.00","  40.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  30.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00"
