"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthoceris/Isotoma","Apiaceae undif.","Araliaceae undif.","Arceuthobium","Artemisia","Asparagales","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Carpinus","Carya","Caryophyllaceae undif.","Castanea","Cathaya","Cedrus","Celtis","Centaurea","Centranthus t.","Cicatricosisporites","Cissus t.","Cistaceae","Coriaria","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Drosera","Ephedra","Erica t.","Erodium","Eucommia","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Fungi","Geranium","Hamamelidaceae","HippophaÃ«","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lythrum","Malva undif.","Morella","Musci","Olea t.","Onagraceae","Parrotia","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Polygala","Polygonum t.","Populus","Potamogeton","Protist","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Sigmopollis","Solanaceae undif.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tsuga","Typha","Ulmus t.","Unknown","Unknown (monolete, psilate)","Unknown (trilete, psilate)","Valeriana t.","Verbenaceae undif.","Viscum","Zelkova"
NA,NA,NA,"  72.11","  10.00","   0.00","   5.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","  22.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  86.00","1067.00","   0.00","   0.00","   3.00","  60.00","   0.00","   0.00","   0.00","   0.00","  19.00","   0.00","  31.00","  54.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   3.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"107.08","  8.00","  0.00"," 15.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  0.00"," 22.00","  0.00"," 58.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","693.00","  0.00","  2.00","  2.00","120.00","  0.00","  0.00","  0.00","  0.00"," 33.00","  0.00","  6.00"," 46.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","100.00","  0.00","  5.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"  71.72","   6.00","   0.00","  23.00","   0.00","   0.00","  24.00","   0.00","   0.00","   0.00","   0.00","   8.00","   1.00","  14.00","   0.00","   2.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00"," 169.00","2505.00","   0.00","   0.00","   2.00","  50.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  29.00","   8.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA," 123.32","  10.00","   0.00","3570.00","   0.00","   0.00","  33.00","   0.00","   0.00","   0.00","   0.00","  50.00","   0.00","  37.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   7.00","   2.00","   0.00","   0.00","   0.00","  17.00","   0.00","   2.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  34.00"," 476.00","   0.00","   2.00","   0.00","  41.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  18.00","  35.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   2.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"116.23"," 14.00","  0.00","  8.00","  0.00","  0.00"," 17.00","  0.00","  1.00","  0.00","  0.00"," 17.00","  0.00"," 25.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  2.00"," 10.00","  1.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 29.00","350.00","  0.00","  0.00","  0.00"," 53.00","  0.00","  0.00","  0.00","  0.00","140.00","  0.00"," 47.00"," 67.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 35.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"   96.72","   12.00","    0.00","    3.00","    0.00","    0.00","   15.00","    0.00","    0.00","    0.00","    0.00","   10.00","    0.00","   13.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    2.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","  224.00","13404.00","    0.00","    3.00","    7.00","   17.00","    0.00","    0.00","    0.00","    0.00","    7.00","    0.00","    5.00","    2.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
NA,NA,NA," 33.98"," 29.00","  0.00","  9.00","  0.00","  1.00"," 36.00","  0.00","  0.00","  0.00","  0.00"," 13.00","  1.00"," 30.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 17.00","641.00","  0.00","  1.00","  2.00"," 47.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00"," 60.00"," 46.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 47.65"," 21.00","  0.00","  0.00","  0.00","  0.00"," 61.00","  0.00","  0.00","  1.00","  0.00"," 42.00","  0.00"," 18.00","  2.00","  3.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  4.00","  2.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  1.00","  0.00","  9.00","221.00","  0.00","  4.00","  0.00"," 42.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 55.00"," 48.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 11.00"," 87.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 66.97","  2.00","  0.00","  1.00","  0.00","  0.00"," 34.00","  0.00","  0.00","  0.00","  0.00","125.00","  0.00"," 23.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  1.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  7.00","  6.00","  0.00","  0.00"," 31.00","  1.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","146.00","  0.00","  1.00","  0.00"," 78.00","  0.00","  0.00","  0.00","  0.00"," 31.00","  0.00"," 17.00"," 25.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 14.21","  8.00","  0.00"," 62.00","  0.00","  0.00"," 72.00","  0.00","  0.00","  0.00","  0.00"," 29.00","  0.00"," 34.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  4.00"," 11.00","  0.00","  0.00","  5.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 37.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","303.00","  2.00","  0.00","  2.00","107.00","  0.00","  0.00","  0.00","  0.00"," 40.00","  0.00","  6.00"," 10.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"
NA,NA,NA,"128.08"," 10.00","  0.00","145.00","  0.00","  0.00"," 16.00","  0.00","  0.00","  0.00","  0.00"," 62.00","  0.00"," 58.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  0.00","  4.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  5.00","250.00","  0.00","  2.00","  5.00"," 64.00","  0.00","  1.00","  0.00","  0.00"," 34.00","  0.00"," 17.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"20.8","13.0"," 0.0"," 0.0"," 0.0"," 0.0","43.0"," 0.0"," 0.0"," 0.0"," 0.0","40.0"," 1.0","21.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 2.0"," 1.0"," 0.0"," 0.0"," 0.0"," 1.0"," 0.0"," 2.0"," 2.0"," 6.0"," 0.0"," 0.0"," 0.0"," 1.0"," 0.0"," 0.0"," 1.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 1.0"," 0.0"," 1.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 2.0"," 0.0"," 0.0"," 0.0"," 3.0","67.0"," 0.0"," 1.0"," 3.0","48.0"," 0.0"," 0.0"," 0.0"," 0.0"," 2.0"," 0.0","51.0","68.0"," 2.0"," 0.0"," 0.0"," 0.0"," 0.0"," 3.0"," 0.0"," 0.0"," 0.0"," 0.0","25.0"," 0.0"," 1.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 2.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"," 0.0"
NA,NA,NA," 58.45"," 11.00","  0.00","  0.00","  0.00","  0.00"," 59.00","  0.00","  0.00","  0.00","  0.00"," 31.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 10.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  4.00","350.00","  0.00","  1.00","  2.00"," 85.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00"," 28.00"," 52.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","583.00","  1.00","  4.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 54.98","  3.00","  0.00","661.00","  0.00","  0.00"," 93.00","  0.00","  0.00","  0.00","  0.00"," 52.00","  1.00"," 51.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  5.00","  0.00","  0.00","  4.00"," 17.00","  0.00","  1.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","149.00","  0.00","  0.00","  3.00"," 79.00","  0.00","  0.00","  0.00","  0.00","148.00","  0.00"," 11.00"," 19.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  3.00","  0.00","  0.00"," 15.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 89.15","  4.00","  0.00"," 50.00","  0.00","  0.00"," 39.00","  0.00","  0.00","  1.00","  0.00","162.00","  0.00"," 21.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  3.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  5.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00"," 79.00","  0.00","  0.00","  0.00"," 39.00","  0.00","  0.00","  0.00","  0.00"," 13.00","  0.00","  2.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 23.38","  7.00","  0.00"," 11.00","  0.00","  0.00"," 82.00","  0.00","  0.00","  0.00","  0.00"," 17.00","  1.00"," 43.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  1.00","  2.00","  1.00","  0.00","  2.00"," 19.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","568.00","  0.00","  1.00","  1.00"," 68.00","  0.00","  1.00","  0.00","  0.00"," 54.00","  0.00"," 36.00"," 17.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"114.42","  6.00","  0.00","375.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00"," 41.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00"," 10.00","  8.00","  0.00","  0.00","  0.00"," 11.00","  0.00","  0.00","  4.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","161.00","  0.00","  0.00","  0.00"," 72.00","  0.00","  0.00","  0.00","  0.00"," 75.00","  0.00"," 63.00"," 21.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00"
NA,NA,NA," 99.25","  1.00","  0.00","  8.00","  0.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00","149.00","  0.00"," 41.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","329.00","  0.00","  1.00","  1.00"," 66.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  3.00","  1.00","  1.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00"," 11.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 38.51","  1.00","  0.00"," 15.00","  0.00","  0.00"," 71.00","  0.00","  1.00","  1.00","  0.00"," 78.00","  0.00"," 32.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 13.00","  6.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","215.00","  0.00","  0.00","  1.00"," 33.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00"," 12.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"111.44","  2.00","  0.00","  5.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  1.00","  0.00","180.00","  0.00"," 19.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  6.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  1.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  3.00","  0.00","  0.00","  1.00","  3.00"," 37.00","  0.00","  0.00","  0.00"," 40.00","  0.00","  0.00","  0.00","  0.00"," 12.00","  0.00","  6.00","  3.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 83.54"," 13.00","  2.00","  0.00","  0.00","  0.00"," 27.00","  0.00","  0.00","  1.00","  0.00"," 44.00","  1.00"," 14.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  2.00","  4.00","  2.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00"," 64.00","487.00","  0.00","  0.00","  1.00"," 27.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 45.00"," 37.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 63.62","  2.00","  0.00","  5.00","  0.00","  0.00"," 42.00","  0.00","  0.00","  0.00","  0.00"," 70.00","  1.00"," 14.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  3.00"," 12.00","  1.00","  0.00"," 27.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","495.00","  0.00","  3.00","  4.00","104.00","  0.00","  0.00","  0.00","  3.00","  4.00","  0.00","  3.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 98.85","  6.00","  0.00"," 11.00","  0.00","  0.00"," 23.00","  0.00","  0.00","  0.00","  0.00","132.00","  0.00"," 45.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  6.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00"," 14.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 16.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","372.00","  0.00","  4.00","  2.00"," 25.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00"," 10.00"," 12.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 22.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 69.14","  7.00","  0.00"," 36.00","  0.00","  1.00"," 59.00","  0.00","  0.00","  0.00","  0.00"," 40.00","  0.00"," 47.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 21.00","  8.00","  0.00","  0.00","  9.00"," 16.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","505.00","  0.00","  2.00","  2.00"," 27.00","  0.00","  0.00","  0.00","  0.00"," 76.00","  0.00"," 31.00"," 27.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
