"Depth","Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP","EPD - Radiocarbon years BP","Sample quantity","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Angelica archangelica-type","Angelica palustris-type","Angelica sylvestris","Anthemideae undif.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Berula erecta","Betula","Brassicaceae","Buxus","Calluna","Campanulaceae","Cardueae undif.","Carum verticillatum","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cicuta virosa","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Fabaceae Undif.","Faboideae Undif.","Fagus","Fallopia","Fern","Fern-Equisetophyta","Filipendula t.","Frangula","Fraxinus","Galium t.","Genisteae","Gentiana t.","Geranium","Halimium/Tuberaria","Hedera","HippophaÃ« rhamnoides","Hydrocotyle","Hypericum undif.","Ilex","IsoÃ«tes","Jasminum","Juglans","Lamiaceae undif.","Laserpitium","Linum t.","Lonicera","Lotus t.","Lycopodium spike...112","Lycopodium spike...113","Lysimachia","Lythrum","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myrtus","Nymphaea","Olea t.","Onagraceae","Papaver t.","Parnassia","Paronychieae","Pedicularis","Pentaglottis sempervirens","Petaloid monocot","Phillyrea","Physospermum cornubiense","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Prunus t.","Quercus undif.","Ranunculaceae undif.","Reseda/Sesamoides","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Selinum carvifolia","Silaum silaus-type","Solanum","Sparganium","Spergularia t.","Spike tablets","Taxus","Thalictrum","Thymelaeaceae undif.","Trifolium t.","Trinia glauca-type","Typha","Ulmus t.","Urtica t.","Valeriana","Valerianella","Viburnum","Viola","Vitis","Zea"
" -14.0","21/-27/-78","--/-28/--",NA,"0","0","4","1","0","0","0","0","0","2","8","0","0","5","1","3","0","32","0","0","3","0","1","0","4","1","2","5","0","1","0","1","5","4","0","35","0","0","0","211","0","0","0","0","0","18","0","0","0","0","2","8","1","0","20","0","0","0","1","0","0","0","0","0","0","0","0","0","138","11329","0","0","0","0","0","6","0","0","0","31","0","0","0","0","0","0","1","2","0","0","39","0","9","0","486","41","0","0","0","0","0","39","31","0","0","0","0","28","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -12.0","34/-15/-64","--/-17/--",NA,"0","0","3","0","0","0","0","0","0","0","4","0","0","1","0","2","0","20","0","0","4","0","1","0","3","0","1","4","0","0","0","0","4","1","0","9","0","0","0","168","0","0","0","0","0","13","0","0","0","0","4","8","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","1","77","11329","0","0","0","1","0","4","0","0","0","18","0","0","0","2","0","0","1","1","0","0","27","0","1","0","319","27","0","0","0","0","0","28","18","0","0","0","0","17","0","0","0","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -10.0","50/-3/-53","--/-6/--",NA,"0","0","3","0","0","0","0","0","0","4","3","0","1","2","2","2","0","20","0","0","3","0","0","0","9","6","0","3","0","1","0","0","2","0","0","14","0","0","0","233","0","0","0","0","0","17","0","0","0","0","3","6","1","0","20","0","0","0","1","0","0","0","1","1","0","0","0","0","63","11329","0","0","0","0","0","4","0","0","0","25","0","0","0","0","0","0","0","3","0","0","38","1","3","1","362","10","1","0","0","0","0","39","16","0","0","0","0","15","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  -8.0","66/9/-45","--/5/--",NA,"1","0","4","0","0","0","0","0","0","0","7","0","1","6","0","0","0","25","0","0","4","3","1","0","0","2","3","2","0","0","0","0","1","2","0","32","0","0","0","208","0","0","0","0","0","9","0","0","0","0","3","3","1","0","18","0","0","0","1","0","0","0","2","1","0","0","0","0","63","11329","0","0","0","0","0","2","0","0","0","34","0","0","0","1","0","0","2","1","0","0","12","1","4","1","371","15","0","0","0","1","0","40","18","0","0","0","0","18","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"  -6.0","85/21/-37","--/15/--",NA,"0","0","6","0","0","0","0","0","0","1","7","0","0","2","0","0","0","24","1","0","4","1","0","0","4","2","1","4","0","0","0","0","1","3","0","42","0","0","0","287","0","0","0","0","0","10","0","0","0","0","8","6","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","100","11329","0","0","0","0","0","4","0","0","0","23","0","0","0","0","0","0","1","2","0","0","29","0","3","2","500","21","0","0","0","1","0","43","24","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"   1.0","153/63/-16","--/53/--",NA,"0","0","2","2","0","0","0","0","0","0","3","0","0","1","0","3","0","15","3","0","2","4","0","0","5","1","2","9","0","0","0","1","4","1","0","3","0","0","0","60","0","0","1","0","0","16","0","0","0","0","4","4","1","0","14","0","0","0","0","0","0","0","0","2","0","0","0","0","90","11329","0","0","0","0","0","6","0","0","0","76","0","0","0","1","0","0","2","0","0","0","125","0","8","0","568","101","0","0","0","2","0","41","236","0","0","0","0","51","0","0","0","1","0","0","0","0","0","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"   2.0","163/69/-14","--/58/--",NA,"0","0","5","1","0","0","0","0","0","1","4","0","0","1","0","0","0","21","1","0","3","1","1","0","8","2","1","4","0","0","0","1","1","1","0","2","0","0","0","169","0","0","1","0","0","14","0","0","0","0","8","6","0","0","9","0","0","0","0","0","0","0","0","1","0","0","0","0","72","11329","0","0","0","0","0","5","0","0","0","65","0","0","0","0","0","0","0","2","0","0","130","0","6","0","372","83","0","0","0","3","0","27","223","0","0","0","0","27","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"   3.0","174/75/-11","--/64/--",NA,"0","0","5","1","0","0","0","0","0","3","5","0","0","1","0","2","0","28","4","0","8","3","3","0","11","1","0","6","0","0","0","0","1","2","0","3","0","2","0","197","0","0","1","0","0","23","0","0","0","0","7","13","1","0","23","0","0","0","60","0","1","0","0","0","0","0","0","0","100","11329","0","0","0","0","0","10","0","1","0","62","0","0","0","12","0","0","2","1","0","0","37","0","6","0","649","104","0","0","0","0","0","34","202","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"   4.0","186/81/-10","--/69/--",NA,"0","0","2","1","0","0","0","0","0","3","5","0","0","2","0","0","0","11","1","1","1","1","1","0","6","1","0","1","0","0","0","0","0","1","0","1","0","0","0","147","0","0","0","0","0","9","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","41","11329","0","0","0","0","0","5","0","0","0","34","1","0","0","0","0","0","1","1","0","0","94","0","5","2","288","74","0","0","0","0","0","26","90","0","0","0","0","26","1","0","0","11","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"   5.0","196/87/-10","--/75/--",NA,"0","0","2","0","0","0","0","0","0","2","2","0","0","0","1","1","0","24","0","0","0","1","1","0","11","0","0","6","0","0","0","0","6","0","0","3","0","0","0","167","0","0","0","0","0","4","0","0","0","12","2","6","2","0","19","0","0","0","0","0","0","0","1","0","0","0","0","0","103","11329","0","0","0","0","0","2","0","0","0","53","0","0","0","1","0","0","1","3","0","0","109","0","10","0","581","23","0","0","0","1","0","60","243","0","0","0","1","30","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"   6.0","208/93/-9","--/80/--",NA,"0","0","4","3","0","0","0","0","0","1","4","0","0","0","0","1","0","14","1","0","4","0","2","0","6","1","0","3","0","0","0","0","5","2","0","0","0","0","0","162","0","0","0","0","0","8","0","0","0","0","4","6","0","0","25","0","0","0","1","0","0","0","0","1","0","0","0","0","44","11329","0","0","0","0","0","4","0","0","0","21","0","0","0","0","0","0","1","0","0","0","33","0","3","0","302","37","0","0","0","0","0","25","29","0","0","0","0","27","0","0","0","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"   7.5","225/102/-7","--/88/--",NA,"0","0","2","0","0","0","0","0","0","1","8","0","0","3","1","2","0","64","0","0","4","1","1","0","10","2","0","9","0","0","0","1","8","2","0","3","0","0","0","280","0","0","1","0","0","19","0","0","0","0","10","11","0","0","33","0","0","0","0","1","0","0","0","0","0","0","0","0","60","11329","0","0","0","0","0","7","0","0","0","35","0","0","0","1","0","0","3","1","0","0","38","0","10","0","547","62","0","0","0","0","0","43","45","0","0","0","0","32","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  10.0","253/117/-4","--/102/--",NA,"0","0","7","0","0","0","0","0","0","5","4","0","0","1","3","0","0","33","0","0","0","0","3","0","6","0","0","9","0","1","0","0","10","0","0","2","0","0","0","235","0","1","0","0","0","2","0","0","0","9","10","7","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","84","11329","0","0","0","0","0","3","0","0","0","28","0","0","0","1","0","0","0","2","0","0","23","0","4","0","680","22","0","0","0","0","0","64","196","0","0","1","0","30","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"  12.5","282/132/0","--/115/--",NA,"0","0","3","0","0","0","0","0","0","0","6","0","0","4","2","0","0","35","0","0","4","0","1","0","2","2","0","3","0","0","0","0","7","5","0","3","0","0","0","248","0","0","0","0","0","13","0","0","0","0","16","7","0","0","35","0","0","0","3","1","0","0","0","0","0","0","0","0","58","11329","0","0","0","0","0","3","0","0","0","32","0","0","0","0","0","0","0","1","0","0","11","0","7","0","535","25","0","0","0","4","0","31","53","0","0","0","0","22","0","0","1","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  15.0","377/253/144","--/254/--",NA,"0","0","10","0","0","0","1","0","0","3","3","0","0","4","0","7","0","116","1","0","0","1","0","0","13","0","1","12","0","4","0","0","4","0","0","2","0","1","0","504","0","0","0","0","0","13","0","0","0","2","19","9","0","0","59","0","0","0","0","1","0","0","0","0","0","0","0","0","193","11329","0","0","0","0","0","14","0","0","0","81","0","0","0","2","0","0","1","1","0","0","21","0","12","1","986","11","0","0","0","0","0","95","331","0","0","0","0","38","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  17.5","482/373/277","--/393/--",NA,"0","0","6","0","0","0","0","0","0","0","10","0","0","6","4","3","0","78","0","0","8","3","2","0","8","6","1","3","0","0","0","0","5","8","0","1","0","1","0","279","0","0","0","0","0","10","0","0","0","0","6","5","0","0","29","0","0","0","1","1","0","0","0","0","0","0","0","0","62","11329","0","0","0","0","0","4","0","0","0","19","0","0","0","0","0","0","6","3","0","0","3","0","4","0","416","20","0","0","0","1","0","58","86","0","0","0","0","24","1","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  20.0","592/494/403","--/532/--",NA,"1","0","10","0","0","0","0","0","0","3","12","0","0","5","2","3","0","142","1","0","0","0","2","0","11","1","0","11","0","0","0","0","19","0","0","1","0","0","0","445","0","0","0","0","0","12","0","0","0","6","11","14","1","0","52","0","0","0","0","3","0","0","0","0","0","0","0","0","136","11329","0","0","0","0","0","10","0","0","0","41","1","0","0","0","0","0","0","1","0","0","4","0","8","1","495","9","0","0","0","0","0","95","330","0","0","0","0","21","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"  22.5","706/614/522","--/672/--",NA,"0","0","6","0","0","0","0","0","0","3","15","0","1","1","1","1","0","55","2","0","3","2","0","0","14","1","0","2","0","0","0","1","2","5","0","3","0","0","0","359","0","0","1","0","0","20","0","0","0","0","13","5","0","1","26","0","0","0","3","0","0","0","0","0","0","0","0","0","79","11329","0","0","0","0","0","11","0","0","0","17","0","0","0","2","1","0","2","4","0","0","6","0","17","1","604","29","0","1","0","2","0","65","24","0","0","0","0","21","0","0","0","2","0","0","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"  25.0","826/734/634","--/811/--",NA,"0","0","3","1","0","0","0","0","0","3","13","0","0","2","0","7","0","1244","0","0","0","0","2","0","8","0","0","10","0","0","0","0","8","0","0","5","0","0","0","324","0","1","0","0","0","9","0","0","0","5","12","0","0","2","41","0","0","0","0","0","0","0","0","0","0","0","0","0","122","11329","0","0","0","0","0","16","0","0","0","11","0","0","0","0","0","0","0","0","0","0","1","0","6","1","557","7","0","1","0","1","0","93","26","0","0","3","0","23","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  27.5","957/855/738","--/950/--",NA,"0","0","6","0","0","0","0","0","0","2","25","0","0","3","0","2","0","98","1","0","4","2","1","0","5","0","1","4","0","0","0","2","5","1","0","18","0","0","0","224","0","0","1","0","0","20","0","0","0","1","20","3","0","0","9","0","0","0","1","1","0","0","0","0","0","0","0","0","43","11329","0","0","0","0","0","3","0","0","0","4","0","0","0","0","1","0","2","2","0","0","3","0","4","0","690","8","0","0","0","0","0","94","37","0","0","0","0","112","0","0","0","3","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"  30.0","1051/971/883","--/1065/--",NA,"0","0","7","0","0","0","0","0","0","2","6","0","0","0","2","0","0","203","0","0","0","0","0","0","3","0","2","2","0","0","0","0","8","0","0","83","0","0","0","163","0","0","0","0","0","10","0","0","0","1","10","12","0","0","7","0","0","0","0","5","0","0","0","0","0","0","0","0","66","11329","0","0","0","0","0","6","0","0","0","5","0","0","0","0","0","0","1","0","0","0","2","0","0","0","395","3","0","0","0","0","0","95","289","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  32.5","1147/1087/1026","--/1180/--",NA,"0","0","4","0","0","0","0","0","0","1","8","0","0","1","1","1","0","179","1","0","4","2","1","1","8","4","1","3","0","1","0","0","12","2","0","61","0","0","0","167","0","0","0","0","0","13","0","0","0","0","9","2","0","0","7","0","0","0","0","0","0","0","1","0","0","0","0","0","43","11329","0","0","0","0","0","3","0","0","0","2","0","0","0","1","0","0","5","5","0","0","5","0","6","1","386","7","0","0","0","6","0","108","229","0","0","0","0","17","0","0","0","0","1","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  35.0","1249/1204/1162","--/1295/--",NA,"0","0","8","1","0","0","0","0","0","0","16","0","0","3","1","4","0","215","0","0","0","1","3","0","7","0","2","4","0","0","0","0","13","0","0","66","0","0","0","159","0","0","0","0","0","24","0","0","0","1","8","6","2","0","8","0","0","0","0","1","0","0","0","0","0","0","0","0","78","11329","0","0","0","0","0","5","0","0","0","7","0","0","0","1","0","0","2","0","0","0","2","0","1","0","427","3","0","0","0","2","0","98","414","0","0","0","0","14","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  37.5","1368/1320/1281","--/1410/--",NA,"0","0","4","1","0","0","0","0","0","6","13","0","0","3","1","3","0","235","1","0","1","5","0","0","4","3","1","4","0","0","0","0","13","0","0","100","0","0","0","145","0","0","1","0","0","21","0","0","0","0","13","6","0","0","5","0","0","0","0","3","0","0","1","0","0","0","0","0","57","11329","0","0","0","0","0","12","0","0","0","4","0","0","0","2","0","0","3","0","0","0","2","0","3","1","411","8","0","0","0","4","0","118","193","0","0","0","0","18","1","0","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"  40.0","1364/1321/1286","--/1411/--",NA,"0","0","3","0","0","0","0","0","0","2","13","0","0","2","2","5","0","345","1","0","0","2","0","0","2","2","2","4","0","0","0","0","13","0","0","57","0","0","0","63","0","0","0","0","0","24","0","0","0","3","10","12","0","0","4","0","0","0","0","1","0","0","0","1","0","0","0","0","56","11329","0","1","0","0","0","9","0","0","0","2","1","0","0","0","0","0","0","0","1","0","1","0","2","3","194","3","0","0","0","2","0","95","120","0","0","0","0","9","3","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"  42.5","1361/1322/1287","--/1411/--",NA,"0","0","4","1","0","0","0","0","0","2","16","1","0","3","0","4","0","315","0","0","5","1","0","0","6","1","2","3","0","0","0","1","11","1","0","31","0","0","0","69","0","0","1","0","1","23","0","0","0","0","9","5","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","47","11329","0","1","0","0","0","6","0","0","0","2","0","0","0","1","0","0","2","3","0","0","5","0","4","1","333","4","0","0","0","2","0","94","34","0","0","0","0","21","2","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  45.0","1364/1323/1287","--/1412/--",NA,"0","0","13","0","0","0","0","0","0","1","16","0","0","2","3","3","0","371","1","0","0","0","0","0","2","0","2","6","0","0","0","0","13","0","0","39","0","0","0","63","0","1","0","0","0","20","0","0","0","0","6","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","57","11329","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0","276","3","0","0","0","0","0","98","92","0","0","5","0","15","4","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"  47.5","1369/1324/1286","--/1412/--",NA,"0","0","6","0","0","0","0","0","0","3","22","0","0","2","7","5","0","349","0","0","5","3","1","0","8","3","2","11","0","0","0","1","13","1","0","22","0","0","0","76","0","0","0","0","0","28","0","1","0","1","11","11","0","0","3","0","0","0","0","1","0","0","0","1","0","0","0","0","45","11329","0","0","0","0","0","9","0","0","0","1","0","0","0","0","0","0","6","2","0","0","4","0","4","2","365","8","0","0","0","1","0","121","52","0","0","1","0","14","2","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  50.0","1374/1325/1283","--/1413/--",NA,"0","0","5","2","0","0","0","0","0","5","15","0","0","4","2","6","0","308","1","0","0","3","1","0","5","1","2","10","0","0","0","1","10","0","0","30","0","0","0","78","0","0","0","0","0","17","0","0","1","1","16","11","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","64","11329","0","1","0","0","0","7","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","5","0","405","3","0","0","0","2","0","98","70","0","0","3","0","24","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
