"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Acer","Algae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cardueae undif.","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Cichorieae","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Erodium","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Fraxinus","Fungi","Galium t.","Gentiana t.","Geranium","Humulus","Hydrocharitaceae","Hypericum undif.","Ilex","Indeterminable","IsoÃ«tes","Juglans","Koenigia","Lamiaceae undif.","Lonicera","Malva undif.","Mimulus","Morus","Olea t.","Onagraceae","Ononis t.","Ostrya","Oxyria","Papaver t.","Pedicularis","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Polemoniaceae","Polygonum t.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sarcobatus","Saxifragaceae","Scrophulariaceae undif.","Searsia","Solanaceae undif.","Spergularia t.","Symphoricarpos","Thalictrum","Thymelaeaceae undif.","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Zea"
"5121.00",NA,NA,"  69.54","   0.00","   1.00","   1.00","   3.00","   0.00","   0.00","   1.00","  12.00","   1.00","   1.00","   0.00","   1.00","   0.00","   1.00","   0.00","   6.00","   2.00","   0.00","   0.00","  22.00","   0.00","   0.00","   0.00","   0.00","   5.00","  16.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  18.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00"," 128.00","   0.00","   1.00","   1.00"," 152.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","  24.00","   2.00","   0.00"
"5263.00",NA,NA,"  71.27","   2.00","   1.00","   1.00","   1.00","   0.00","   0.00","   1.00","  26.00","   5.00","   3.00","   0.00","   6.00","   0.00","   5.00","   0.00","  15.00","   0.00","   2.00","   0.00","  21.00","   0.00","   0.00","   0.00","   0.00","   4.00","  17.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  31.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 141.00","   0.00","   1.00","   1.00"," 134.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00"
"5404.00",NA,NA,"  72.96","   1.00","   2.00","   3.00","   1.00","   0.00","   0.00","   1.00","  23.00","   3.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   9.00","   1.00","   0.00","   0.00","  19.00","   0.00","   0.00","   0.00","   0.00","   0.00","  19.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  28.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 145.00","   1.00","   3.00","   0.00"," 162.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   4.00","   8.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   1.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  14.00","   1.00","   0.00"
"5588.00",NA,NA,"  75.24","   0.00","   1.00","   1.00","   3.00","   0.00","   0.00","   2.00","  36.00","   2.00","   1.00","   0.00","   9.00","   1.00","   1.00","   0.00","  10.00","   0.00","   2.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   3.00","  20.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 102.00","   0.00","   1.00","   3.00"," 140.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   5.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  22.00","   0.00","   0.00"
"5678.00",NA,NA,"  76.38","   0.00","   0.00","   1.00","   4.00","   0.00","   0.00","   2.00","  19.00","   3.00","   3.00","   0.00","   2.00","   0.00","   2.00","   0.00","   2.00","   1.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   2.00","  45.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  23.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 114.00","   3.00","   1.00","   0.00"," 172.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   3.00","   0.00","   2.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","  33.00","   0.00","   0.00"
"5855.00",NA,NA,"  78.66","   0.00","   2.00","   1.00","   1.00","   0.00","   0.00","   0.00","  20.00","   4.00","   6.00","   0.00","   4.00","   0.00","   0.00","   0.00","   7.00","   1.00","   1.00","   0.00","  19.00","   1.00","   0.00","   1.00","   0.00","   6.00","  29.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 145.00","   3.00","   4.00","   1.00"," 184.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   5.00","  10.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  10.00","   1.00","   0.00"
"5987.00",NA,NA,"  80.39","   2.00","   2.00","   0.00","   3.00","   0.00","   0.00","   0.00","  15.00","   2.00","   2.00","   1.00","   6.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","  14.00","   0.00","   0.00","   0.00","   0.00","   7.00","  37.00","   0.00","   1.00","   0.00","   1.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  23.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00"," 129.00","   0.00","   1.00","   0.00"," 180.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   1.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00"
"6111.00",NA,NA,"  82.08","   1.00","   9.00","   1.00","   2.00","   0.00","   0.00","   2.00","  12.00","   3.00","   5.00","   0.00","   1.00","   1.00","   1.00","   1.00","   3.00","   1.00","   0.00","   0.00","  25.00","   0.00","   0.00","   0.00","   0.00","   0.00","  38.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 146.00","   0.00","   2.00","   0.00"," 178.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   4.00","   0.00","   4.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   1.00","   0.00"
"6272.00",NA,NA,"  84.36","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   9.00","   0.00","   2.00","   0.00","   7.00","   1.00","   7.00","   0.00","   7.00","   0.00","   2.00","   0.00","  35.00","   0.00","   0.00","   0.00","   0.00","   0.00","  42.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  21.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  84.00","   0.00","   3.00","   0.00"," 226.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   4.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00"
"6371.00",NA,NA,"  86.09","   0.00","   1.00","   1.00","   1.00","   0.00","   1.00","   2.00","  15.00","   2.00","   3.00","   0.00","   0.00","   2.00","   2.00","   1.00","   4.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   4.00","  35.00","   0.00","   0.00","   0.00","   2.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  33.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 125.00","   0.00","   2.00","   2.00"," 188.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   3.00","   0.00","   0.00","   0.00","   0.00","   4.00","   2.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","  21.00","   0.00","   0.00"
"6438.00",NA,NA,"  87.23","   0.00","   2.00","   1.00","   2.00","   0.00","   0.00","   4.00","  16.00","   0.00","   2.00","   0.00","   2.00","   0.00","   1.00","   0.00","   7.00","   0.00","   0.00","   0.00","  29.00","   0.00","   0.00","   0.00","   0.00","   2.00","  39.00","   1.00","   0.00","   0.00","   1.00","   1.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  17.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 108.00","   0.00","   0.00","   0.00"," 200.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   4.00","   0.00","   2.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  26.00","   0.00","   0.00"
"6593.00",NA,NA,"  90.06","   0.00","   3.00","   1.00","   0.00","   2.00","   0.00","   1.00","  13.00","   5.00","   1.00","   0.00","   5.00","   0.00","   0.00","   0.00","   8.00","   0.00","   1.00","   0.00","  22.00","   0.00","   0.00","   0.00","   0.00","   2.00","  39.00","   0.00","   1.00","   1.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  27.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00"," 149.00","   0.00","   0.00","   0.00"," 202.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   9.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00"
"6681.00",NA,NA,"  91.79","   0.00","   0.00","   1.00","   5.00","   1.00","   0.00","   1.00","  20.00","   5.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   1.00","  43.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 137.00","   0.00","   0.00","   0.00"," 192.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   3.00","   0.00","   2.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00"
"6799.00",NA,NA,"  94.07","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   3.00","  17.00","   4.00","   3.00","   0.00","   6.00","   0.00","   0.00","   0.00","   7.00","   0.00","   2.00","   0.00","  20.00","   1.00","   0.00","   0.00","   0.00","   5.00","  48.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  19.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00"," 145.00","   0.00","   3.00","   0.00"," 222.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  24.00","   1.00","   0.00"
"6883.00",NA,NA,"  95.76","   0.00","   3.00","   1.00","   5.00","   0.00","   0.00","   1.00","  30.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  22.00","   0.00","   0.00","   0.00","   0.00","   2.00","  27.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   1.00","   0.00"," 110.00","   0.00","   1.00","   0.00"," 206.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   4.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  17.00","   0.00","   0.00"
"6944.0",NA,NA,"  96.9","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","  45.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   3.0","  29.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"," 133.0","   1.0","   2.0","   0.0"," 190.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   3.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0"
"7030.00",NA,NA,"  98.53","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   3.00","  12.00","   8.00","   0.00","   0.00","   2.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   3.00","  22.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  21.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00"," 144.00","   2.00","   3.00","   0.00"," 174.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   2.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  23.00","   0.00","   0.00"
"7118.00",NA,NA," 100.25","   0.00","   0.00","   5.00","   3.00","   0.00","   0.00","   3.00","  17.00","   4.00","   3.00","   0.00","   7.00","   0.00","   0.00","   1.00","   9.00","   3.00","   0.00","   0.00","  26.00","   0.00","   0.00","   0.00","   0.00","   1.00","  45.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  19.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00"," 117.00","   0.00","   4.00","   1.00"," 220.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   3.00","   0.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   1.00","   1.00","   0.00","  21.00","   0.00","   0.00"
"7279.00",NA,NA," 102.75","   0.00","   2.00","   2.00","   3.00","   0.00","   0.00","   1.00","  17.00","   1.00","   0.00","   0.00","  11.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  18.00","   1.00","   0.00","   0.00","   0.00","   3.00","  74.00","   0.00","   0.00","   0.00","   2.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  17.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00"," 105.00","   1.00","   3.00","   2.00"," 232.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   3.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  31.00","   0.00","   0.00"
