"Depth (cm)","Acacia t.","Acalypha","Acanthaceae undif.","Afzelia","Aizoaceae t.","Alchornea","Alnus","Amaranthaceae undif.","Anthoceros t.","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Arecaceae undif.","Artemisia","Asteroideae undif.","Balanites","Betula","Bignoniaceae undif.","Blepharis","Boraginaceae undif.","Borreria t.","Boscia","Bosqueia","Boswellia","Brassicaceae","Bryonia","Cadaba","Calligonum","Capparaceae undif.","Carpinus","Cassia","Cedrus","Celastraceae undif.","Celtis","Chrysobalanus t.","Cichorieae","Cistaceae","Cleome","Cocculus","Coffea-type","Cola","Combretaceae","Commiphora","Convolvulaceae","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dichrostachys","Diospyros/Euclea t.","Dobera-type","Dodonaea","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fagonia","Fagus","Fern","Filipendula t.","Fraxinus","Geraniaceae undif.","Grewioideae","Hedera","Heliotropium","Hippocrateaceae","Hymenocardia","Hyphaene t.","Hypoestes t.","Icacinaceae","Ilex","Indeterminable","Indigofera","Isoberlinia","Jasminum","Jatropha/Croton","Juglans","Justicia t.","Lamiaceae undif.","Lannea","Maerua","Mallotus","Malva undif.","Manilkara","Mark added","Mark founded","Martretia","Monoletes","Morella","Myriophyllum undif.","Myrtaceae undif.","Neurada","Nitraria","Nyctaginaceae","Ochnaceae","Olax","Olea t.","Ostrya","Petaloid monocot","Phillyrea","Phoenix t.","Phyllanthus undif.","Picea","Pinus undif.","Plantago","Platanus","Plumbaginaceae","Poaceae","Podocarpus","Pterocarya","Quercus undif.","Ranunculaceae undif.","Rhizophora","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Sapium","Sapotaceae/Meliaceae","Searsia","Securinega  t.","Solanum","Sterculia","Symplocaceae","Tamarix","Thymelaeaceae undif.","Tilia","Tribulus","Triletes","Tsuga","Typha","Uapaca","Ulmus t.","Urtica t.","Vernonieae","Volume [ml]","Ziziphus/Paliurus"
"  914.9","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   14.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0"," 1011.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   54.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","    1.0","    1.0","   11.0","    0.0"
"  916.9","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","   10.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0"," 1940.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   29.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","   14.0","    0.0"
"  918.9","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","  115.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","   15.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","   13.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    4.0","    0.0","    0.0","   31.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   16.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","10850.0"," 1720.0","    0.0","    1.0","    2.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    2.0","    2.0","    0.0","    0.0","   94.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   17.0","    0.0"
"  922.8","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   18.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    6.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    0.0","    0.0","   47.0","    0.0","    0.0","    0.0","    0.0","   22.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","27000.0"," 7514.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    7.0","    1.0","    0.0","    0.0","   80.0","    0.0","    0.0","    3.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   28.0","    0.0"
"  927.65","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   15.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","27000.00"," 9097.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","    0.00"
"  928.8","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    7.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    8.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   32.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0"," 1936.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","   27.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","   14.0","    0.0"
"  931","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","36168"," 1116","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0"
"  933.6","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0"," 1157.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   12.0","    0.0"
"  936.2","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0","  451.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   13.0","    0.0"
"  937.85","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","27000.00"," 5639.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   19.00","    0.00"
"  938.4","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0","  180.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   12.0","    0.0"
"  940.8","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0","  668.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   11.0","    0.0"
"  943.05","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","27000.00"," 8033.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   16.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   20.00","    0.00"
"  945.3","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","21358.0","  796.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","   10.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   14.0","    0.0"
"  952.85","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   53.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","27000.00"," 1363.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   31.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","    0.00"
"  971.2","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","36168.0","  617.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   13.5","    0.0"
"  975","    1","    0","    0","    0","    0","    0","    0","   27","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","21358","  949","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    3","    1","    0","    0","   22","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","   15","    0"
"  976","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    6","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","36168"," 4007","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   21","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   11","    0"
"  983.9","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","  146.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","   19.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","   13.0","    0.0","    0.0","    0.0","    0.0","    0.0","    8.0","    0.0","    0.0","    0.0","    0.0","    0.0","   79.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","   19.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","10850.0","  784.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    8.0","    2.0","    0.0","    0.0","  148.0","    2.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","   16.0","    0.0"
