"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Anagallis t.","Angiospermae undiff. (herbs)","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Calligonum","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Celtis","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elatine","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Indeterminable (concealed)","Indeterminable (crumpled)","Juglans","Lamiaceae undif.","Larix","Lemnaceae","Linum t.","Lonicera","Lotus t.","Malva undif.","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myriophyllum undif.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Ostrya","Oxyria","Papaver t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta undiff.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Prunus t.","Pterocarya","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Rutaceae undif.","Salix","Sambucus","Samolus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Spermatophyta undiff. (trees/shrubs)","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown undiff.","Urtica t.","Valeriana t.","Viburnum","Viola","Viscum","Vitis","cf. Frangula/Bruckenthalia","cf. Larix","cf. Trichomanes"
" 77490.0",NA,NA," 4903.00","59","10","0","15","8","0","0","5","8","20","0","3","27","0","5","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","1","0","9","0","4","4","0","0","0","0","0","1","0","60","0","0","1","7","12","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","3","0","40","0","6","0","0","215","0","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0"
" 77595.0",NA,NA," 4912.00","42","3","0","8","5","0","0","3","8","27","0","3","27","0","2","0","0","0","0","0","0","0","4","1","0","0","0","0","1","0","5","0","0","2","0","4","3","0","0","0","2","1","0","0","33","0","0","0","3","4","0","0","1","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","40","0","0","0","0","144","0","0","0","0","1","0","0","0","0","0","52","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","4","0","0","0","0","20","1","0","0","0","0","0","0","0","0","0","0"
" 77694.0",NA,NA," 4928.00","13","2","0","3","10","0","0","1","9","22","0","0","17","1","11","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","1","0","0","2","0","0","2","0","0","0","1","1","0","0","10","0","0","0","3","5","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","6","0","1","0","0","0","0","0","0","0","0","0"
" 77799.0",NA,NA," 4945.00","21","13","0","6","5","0","0","2","6","26","0","1","82","0","12","0","0","0","0","0","0","0","9","4","0","0","0","0","0","0","1","0","0","3","0","7","2","0","0","0","0","2","0","0","38","0","0","0","4","5","0","0","1","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","4","0","53","0","2","0","0","228","0","0","0","0","0","0","0","0","0","0","81","1","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","3","0","2","0","0","31","0","1","0","0","0","0","0","0","0","0","0"
" 77904.0",NA,NA," 4962.50","13","2","0","22","7","0","0","5","3","23","0","3","8","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","3","1","0","0","0","3","5","0","0","0","0","4","0","0","26","0","0","0","1","2","0","0","1","4","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","2","0","71","0","3","0","0","166","0","0","0","0","0","0","0","0","0","0","76","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0"
" 78201.0",NA,NA," 4993.50","10","6","0","26","6","0","0","5","12","18","0","1","2","1","3","0","1","0","0","0","0","0","8","1","0","0","0","0","1","0","5","0","0","3","0","3","2","0","0","0","2","1","0","0","26","0","0","0","0","4","0","0","3","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","53","0","0","0","0","148","0","0","0","1","0","0","1","0","0","0","94","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","1","9","0","3","0","0","0","0","0","0","0","0","0"
" 78306.0",NA,NA," 5006.80","5","5","0","14","12","0","0","9","13","28","0","2","7","0","11","0","0","0","0","0","0","1","4","1","0","0","0","0","3","1","3","0","0","2","0","1","12","1","0","0","5","1","0","0","22","0","0","0","0","8","0","0","2","3","0","1","5","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","78","0","9","0","0","273","0","0","0","0","1","0","0","0","0","0","47","0","0","1","1","0","3","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
" 78550.0",NA,NA," 5023.00","3","1","0","4","11","0","0","12","6","31","0","1","2","0","0","0","0","0","0","0","0","2","2","7","0","0","0","0","0","0","0","0","0","2","0","2","1","1","0","0","5","0","0","1","8","0","0","0","0","10","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","36","0","4","0","0","206","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
" 78816.0",NA,NA," 5038.00","1","0","0","2","19","0","0","8","1","47","0","1","2","0","5","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","3","0","1","0","8","0","0","0","2","5","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","36","0","3","0","0","213","0","1","0","0","0","0","0","0","0","0","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
" 79082.0",NA,NA," 5052.70","15","2","0","40","8","0","0","3","2","5","0","0","2","0","1","0","0","0","0","0","0","0","7","3","0","0","0","0","0","0","1","1","0","0","0","1","2","0","0","0","1","0","0","0","40","0","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","25","0","0","0","0","78","0","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","1","0","0","0","0","0","0","0","0","0","0"
" 79348.0",NA,NA," 5067.50","22","4","0","19","8","0","0","3","0","12","0","1","1","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","1","0","3","1","0","0","0","0","1","0","0","0","1","0","0","0","20","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","15","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
" 79462.0",NA,NA," 5082.50","6","0","0","15","7","0","0","4","2","33","0","2","0","0","8","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","2","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","10","0","1","0","0","122","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
" 79501.0",NA,NA," 5101.50","25","6","0","44","8","0","0","1","2","5","0","6","1","0","1","0","0","0","0","0","0","1","3","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","1","0","3","0","0","2","0","0","0","5","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","14","0","0","0","0","73","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","8","0","0","0","0","0","0","0","0","0","0","0"
" 79561.0",NA,NA," 5118.00","6","0","0","4","8","0","0","2","0","9","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","0","2","0","0","42","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 79632.0",NA,NA," 5135.50","9","5","0","36","5","1","0","2","4","4","0","1","1","0","0","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","1","0","0","15","0","0","0","4","1","0","0","2","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","16","0","0","0","0","29","0","0","0","0","2","0","1","0","0","0","55","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","17","2","0","0","0","0","0","0","0","0","0","0"
" 79739.0",NA,NA," 5153.50","16","2","0","19","3","0","0","1","2","2","0","2","2","0","3","0","1","0","0","0","0","0","1","4","0","0","0","0","1","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","3","5","0","0","0","0","0","1","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","4","0","2","0","0","57","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0"
" 79954.0",NA,NA," 5171.50","11","5","0","24","3","0","0","3","2","8","0","3","0","0","0","0","0","0","0","0","0","1","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","1","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","71","0","0","0","0","0","1","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
" 80209.0",NA,NA," 5195.00","33","35","0","107","6","0","0","2","21","21","0","1","0","0","5","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","1","0","0","1","0","4","2","0","0","0","0","0","0","0","58","0","0","0","17","5","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","24","0","3","0","0","83","0","0","0","0","3","1","0","0","0","0","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","32","3","0","0","0","0","0","0","0","0","0","0"
" 80316.0",NA,NA," 5203.50","30","36","0","141","10","0","0","0","7","14","0","1","1","0","0","0","0","0","0","0","0","0","24","2","0","0","0","0","0","0","2","0","0","7","0","2","1","0","0","0","2","0","0","0","57","0","0","1","14","5","0","0","5","0","0","3","5","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","1","0","26","0","1","0","0","75","0","0","0","1","2","0","0","0","0","0","166","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","7","40","3","0","0","0","0","0","0","0","0","0","0"
" 80626.0",NA,NA," 5219.50","15","20","0","149","6","0","0","0","10","12","0","1","2","0","3","0","0","0","0","0","0","1","28","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","1","0","0","53","0","0","1","74","1","0","0","3","0","0","2","4","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","18","0","1","0","0","83","0","0","0","0","5","0","0","0","0","0","202","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","28","2","0","0","0","0","0","0","0","0","0","0"
" 81007.0",NA,NA," 5237.00","15","39","0","208","2","0","0","2","6","15","0","1","4","0","1","0","0","0","0","0","0","0","18","4","0","0","0","0","0","0","1","0","0","5","0","0","1","0","0","0","2","1","0","1","41","0","0","0","11","1","0","0","7","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","3","0","0","0","0","0","0","1","0","41","0","1","0","0","57","0","0","0","0","2","0","0","0","0","0","163","1","0","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","4","26","0","0","0","0","0","0","1","0","0","0","0"
" 81175.0",NA,NA," 5245.00","23","17","0","150","2","0","0","0","12","10","0","0","1","0","3","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","4","0","4","0","1","0","0","0","1","0","0","45","0","0","0","3","2","0","0","7","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","33","1","1","0","0","84","0","0","0","0","0","0","0","0","0","0","118","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","19","0","0","0","0","0","0","1","0","0","0","0"
" 81559.0",NA,NA," 5268.00","29","18","0","48","18","0","0","1","6","12","0","1","24","0","6","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","2","0","0","1","0","1","1","0","0","0","1","1","0","0","26","0","0","0","4","6","0","0","3","0","0","1","10","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","67","0","3","0","0","201","0","0","0","0","1","0","1","0","0","0","156","1","0","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20","1","0","0","0","0","0","0","0","0","0","0"
" 82215.0",NA,NA," 5313.50","40","5","0","56","35","0","0","4","10","45","0","0","4","0","15","0","0","0","0","0","0","2","7","0","1","0","0","0","2","0","0","2","0","0","0","0","2","0","0","0","3","0","0","0","44","0","0","1","0","9","0","0","0","0","0","2","7","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","1","0","2","0","49","0","1","0","0","176","0","0","0","0","0","0","0","0","0","0","89","1","0","0","0","0","1","0","0","2","0","1","0","0","1","0","0","0","2","0","0","0","1","18","1","1","0","0","0","0","0","0","0","0","0"
" 82412.0",NA,NA," 5328.50","22","0","0","27","11","0","0","1","10","38","0","1","5","0","0","0","1","0","0","0","0","3","4","1","0","0","0","0","2","0","2","0","0","0","0","0","2","0","0","0","5","1","0","1","15","0","0","0","2","4","0","0","0","2","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","3","0","0","164","0","0","0","0","0","1","0","0","0","0","46","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","0","0"
" 82517.0",NA,NA," 5336.50","6","0","0","11","17","0","0","5","5","37","0","0","2","0","3","0","0","0","0","0","0","2","5","1","0","0","0","0","2","0","10","0","0","1","0","1","0","0","0","0","0","0","0","2","8","0","0","1","0","10","0","0","0","0","0","0","8","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","127","0","0","0","0","1","1","0","0","0","0","30","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
" 82565.0",NA,NA," 5352.00","57","5","0","72","11","0","0","5","7","25","0","0","1","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","1","1","3","1","0","3","0","2","4","0","0","0","0","0","0","0","81","0","0","0","0","6","0","1","2","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","7","0","0","0","0","0","0","1","0","56","0","1","0","0","116","0","0","0","0","0","0","0","0","0","0","112","3","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","10","0","0","0","0","0","0","0","3","0","0","0"
" 82584.0",NA,NA," 5377.00","32","4","0","38","6","0","0","3","1","12","0","3","3","0","6","0","3","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","1","0","75","0","0","0","0","3","0","0","0","0","0","0","5","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","20","0","0","0","0","94","0","0","0","1","0","0","0","0","0","0","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
" 82590.0",NA,NA," 5385.50","22","1","0","59","13","0","0","5","8","42","0","4","3","0","1","0","1","0","0","0","0","1","3","2","0","0","0","0","0","0","0","1","0","0","0","3","1","1","0","0","4","0","0","0","21","0","0","0","0","11","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","44","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0"
" 82601.0",NA,NA," 5402.50","17","1","0","27","10","0","0","8","7","18","1","2","0","0","2","0","0","0","0","0","0","1","1","3","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","1","10","0","0","0","0","0","0","8","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","25","0","2","0","0","127","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","2","5","1","0","0","0","0","0","1","0","0","0"
" 82613.0",NA,NA," 5418.50","9","0","0","20","8","2","0","1","4","13","0","1","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","105","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
" 82618.0",NA,NA," 5427.00","70","1","0","32","6","0","0","0","2","10","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","3","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","19","0","2","0","0","92","0","0","0","0","1","0","0","0","0","0","33","3","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","1","4","0","2","0","0","0","0","0","1","0","0","0"
" 82733.0",NA,NA," 5444.00","68","10","0","75","9","0","0","1","5","19","0","1","1","1","2","0","5","0","0","0","0","0","6","1","0","0","0","0","1","0","2","0","0","0","0","8","5","0","0","0","0","0","0","0","59","0","0","0","7","5","0","0","1","0","0","3","10","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","30","0","2","0","0","82","0","0","0","0","4","0","0","0","0","0","160","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","0","1","0","0","0","0","0","0"
