"Depth","Age (ky BP)","Abies","Acacia t.","Acanthaceae undif.","Acer","Acritarcha","Aellenia type","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Aristolochiaceae","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Campanulaceae","Caprifoliaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Combretaceae","Conncentricystes rubinus","Corylus","Crassulaceae","Cryptomeria","Cupressaceae","Cycas","Cyperaceae","Dacrydium","Dipsacaceae","Echinops","Elatinaceae","Encephalartos","Ephedra","Equisetaceae","Erica t.","Euphorbiaceae undif.","Fabaceae Undif.","Faidherbia albida","Fern","Fern-Lycopodiaceae","Fraxinus","Fungi","Gentianaceae undif.","Geraniaceae undif.","Hypolepidaceae","Hystrichosphaeridium","Hystrichosphaeridium israelianum","Icacinaceae","Lamiaceae undif.","Lemnaceae","Loranthus","Malva undif.","Musci","Myriophyllum undif.","Myrtus","Nymphaea","Olea t.","Onagraceae","Operculodinium","Ostrya","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Podocarpus","Polygonum t.","Polysphaeridium zohary","Populus","Potamogeton","Primulaceae undif.","Protist","Pterospermopsis van campo","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Salix","Salvadora","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Searsia","Selaginellaceae","Sium (apium) type","Solanaceae undif.","Sparganium","Tamarix","Thymelaeaceae undif.","Tilia","Tsuga","Typha","Ulmus t.","Valerianaceae undif.","Vitis","Ziziphus/Paliurus","Zygophyllaceae undif.","sequoiadendron"
"1045.00","  50.42","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  46.00","   6.00","   0.00","  66.00","   1.00","   6.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   4.00","   0.00","   0.00","   0.00","   1.00","   1.00","   1.00","   4.00","   0.00","   1.00","   3.00","   1.00","   0.00","  70.00","   0.00","   0.00","   1.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   2.00","   0.00","  16.00","   3.00","   0.00","  27.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   2.00","   0.00","   0.00","   1.00","  65.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  30.00","   0.00","   0.00","   3.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   1.00","   3.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1070.00","  51.39","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  40.00","   2.00","   0.00","  40.00","   0.00","   6.00","   1.00","   0.00","   1.00","   0.00","   0.00","   1.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   2.00","   0.00","   1.00","   0.00","   1.00","  50.00","   1.00","   1.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00","   0.00","   2.00","   0.00","  17.00","   8.00","   2.00","  54.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   2.00","   0.00","   0.00","  46.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   1.00","  60.00","   0.00","   0.00","   0.00","   1.00","   5.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   5.00","   6.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1091.00","  51.77","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  48.00","   4.00","   0.00","  50.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   2.00","   0.00","   2.00","   4.00","   0.00","   2.00","   0.00","   0.00","   0.00","  34.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","   4.00","   0.00","   8.00","   0.00","   0.00","  16.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   6.00","   0.00","   4.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   1.00","  61.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1105.00","  51.98","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","  42.00","   1.00","   0.00","  59.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  16.00","   1.00","   1.00","   0.00","   1.00","   0.00","  51.00","   0.00","   2.00","   0.00","   0.00","   0.00","   9.00","   0.00","   1.00","   0.00","   0.00","   0.00","  23.00","   1.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   1.00","   8.00","   1.00","   0.00","   0.00","   0.00","  77.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  67.00","   0.00","   0.00","   2.00","   2.00","   1.00","   1.00","   0.00","   0.00","   3.00","   0.00","   0.00","   1.00","   1.00","  13.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1121.00","  52.26","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  54.00","   1.00","   0.00","  75.00","   0.00","   7.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   3.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   4.00","   0.00","   0.00","   1.00","   0.00","   0.00","  61.00","   0.00","   0.00","   1.00","   0.00","   0.00","  11.00","   0.00","   0.00","   0.00","   0.00","   0.00","  14.00","   4.00","   0.00","  36.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   0.00","   0.00","  38.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  41.00","   0.00","   1.00","   3.00","   1.00","   1.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   2.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1145.00","  52.74","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  45.00","   8.00","   0.00","  75.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   6.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   6.00","   0.00","   0.00","   2.00","   0.00","   0.00","  66.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   1.00","   0.00","   2.00","   0.00","  10.00","   0.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   5.00","   2.00","   0.00","   0.00","  37.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  22.00","   1.00","   0.00","   2.00","   3.00","   1.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   2.00","   4.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1165.00","  53.22","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  36.00","   0.00","   0.00","  51.00","   0.00","   4.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   3.00","   0.00","   2.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","  12.00","   0.00","   2.00","   3.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   0.00","  17.00","   0.00","   0.00","   0.00","   3.00","   0.00","  12.00","   7.00","   0.00","  37.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   0.00","   0.00","   0.00","  23.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","  44.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   1.00","   0.00","   0.00","   3.00","   7.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1175.00","  53.54","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  44.00","   1.00","   0.00","  61.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   9.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  11.00","   0.00","   1.00","   1.00","   0.00","   0.00","  74.00","   0.00","   0.00","   0.00","   0.00","   0.00","  22.00","   0.00","   0.00","   0.00","   2.00","   0.00","  20.00","   9.00","   0.00","  59.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  71.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  54.00","   0.00","   0.00","   2.00","   1.00","   1.00","   2.00","   0.00","   0.00","   9.00","   0.00","   0.00","   0.00","   0.00","   6.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1183","  54","   2","   0","   0","   0","   0","   0","   0","   2","  26","   0","   0","  77","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","  19","   0","   0","   0","   0","   0","  17","   0","   0","   0","   1","   0","   6","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  21","   0","   1","   0","   2","   0","   0","   0","   0","   1","   0","   0","  54","   0","   1","   3","   0","   1","   1","   0","   2","   0","   0","   0","   0","   4","  10","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1193.0","  54.1","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  42.0","   0.0","   0.0","  42.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   2.0","   0.0","  22.0","   8.0","   0.0","  26.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   2.0","   0.0","   0.0","  26.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  68.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1203.00","  54.33","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  34.00","   0.00","   0.00","  21.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","   1.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   0.00","  20.00","   0.00","   0.00","   0.00","   1.00","   0.00","  14.00","   0.00","   0.00","  12.00","   0.00","   0.00","   0.00","   0.00","   1.00","   7.00","   0.00","   2.00","   0.00","   0.00","  35.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  71.00","   0.00","   0.00","   1.00","   2.00","   2.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","  19.00","  19.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1213.00","  54.62","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  35.00","   0.00","   0.00","  21.00","   0.00","   3.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","  14.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  17.00","   0.00","   0.00","   0.00","   1.00","   2.00","  39.00","   0.00","   0.00","   0.00","   0.00","   0.00","  24.00","   0.00","   0.00","   0.00","   1.00","   0.00","   6.00","   5.00","   0.00","  11.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","  34.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  69.00","   0.00","   1.00","   5.00","   1.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   2.00","  12.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1223.0","  54.9","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  29.0","   2.0","   0.0","  12.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   8.0","   0.0","   2.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","  27.0","   0.0","   0.0","   0.0","   4.0","   0.0","   6.0","   1.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  76.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   9.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0"
"1243.0","  55.4","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  44.0","   2.0","   0.0","  31.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   2.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   2.0","   0.0","   5.0","   0.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  74.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   9.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1263.00","  56.04","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  25.00","   1.00","   0.00","  69.00","   0.00","   2.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","  54.00","   0.00","   1.00","   1.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   4.00","   0.00","   5.00","   2.00","   0.00","  28.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   1.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","  37.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","  22.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1278.0","  56.7","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  76.0","   2.0","   0.0","  46.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","  90.0","   0.0","   0.0","   0.0","   0.0","   0.0","  28.0","   0.0","   0.0","   0.0","   3.0","   0.0","  26.0","  15.0","   0.0","  20.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  74.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   5.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1304.0","  58.2","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  54.0","   1.0","   0.0","  54.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   2.0","   0.0","   0.0","  68.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   2.0","   0.0","  12.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","  29.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","  41.0","   1.0","   0.0","   6.0","   4.0","   2.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   7.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1325.00","  59.35","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 134.00","   0.00","   0.00","  29.00","   0.00","   3.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   1.00","   0.00","   0.00","   1.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","  39.00","   0.00","   0.00","   0.00","   0.00","   0.00","  11.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   7.00","   0.00","  19.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   5.00","   0.00","   0.00","  12.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   0.00","   5.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   9.00","   0.00","   0.00","   0.00","   1.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00"
"1345.0","  60.6","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 105.0","   0.0","   0.0","  43.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   5.0","   0.0","   0.0","  73.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","  26.0","   1.0","   0.0","  28.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","  29.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  23.0","   1.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1361.0","  61.4","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  59.0","   0.0","   0.0","  60.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   6.0","   0.0","  18.0","   0.0","   0.0","  32.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  34.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   6.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1391.00","  63.07","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  52.00","   2.00","   0.00","  34.00","   0.00","   6.00","   4.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   2.00","   0.00","   0.00","  14.00","   2.00","   0.00","   0.00","   0.00","   0.00"," 130.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   4.00","   0.00","  20.00","   0.00","   0.00","  36.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","  34.00","   0.00","   2.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  56.00","   0.00","   0.00","   2.00","   2.00","   4.00","   0.00","   0.00","   0.00","  14.00","   0.00","   0.00","   0.00","   4.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1411.00","  64.75","   3.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","  71.00","   1.00","   0.00","  40.00","   1.00","   1.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   5.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","  11.00","   0.00","   0.00","   0.00","   1.00","   0.00","  94.00","   0.00","   0.00","   0.00","   0.00","   0.00","   9.00","   0.00","   0.00","   0.00","   3.00","   0.00","  43.00","   1.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","  16.00","   0.00","   1.00","   5.00","   2.00","   1.00","   1.00","   0.00","   0.00","  15.00","   0.00","   0.00","   1.00","   1.00","  17.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
