"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Aesculus","Agrimonia","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Aruncus","Asphodelus t.","Asteroideae undif.","Atraphaxis","Berberidaceae","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Centranthus t.","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagopyrum","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fontanesia","Frangula","Fraxinus","Galium t.","Genisteae","Gentiana t.","Geranium","Gossypium","Haplophyllum","Heliotropium","HippophaÃ«","Hypericum undif.","IsoÃ«tes","Juglans","Lamiaceae undif.","Leontice","Linum t.","Lonicera","Loranthus","Lotus t.","Lycium","Lythrum","Malva","Matthiola","Menyanthes","Mercurialis","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Prosopis t.","Prunus t.","Pterocarya","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Reaumuria","Rhamnus","Rheum","Rhododendron","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Searsia","Secale","Solanaceae undif.","Solanum","Sparganium","Spergularia t.","Syringa","Tamarix","Taxus","Thalictrum","Theligonum","Thesium","Thymelaeaceae undif.","Tilia","Tribulus","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valeriana t.","Valerianella","Viola","Vitis"
"4406","4762","4026"," 280","   0","   0","   0","   0","   0","   0","   5","  41","   0","  14","  10","  47","   0","   0","  12","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   8","   0","   2","   0","   3","   0","   7","   0","   6","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   6","   0","   0","   0","   0","   1","   8","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0"," 138","   4","   1","   0","   0","   9","  43","   5","   0","   0","   0","   0","   0","   0","   0","   0"," 486","   0","   0","   0","   2","   1","   0","   0","   1","   0","   0","   6","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   3","   2","   0","   0","   0","   0","   0"
"4510","4873","4129"," 290","   0","   2","   0","   0","   0","   0","   6","  30","   0","  39","  11"," 116","   0","   0","  11","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   1","   5","  12","   0","   2","   0","  15","   0","  10","   0","   0","   0","   3","   0","   0","   9","   0","   1","   1","   0","   1","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 144","   4","   4","   0","   1","  36","  97","   9","   0","   0","   0","   0","   0","   1","   0","   0"," 638","   1","   0","   0","   2","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   2"
"4614","4984","4234"," 300","   0","   1","   0","   0","   0","   0","  12","  45","   0","  22","  18","  92","   0","   0","  13","   0","   0","   5","   0","   0","   3","   0","   0","   0","   0","   3","   2","   9","   0","   2","   0","  12","   0","   7","   1","   0","   0","   0","   0","   0","   3","   0","   2","   0","   0","   5","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 156","  15","   4","   0","   0","  53","  84","   4","   0","   0","   1","   0","   0","   0","   0","   0"," 609","   2","   0","   0","   6","   0","   0","   0","   1","   0","   0","   7","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   1","   2","   2","   0","   0","   1","   0","   0"
"4717","5095","4339"," 310","   0","   1","   0","   0","   0","   0","   6","  54","   0","  28","  10","  78","   0","   0","   7","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   2","   2","   6","   0","   3","   0","   7","   0","   6","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   1","   0","   3","   0","   0","   0","   8","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 196","   5","   4","   0","   1","  38"," 108","   5","   0","   0","   0","   0","   0","   0","   0","   0"," 592","   1","   0","   0","   6","   0","   0","   0","   1","   1","   0","  10","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0"
"4820","5205","4445"," 320","   1","   0","   0","   0","   0","   0","   5","  37","   0","  31","  15"," 114","   0","   0","  13","   0","   0","  13","   2","   0","   1","   0","   0","   0","   0","   1","   0","   4","   0","   2","   0","  12","   0","   8","   0","   0","   0","   3","   0","   1","   4","   1","   0","   0","   0","   1","   1","   1","   0","   0","   0","   8","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1"," 120","   9","   3","   0","   0","  41","  66","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 573","   1","   0","   0","  11","   0","   1","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   1","   0","   2","   2","   0","   0","   0","   0","   1"
"4924","5316","4552"," 330","   0","   2","   0","   0","   1","   0","   6","  46","   0","  46","   8"," 144","   0","   0","  10","   0","   0","  10","   1","   0","   1","   0","   0","   2","   0","   1","   1","   9","   0","   2","   0","  14","   0","  12","   0","   0","   0","   0","   0","   2","  17","   0","   2","   0","   0","   1","   0","   1","   0","   0","   1","   1","   0","   1","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","  94","   7","   2","   0","   0","  36","  61","   4","   0","   0","   0","   0","   0","   0","   0","   0"," 723","   3","   0","   0","   2","   0","   0","   0","   1","   1","   0","  10","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1"
"5029","5427","4661"," 340","   0","   1","   0","   0","   0","   0","   4","  39","   0","  65","  17"," 122","   0","   0","  17","   0","   0","  10","   1","   0","   1","   0","   0","   0","   0","   4","   2","  13","   0","   3","   0","  15","   0","  17","   0","   0","   0","   1","   0","   0","  13","   0","   2","   0","   0","   1","   0","   1","   0","   0","   0","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0"," 136","   6","   1","   0","   1","  13","  56","   5","   0","   0","   0","   0","   0","   0","   0","   0"," 820","   7","   0","   0","  10","   0","   0","   0","   2","   0","   0","   7","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   1","   1","   1"
"5136","5537","4771"," 350","   1","   5","   0","   0","   0","   0","   0","  63","   0","  15","  13","  96","   0","   0","  10","   0","   0","  13","   5","   0","   0","   0","   0","   0","   1","   4","   0","   6","   0","   4","   0","  16","   0","   3","   0","   0","   0","   2","   0","   1","  12","   2","   1","   0","   0","   1","   0","   2","   0","   0","   0","   5","   0","   0","   0","   0","   2","   3","   0","   0","   0","   0","   0","   0","   2","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  49","  14","   3","   0","   0","  78","  43","   4","   0","   0","   0","   0","   0","   0","   0","   0"," 713","   2","   0","   0","   6","   0","   0","   0","  13","   0","   0","   7","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   4","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0"
"5245","5647","4886"," 360","   0","   0","   0","   0","   0","   0","   4","  52","   0","  29","  11"," 100","   0","   0","  21","   0","   0","  19","   1","   0","   0","   0","   0","   0","   0","   3","   5","   7","   0","   4","   0","   9","   0","   7","   0","   0","   0","   3","   0","   0","   8","   0","   3","   0","   0","   9","   1","   0","   0","   0","   1","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   0"," 148","   8","   1","   0","   2","  21","  43","   5","   0","   0","   0","   0","   0","   0","   0","   0"," 622","   2","   0","   0","   8","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   1","   2","   5","   0","   0","   0","   2","   1","   0"
"5356","5758","5004"," 370","   0","   0","   0","   0","   0","   0","   2","  58","   0","  22","  11","  63","   0","   0","  11","   0","   1","  10","   1","   0","   0","   0","   0","   0","   0","   2","   0","   6","   0","   2","   0","  10","   0","   8","   0","   0","   0","   1","   0","   0","   4","   0","   3","   1","   0","   3","   0","   0","   0","   0","   2","   6","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1"," 129","  10","   4","   0","   0","  25","  30","   4","   0","   0","   0","   0","   0","   0","   0","   1"," 658","   1","   0","   0","   6","   0","   0","   0","   1","   0","   0","   5","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   1","   0","   0"
"5471","5874","5129"," 380","   1","   0","   0","   0","   0","   0","   9","  50","   0","  29","  11","  60","   0","   0","  14","   0","   0","  23","   2","   0","   1","   0","   0","   1","   0","   1","   3","   5","   0","   4","   0","  14","   0","  15","   0","   0","   0","   0","   0","   1","  12","   0","   1","   0","   0","   8","   0","   0","   0","   0","   0","   7","   0","   1","   0","   0","   3","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1"," 161","  21","   3","   0","   1","  26","  52","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 857","   1","   0","   0","  11","   0","   1","   0","   0","   1","   0","  13","   0","   0","   0","   0","   1","   0","   5","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   4","   6","   0","   0","   0","   0","   1"
"5589","5992","5256"," 390","   1","   2","   0","   0","   0","   0","   6","  51","   0","  25","   4","  60","   0","   0","  14","   0","   0","  20","   0","   0","   1","   0","   0","   2","   0","   3","   0","   7","   0","   0","   0","  11","   0","  18","   0","   0","   0","   5","   0","   0","  17","   0","   1","   0","   0","   3","   0","   0","   0","   0","   1","   4","   0","   1","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  54","   9","   5","   0","   1","  35","  54","   5","   0","   0","   1","   0","   0","   0","   0","   1"," 474","   1","   0","   0","   5","   0","   1","   0","   0","   0","   0","  11","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   4","   0","   0","   0","   0","   0","   0"
"5710","6112","5387"," 400","   0","   1","   0","   0","   0","   0","   3","  19","   0","  19","   5","  30","   0","   0","   8","   0","   0","   7","   3","   0","   0","   0","   0","   0","   0","   9","   6","   9","   0","   3","   0","  17","   0","  11","   0","   0","   0","   1","   0","   0","   7","   0","   2","   0","   0","   1","   0","   1","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 144","  12","   0","   0","   0","  25","  46","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 679","   1","   0","   0","   6","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
"5837","6233","5520"," 410","   1","   5","   0","   0","   0","   0","   3","  68","   0","  37","  21"," 129","   0","   0","  21","   0","   0","  24","   9","   0","   1","   0","   0","   0","   0","   6","   0","  12","   0","   2","   0","  15","   0","   9","   0","   0","   0","   2","   0","   0","  12","   0","   0","   1","   0","   8","   0","   2","   0","   0","   0","  12","   0","   0","   1","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   3","   0","   1","  90","  14","   3","   0","   0","  23","  57","   7","   0","   0","   2","   0","   0","   0","   0","   0"," 683","   1","   0","   0","   6","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   0","   0","   0","   1"
"5968","6359","5658"," 420","   0","   5","   0","   0","   0","   0","   2","  65","   0","  32","  19","  87","   0","   0","  17","   0","   0","  24","   5","   0","   0","   0","   0","   0","   0","   4","   1","   8","   0","   2","   0","  16","   0","  22","   0","   0","   0","   3","   0","   0","   5","   0","   3","   0","   0","   4","   1","   0","   0","   0","   1","   6","   0","   0","   0","   0","   0","   3","   0","   0","   1","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   2","  93","  27","   5","   0","   1","  44","  68","   3","   0","   0","   1","   0","   0","   0","   0","   0"," 640","   0","   0","   0","  11","   0","   0","   0","   1","   2","   0","  10","   0","   0","   0","   0","   0","   0","   2","   0","   0","   1","   0","   6","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0"
"6104","6489","5795"," 430","   1","   1","   0","   0","   0","   0","   3","  15","   0","  12","   9","  11","   0","   0","  17","   0","   0","  11","   3","   0","   2","   0","   0","   0","   0","   5","   1","  11","   0","   6","   0","  10","   0","  15","   0","   0","   0","   2","   0","   0","   2","   0","   6","   0","   0","   8","   0","   3","   0","   0","   2","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   1"," 152","   2","   0","   0","   1","  21","  47","   2","   0","   0","   0","   0","   0","   1","   0","   0"," 441","   2","   0","   0","   5","   0","   0","   0","   0","   1","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0"
"6247","6620","5935"," 440","   1","   3","   0","   0","   1","   1","   4"," 146","   0","  62","  35"," 160","   0","   0","  33","   0","   0","  45","   3","   0","   5","   0","   0","   2","   0","   5","   0","  10","   0","   1","   0","  11","   0","  24","   3","   0","   1","   0","   0","   1","  24","   0","   0","   0","   0","  11","   0","   0","   1","   0","   0","   9","   0","   4","   0","   0","   1","   8","   0","   0","   0","   0","   6","   0","   0","   2","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   1","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","  19","  31","   3","   0","   1"," 239","  42","   2","   0","   1","   0","   0","   1","   0","   0","   5"," 487","   8","   0","   0","   1","   0","   0","   1","  10","   0","   0","   9","   0","   2","   0","   0","   0","   0","   3","   0","   0","   2","   0","   7","   0","   0","   0","   0","   0","   0","   0","   2","   6","   0","   0","   0","   0","   1"
"6395","6755","6079"," 450","   1","   4","   0","   0","   0","   0","   4","  56","   0","  32","  15","  32","   0","   0","   9","   0","   0","  15","   6","   0","   1","   0","   0","   0","   0","   3","   1","  18","   0","   3","   1","  29","   0","  15","   0","   0","   0","   1","   0","   0","  11","   0","   5","   0","   0","  14","   0","   4","   0","   0","   0","  18","   0","   1","   0","   0","   0","   1","   0","   0","   1","   0","   3","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3"," 154","   7","   0","   0","   0","  30","  66","   0","   0","   0","   1","   0","   0","   0","   0","   0"," 583","   2","   0","   0","  12","   0","   0","   0","   0","   0","   0","  23","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   2","   0","   0","   0"
"6548","6894","6230"," 460","   2","   2","   0","   0","   0","   0","   0"," 128","   0","  63","  25","  74","   0","   0","  22","   0","   0","  35","  12","   1","   4","   0","   0","   0","   0","   3","   0","  12","   0","   1","   0","  12","   0","  12","   0","   0","   0","   5","   0","   0","   8","   0","   1","   0","   0","  19","   0","   1","   0","   0","   1","   4","   1","   2","   0","   0","   0","   2","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   1","  45","  21","   1","   0","   1","  57","  69","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 687","   2","   0","   0","   9","   0","   0","   0","   0","   0","   1","  15","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   3","   2","   0","   0","   0","   0","   0"
"6704","7038","6386"," 470","   1","   2","   0","   0","   0","   0","   4"," 116","   1","  42","  33"," 133","   0","   0","  25","   0","   0","  42","  18","   1","   1","   0","   0","   1","   2","   1","   0","  15","   0","   1","   0","  12","   0","  14","   0","   0","   0","   0","   0","   0","   4","   1","   0","   0","   0","  11","   0","   0","   0","   0","   0","   5","   0","   4","   0","   0","   0","  10","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","  26","  14","   3","   0","   0","  71","  57","   5","   0","   0","   1","   0","   0","   0","   0","   0"," 437","   2","   0","   1","   6","   0","   0","   0","   3","   0","   0","  16","   0","   0","   0","   0","   1","   0","   4","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   1","   0","   0"
"6863","7189","6549"," 480","   0","   3","   0","   0","   1","   0","   0","  12","   0","  12","   5","   8","   0","   0","   9","   0","   0","  11","   4","   0","   1","   0","   0","   0","   0","   5","   2","   8","   0","   2","   0","  17","   0","  11","   0","   0","   0","   0","   0","   0","   9","   0","   1","   1","   0","   5","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","  23","   6","   1","   0","   3","  23","  35","   3","   0","   0","   0","   0","   0","   0","   0","   0"," 149","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"7024","7342","6716"," 490","   2","   2","   0","   0","   0","   0","   4"," 126","   0","  65","  39"," 105","   0","   0","  30","   0","   0","  42","  10","   0","   2","   0","   0","   0","   0","  10","   1","  24","   0","   7","   0","  54","   0","  35","   0","   0","   0","   2","   0","   0","  15","   2","   7","   1","   0","  26","   0","   1","   0","   0","   1","   9","   0","   1","   0","   0","   0","   2","   0","   1","   1","   0","   1","   0","   0","   0","   0","   0","   3","   0","   1","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","  61","  38","   2","   0","   0","  81","  77","   9","   0","   0","   0","   0","   0","   3","   0","   1"," 420","   4","   0","   0","   9","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   3","   6","   1","   0","   0","   0","   0"
"7186","7492","6879"," 500","   1","   2","   0","   0","   0","   0","   5"," 180","   0","  82","  83"," 233","   0","   0","  36","   1","   0","  86","   9","   0","   4","   0","   0","   0","   0","   7","   4","  23","   1","   0","   0","  29","   0","  30","   0","   1","   0","   7","   0","   0","  14","   4","   2","   0","   1","  23","   0","   1","   0","   0","   0","   9","   0","   7","   0","   0","   0","  12","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   2","   0","   0","  51","  45","   3","   0","   0"," 150","  65","   9","   0","   0","   1","   0","   0","   4","   0","   0"," 374","   7","   0","   0","  29","   0","   1","   0","   4","   0","   0","  19","   0","   0","   0","   0","   1","   0","   5","   0","   0","   1","   0","   8","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   5"
"7347","7642","7037"," 510","   0","   2","   0","   0","   0","   0","   6"," 110","   0","  71","  42","  78","   0","   0","  33","   0","   0","  31","  17","   0","   5","   0","   0","   1","   0","   7","   4","  23","   0","   1","   0","  28","   0","  53","   0","   0","   0","   1","   0","   0","  29","   0","   2","   3","   0","  31","   0","   1","   0","   1","   2","  13","   0","   1","   0","   0","   0","   2","   2","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","  47","  59","   2","   0","   1"," 125","  62","  14","   0","   0","   0","   0","   0","   0","   0","   0"," 311","   4","   0","   0","  31","   0","   0","   0","   1","   1","   0","  12","   0","   2","   0","   0","   0","   0","   3","   0","   0","   0","   0","  10","   1","   0","   0","   0","   0","   0","   0","   2","   3","   0","   0","   0","   0","   1"
"7507","7794","7195"," 520","   1","   1","   0","   0","   0","   0","   3"," 167","   0","  59","  41"," 125","   0","   0","  44","   0","   0","  35","  12","   0","   2","   0","   0","   0","   0","   0","   4","  15","   0","   3","   0","  27","   0","  28","   0","   0","   0","   3","   0","   0","  13","   1","   0","   1","   2","  24","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","  48","   6","   0","   2","  98","  57","  18","   0","   0","   2","   0","   0","   0","   0","   0"," 239","   2","   0","   0","  26","   0","   0","   0","   0","   1","   1","  18","   0","   0","   0","   0","   3","   0","   2","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   0","   0","   0","   2"
"7666","7945","7353"," 530","   0","   4","   0","   0","   0","   0","   3"," 117","   0","  58","  32"," 113","   0","   0","  33","   0","   0","  39","   7","   0","   6","   0","   0","   7","   0","   2","   1","  15","   0","   1","   0","  20","   0","  24","   0","   1","   0","   4","   0","   0","  24","   1","   1","   0","   0","  10","   0","   0","   2","   0","   0","   5","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   8","  33","   4","   0","   0"," 215","  34","   6","   0","   1","   0","   0","   0","   0","   0","   1"," 215","   7","   0","   0","  25","   0","   0","   0","   9","   1","   0","  10","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   1","   6","   0","   0","   1","   0","   1"
"7821","8096","7511"," 540","   3","   2","   0","   2","   2","   0","   2"," 119","   0","  58","  45"," 133","   0","   0","  32","   0","   0","  68","   6","   1","   9","   0","   0","   2","   0","   0","   1","  13","   0","   2","   0","  16","   0","  45","   0","   0","   0","   0","   0","   1","  22","   1","   2","   0","   2","  27","   0","   0","   0","   0","   0","   7","   0","   1","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   2","   0","   5","   0","   1","  20","  43","   2","   0","   0"," 276","  57","   9","   0","   2","   1","   0","   0","   3","   0","   1"," 211","   5","   0","   0","  19","   0","   0","   0","   4","   1","   1","   5","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   2","   0","   1","   4","   0","   0","   0","   0","   0"
"7974","8246","7665"," 550","   0","   1","   0","   0","   1","   0","   1"," 130","   0","  72","  38"," 118","   0","   0","  38","   0","   0","  55","   5","   1","   3","   0","   0","   3","   0","   7","   1","  10","   0","   1","   0","  31","   0","  22","   0","   0","   0","   0","   0","   0","  15","   2","   1","   0","   0","  14","   0","   1","   0","   0","   0","   3","   0","   1","   0","   0","   1","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   3","   0","   0","  11","  36","   4","   0","   0"," 276","  47","   5","   0","   5","   4","   0","   0","   2","   0","   0"," 128","   4","   0","   0","  30","   0","   0","   0","   1","   5","   0","   2","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","  14","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   2"
