"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Aesculus","Algae","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Brassicaceae/Olea","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Carya","Caryophyllaceae undif.","Castanea","Cedrus","Celtis/Morus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Coryloideae","Crataegus/Sorbus","Cupressaceae","Cyperaceae","Dipsacaceae","Elaeagnus","Ephedra","Euphorbia t.","Fagus","Fern","Filipendula t.","Fraxinus","Gentiana t.","Hedera","HippophaÃ« rhamnoides","Indeterminable","Juglans","Lamiaceae undif.","Linum t.","Liquidambar","Lythrum","Moraceae undif.","Myriophyllum spicatum/verticillatum t.","Olea t.","Ononis t.","Ostrya","Persicaria t.","Pinus undif.","Plantago","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Potentilla t.","Quercus evergreen","Quercus subgen. Cerris","Quercus undif.","Ranunculaceae undif.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Secale","Solanum","Tilia","Trifolium t.","Typha","Ulmus t.","Valerianella","Vitis","charcoal"
"1248",NA,NA," 301","   0","   0","   0","   2","  15","   5","   0","  21","   3","   1","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   5","   1","   0","   2","   0","   0","   0","   3","   0","   1","   1","  79","   1"," 163","   0","   1","   0","   6","  68","   0","   1","   0","   1","   1","   3","   0","   4","   0","   0","   0","   0","   0","   4","   2","   0","   0","   0"
"708.0",NA,NA,"192.5","  1.0","  0.0","  0.0","  1.0"," 23.0","  1.0","  1.0","130.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  3.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  3.0","  0.0","102.0","  1.0","111.0","  0.0","  0.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  4.0","  2.0","  0.0","  1.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"1228.0000",NA,NA," 297.5000","   0.0000","   0.0000","   1.0000","   0.0000","  11.0000","   1.0000","   1.0000","  20.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   5.0000","   1.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   2.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   4.0000","   0.0000","   0.0000","   0.0000","   2.0000","   0.0000","   0.0000","   0.0000","   5.0000","   0.0000","   5.0000","   0.0000","  76.0000","   2.0000"," 176.0000","   0.0000","   0.0000","   0.0000","   1.0000","  92.0000","   0.0000","   0.0000","   0.0000","   2.0000","   0.0000","   1.0000","   0.0000","   5.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000"," 317.6471"
"728.0",NA,NA,"196.3","  0.0","  0.0","  0.0","  1.0","  9.0","  6.0","  0.0","128.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  8.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 98.0","  4.0"," 98.0","  0.0","  2.0","  0.0","  0.0"," 34.0","  0.0","  0.0","  0.0","  7.0","  1.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"1208.00000",NA,NA," 294.00000","   1.00000","   0.00000","   4.00000","   2.00000","   8.00000","   5.00000","   0.00000","  12.00000","   1.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   2.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   2.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   2.00000","   0.00000","   4.00000","   0.00000"," 123.00000","   1.00000"," 173.00000","   0.00000","   1.00000","   0.00000","   2.00000","  77.00000","   0.00000","   0.00000","   0.00000","   3.00000","   2.00000","   2.00000","   0.00000","   4.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   5.00000","   1.00000","   0.00000","   0.00000","  61.36364"
"748",NA,NA,"200","  0","  0","  1","  0"," 16","  3","  1","127","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  4","  0","125","  3"," 87","  0","  2","  0","  0"," 31","  0","  0","  0","  0","  1","  0","  0","  5","  0","  8","  0","  0","  0","  3","  0","  0","  0","  0"
"1188.0000",NA,NA," 290.4000","   0.0000","   0.0000","  17.0000","   0.0000","  14.0000","   2.0000","  33.0000","  27.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   2.0000","   0.0000","   0.0000","   0.0000","   1.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   2.0000","   0.0000","   0.0000","   0.0000","   1.0000","   3.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   6.0000","   0.0000","   1.0000","   0.0000","   1.0000","   0.0000","   0.0000","   0.0000","   4.0000","   0.0000","   5.0000","   0.0000"," 126.0000","   1.0000"," 248.0000","   0.0000","   0.0000","   0.0000","   6.0000","  57.0000","   0.0000","   0.0000","   0.0000","   3.0000","   0.0000","   0.0000","   1.0000","   3.0000","   0.0000","   1.0000","   0.0000","   0.0000","   0.0000","   4.0000","   0.0000","   0.0000","   0.0000"," 275.5102"
"768.0",NA,NA,"204.3","  0.0","  0.0","  0.0","  0.0"," 20.0"," 12.0","  2.0","155.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  7.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  4.0","  0.0"," 95.0","  2.0"," 94.0","  0.0","  2.0","  0.0","  0.0"," 34.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  2.0","  0.0"," 11.0","  1.0","  0.0","  0.0","  4.0","  1.0","  0.0","  0.0","  0.0"
"1168.00000",NA,NA," 286.90000","   0.00000","   0.00000","   7.00000","   2.00000","  17.00000","   4.00000","   1.00000","  30.00000","   4.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   7.00000","   1.00000","   0.00000","   0.00000","   1.00000","   4.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   3.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   3.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   1.00000","   2.00000","   0.00000","   4.00000","   1.00000"," 122.00000","   2.00000","  95.00000","   0.00000","   2.00000","   0.00000","   0.00000","  90.00000","   0.00000","   0.00000","   0.00000","   2.00000","   2.00000","   0.00000","   0.00000","   3.00000","   0.00000","   2.00000","   0.00000","   0.00000","   0.00000","   6.00000","   1.00000","   1.00000","   0.00000","  99.75369"
"788.00000",NA,NA,"208.60000","  1.00000","  0.00000","  0.00000","  0.00000"," 17.00000","  6.00000","  2.00000"," 60.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  3.00000","  1.00000","  0.00000","  0.00000","  0.00000","  2.00000","  1.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  1.00000","  0.00000","  1.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  4.00000","  0.00000","  6.00000","  0.00000"," 87.00000","  2.00000","167.00000","  0.00000","  0.00000","  0.00000","  0.00000"," 47.00000","  0.00000","  2.00000","  0.00000","  4.00000","  1.00000","  0.00000","  0.00000","  0.00000","  0.00000","  4.00000","  0.00000","  0.00000","  0.00000"," 14.00000","  0.00000","  0.00000","  0.00000"," 87.66234"
"1148.0",NA,NA," 283.3","   1.0","   0.0","   5.0","   3.0","  19.0","  11.0","   1.0","  33.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   7.0","   0.0"," 108.0","   1.0"," 104.0","   0.0","   1.0","   0.0","   2.0"," 126.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0"
"808.0",NA,NA,"212.9","  0.0","  0.0","  0.0","  1.0"," 28.0","  4.0","  1.0"," 53.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  6.0","  0.0"," 67.0","  4.0","174.0","  0.0","  2.0","  0.0","  0.0"," 49.0","  0.0","  0.0","  0.0","  7.0","  6.0","  0.0","  0.0","  2.0","  0.0","  1.0","  2.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0"
"1128.0000",NA,NA," 280.2000","   0.0000","   0.0000","   2.0000","   0.0000","  18.0000","   8.0000","   3.0000","  40.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   3.0000","   0.0000","   0.0000","   0.0000","   3.0000","   2.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   3.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   2.0000","   0.0000","   3.0000","   1.0000"," 157.0000","   3.0000","  81.0000","   0.0000","   0.0000","   0.0000","   3.0000"," 118.0000","   0.0000","   0.0000","   0.0000","   3.0000","   0.0000","   0.0000","   0.0000","   4.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   9.0000","   0.0000","   0.0000","   0.0000"," 156.9767"
"828.0",NA,NA,"217.2","  0.0","  0.0","  0.0","  3.0"," 36.0","  4.0","  2.0"," 74.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  3.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 12.0","  0.0"," 50.0","  3.0","140.0","  0.0","  1.0","  0.0","  0.0"," 58.0","  0.0","  1.0","  0.0","  1.0","  1.0","  0.0","  0.0","  5.0","  0.0","  4.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"
"1108.00000",NA,NA," 277.10000","   1.00000","   0.00000","   0.00000","   0.00000","  16.00000","   6.00000","   0.00000","  67.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   2.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   2.00000","   0.00000","   5.00000","   0.00000"," 115.00000","   2.00000","  76.00000","   0.00000","   0.00000","   0.00000","   2.00000"," 140.00000","   0.00000","   0.00000","   0.00000","   3.00000","   1.00000","   0.00000","   0.00000","   1.00000","   0.00000","   2.00000","   0.00000","   0.00000","   0.00000","   3.00000","   0.00000","   0.00000","   0.00000","  72.58064"
"848.0",NA,NA,"221.5","  0.0","  0.0","  1.0","  4.0"," 19.0"," 12.0","  2.0"," 86.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  5.0","  0.0"," 81.0","  3.0","145.0","  0.0","  0.0","  0.0","  0.0"," 50.0","  0.0","  0.0","  0.0","  8.0","  2.0","  0.0","  0.0","  4.0","  0.0","  8.0","  0.0","  0.0","  0.0"," 17.0","  2.0","  0.0","  0.0","  0.0"
"1088.0000",NA,NA," 274.0000","   0.0000","   0.0000","   2.0000","   1.0000","  16.0000","   6.0000","   4.0000","  30.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   3.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   1.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   4.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   0.0000","   2.0000","   0.0000","   3.0000","   0.0000","  96.0000","   3.0000"," 105.0000","   0.0000","   1.0000","   0.0000","   3.0000"," 162.0000","   0.0000","   0.0000","   0.0000","   4.0000","   2.0000","   1.0000","   0.0000","   0.0000","   0.0000","   1.0000","   0.0000","   0.0000","   0.0000","   6.0000","   0.0000","   0.0000","   0.0000"," 154.5801"
"868.000",NA,NA,"226.700","  0.000","  0.000","  0.000","  1.000"," 32.000","  2.000","  2.000"," 75.000","  2.000","  0.000","  0.000","  2.000","  0.000","  0.000","  0.000","  0.000","  0.000","  0.000","  4.000","  0.000","  0.000","  0.000","  4.000","  7.000","  0.000","  0.000","  0.000","  0.000","  0.000","  5.000","  2.000","  0.000","  0.000","  0.000","  0.000","  0.000","  0.000","  0.000","  0.000","  0.000","  0.000"," 11.000","  0.000","  1.000","  0.000","  0.000","  0.000","  0.000","  0.000","  3.000","  0.000","  6.000","  0.000"," 52.000","  1.000","131.000","  0.000","  0.000","  0.000","  0.000"," 27.000","  0.000","  0.000","  0.000","  2.000"," 11.000","  0.000","  2.000","  1.000","  0.000"," 28.000","  0.000","  0.000","  0.000","  6.000","  0.000","  0.000","  0.000","113.924"
"1068.0",NA,NA," 270.9","   0.0","   0.0","   0.0","   1.0","  20.0","   2.0","   5.0","  56.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","  92.0","   4.0"," 131.0","   0.0","   0.0","   0.0","   0.0","  94.0","   0.0","   0.0","   0.0","   2.0","   1.0","   2.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0"," 300.0"
"888.00000",NA,NA,"231.90000","  1.00000","  0.00000","  0.00000","  0.00000"," 23.00000","  8.00000","  1.00000","173.00000","  3.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  1.00000","  2.00000","  0.00000","  0.00000","  0.00000","  2.00000","  2.00000","  0.00000","  1.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  0.00000","  7.00000","  0.00000","  1.00000","  1.00000","  0.00000","  0.00000","  0.00000","  0.00000","  2.00000","  0.00000","  1.00000","  1.00000"," 54.00000","  4.00000"," 95.00000","  0.00000","  0.00000","  0.00000","  0.00000"," 19.00000","  0.00000","  0.00000","  0.00000","  3.00000","  3.00000","  0.00000","  0.00000","  1.00000","  0.00000"," 27.00000","  1.00000","  0.00000","  0.00000","  2.00000","  0.00000","  0.00000","  0.00000"," 74.40067"
"1048.000",NA,NA," 267.800","   2.000","   1.000","   0.000","   0.000","  16.000","   7.000","   1.000","  70.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   6.000","   1.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000"," 110.000","   0.000"," 106.000","   0.000","   1.000","   1.000","   2.000","  77.000","   0.000","   1.000","   0.000","   5.000","   2.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 134.106"
"908.0000",NA,NA,"237.0000","  1.0000","  0.0000","  1.0000","  2.0000"," 17.0000","  4.0000","  1.0000","117.0000","  4.0000","  0.0000","  0.0000","  1.0000","  0.0000","  1.0000","  2.0000","  0.0000","  0.0000","  1.0000","  1.0000","  0.0000","  0.0000","  0.0000","  3.0000","  4.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  4.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000"," 13.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  4.0000","  0.0000"," 66.0000","  6.0000","106.0000","  0.0000","  2.0000","  0.0000","  2.0000"," 27.0000","  0.0000","  0.0000","  0.0000","  5.0000","  4.0000","  0.0000","  0.0000","  2.0000","  0.0000"," 12.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","293.6059"
"1028.00000",NA,NA," 263.70000","   0.00000","   0.00000","   0.00000","   0.00000","  11.00000","   6.00000","   0.00000","  82.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   2.00000","   0.00000","   0.00000","   2.00000","   0.00000","   0.00000","   0.00000","   2.00000","   2.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   2.00000","   0.00000","   0.00000","   0.00000","   2.00000","   0.00000","   0.00000","   0.00000","   3.00000","   0.00000","   3.00000","   0.00000"," 104.00000","   3.00000"," 109.00000","   0.00000","   0.00000","   0.00000","   2.00000","  61.00000","   0.00000","   0.00000","   0.00000","   6.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","   0.00000","   0.00000","   1.00000","   0.00000","   0.00000","   0.00000","  43.39441"
"928.0000",NA,NA,"242.2000","  0.0000","  0.0000","  9.0000","  6.0000"," 14.0000","  8.0000","  3.0000","101.0000","  2.0000","  0.0000","  0.0000","  0.0000","  2.0000","  0.0000","  1.0000","  0.0000","  0.0000","  1.0000","  0.0000","  1.0000","  0.0000","  2.0000","  2.0000","  4.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000"," 25.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  3.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000"," 12.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  5.0000","  0.0000","  3.0000","  0.0000"," 63.0000","  1.0000","121.0000","  0.0000","  2.0000","  0.0000","  0.0000"," 55.0000","  0.0000","  0.0000","  0.0000","  0.0000","  2.0000","  0.0000","  3.0000","  1.0000","  0.0000","  7.0000","  0.0000","  0.0000","  0.0000","  4.0000","  1.0000","  0.0000","  0.0000","167.6758"
"1008.0",NA,NA," 259.6","   0.0","   0.0","   1.0","   0.0","  14.0","  10.0","   4.0"," 118.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   1.0"," 100.0","   2.0"," 159.0","   0.0","   2.0","   0.0","   1.0","  47.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0"
" 948.0",NA,NA," 247.3","   1.0","   0.0","1068.0","   2.0","  26.0","   6.0","   3.0"," 175.0","   3.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   2.0","   0.0","  78.0","   1.0"," 110.0","   0.0","   1.0","   0.0","   0.0","  32.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   2.0","   0.0","   4.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0"," 225.0"
"988.0000",NA,NA,"255.5000","  0.0000","  0.0000","  0.0000","  1.0000"," 24.0000","  6.0000","  1.0000","169.0000","  5.0000","  0.0000","  1.0000","  1.0000","  0.0000","  1.0000","  0.0000","  2.0000","  0.0000","  0.0000","  9.0000","  2.0000","  0.0000","  0.0000"," 11.0000","  8.0000","  0.0000","  2.0000","  0.0000","  0.0000","  0.0000","  4.0000","  2.0000","  0.0000","  0.0000","  1.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  8.0000","  1.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  3.0000","  1.0000","  3.0000","  2.0000"," 60.0000","  1.0000","127.0000","  0.0000","  6.0000","  0.0000","  0.0000"," 17.0000","  0.0000","  1.0000","  0.0000","  6.0000","  5.0000","  0.0000","  0.0000","  1.0000","  0.0000","  2.0000","  0.0000","  0.0000","  0.0000","  1.0000","  0.0000","  0.0000","  0.0000","285.7143"
"968.0000",NA,NA,"251.4000","  2.0000","  0.0000","  0.0000","  0.0000"," 24.0000","  5.0000","  0.0000","140.0000","  1.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  2.0000","  0.0000","  0.0000","  0.0000","  3.0000","  0.0000","  0.0000","  0.0000","  0.0000","  2.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  9.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000"," 18.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  5.0000","  0.0000","  1.0000","  0.0000","113.0000","  2.0000"," 85.0000","  0.0000","  4.0000","  0.0000","  0.0000"," 30.0000","  0.0000","  0.0000","  0.0000","  1.0000","  3.0000","  2.0000","  2.0000","  1.0000","  0.0000","  4.0000","  0.0000","  0.0000","  0.0000","  2.0000","  0.0000","  0.0000","  0.0000","633.1423"
