"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Apium t.","Artemisia","Asteroideae undif.","Berberis t.","Betula","Brachysporium obovatum/B. bloxami/Bactrodesmium betulicola (type 359, HdV)","Brassicaceae","Buxus","Campanulaceae","Caryophyllaceae undif.","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Closterium idiosporum-type","Collembola","Copepoda (type 179, HdV)","Corylus","Cupressaceae","Cyperaceae","Dictyosporiaceae","Dipsacaceae","Ephedra","Erica t.","Euastrum ansatum (type 984, HdV)","Euastrum bidentatum (type 985, HdV)","Euphorbia t.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Fraxinus","Fungi","Genisteae","Hydrocotyle","Invertebrata (type 219, HdV)","IsoÃ«tes","Juglans","Lamiaceae undif.","Lotus t.","Lycopodium spike","Lycopodium tablets","Lythrum","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nuphar","Olea t.","Onagraceae","Ononis t.","Oribatida","Petaloid monocot","Phillyrea","Pinus","Pinus undif.","Pistacia","Plantago","Pluricellaesporites","Poaceae","Pollen concentration","Polygonum t.","Potamogeton","Prunus t.","Pseudoschizaea","Pteridophyta (monolete)","Puccinia","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rhizopoda","Rosa t.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Scrophulariaceae undif.","Solanaceae undif.","Sparganium","Spermatophyta undiff. (aquatics)","Spirogyra (psilate)","TetraÃ«dron cf. T. minimum","Thalictrum","Thymelaeaceae undif.","Trichuris","Typha","Ulmus t.","Unknown (type 119, HdV)","Unknown (type 128, HdV)","Unknown (type 181, HdV)","Unknown (type 222, HdV)","Unknown (type 224, HdV)","Unknown (type 304, HdV)","Unknown (type 988, HdV)","Viola","Vitis","charcoal"
"3890.1",NA,NA,"252","1.3","0","15","0","1","9","0","0","1","0","0","1","17","0","0","0","0","0","0","0","0","1","0","13","1","0","24","0","0","1","5","0","0","0","2","0","1","2","58","0","0","2","0","0","0","0","134","0","1","23","0","0","0","0","0","1","0","1","0","5","8","8","5","2","0","29","28223.1","0","0","0","0","1","0","32","41","0","0","12","0","0","0","0","0","0","0","0","0","14","2","0","0","0","0","2","13","3","12","0","9","0","0","0","0","72153.85"
"3948.3",NA,NA,"256","1.6","0","24","0","2","0","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","1","2","1","26","0","0","0","1","0","0","0","1","4","1","3","101","0","0","1","0","0","0","0","92","0","1","1","0","0","0","0","0","0","0","0","0","2","4","3","5","4","5","30","28798.89","0","3","0","0","0","0","29","45","0","0","1","0","0","0","0","0","0","0","0","3","8","8","0","0","0","4","1","9","6","12","0","10","0","0","0","0","132250"
"3992.1",NA,NA,"259","1.7","0","5","0","4","2","0","0","0","2","0","4","11","0","0","1","0","0","0","0","0","0","0","2","4","1","19","0","0","2","0","0","0","0","1","4","0","2","111","0","0","7","0","0","0","0","64","0","0","5","0","1","0","0","0","0","0","0","0","3","8","7","8","3","9","21","37349.34","0","2","0","0","1","0","27","34","0","0","1","0","0","0","0","0","0","0","0","2","24","2","0","0","0","3","2","5","5","6","0","1","0","0","0","0","52705.88"
"4034.9",NA,NA,"262","1.4","0","16","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","0","0","0","3","0","1","3","0","71","1","0","0","0","0","0","0","3","2","0","2","165","0","0","4","0","0","0","0","133","0","0","0","2","1","0","0","1","0","0","1","0","2","5","5","2","0","12","49","30984.53","0","1","0","0","3","0","24","54","0","0","1","0","1","0","0","0","0","0","0","3","9","0","0","0","0","4","1","0","3","9","0","1","0","0","0","0","28500"
"4091.8",NA,NA,"266","1.2","0","17","0","4","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","1","0","0","4","1","5","52","0","0","0","0","0","0","0","0","6","0","1","159","0","0","7","0","0","0","0","59","0","0","6","0","1","0","0","2","0","0","0","0","0","5","0","2","5","7","12","67670.11","0","1","0","0","0","0","31","43","0","0","8","0","0","0","0","0","0","0","0","1","16","1","0","0","0","13","2","7","7","0","0","0","1","0","0","0","34416.67"
"4148.0",NA,NA,"270","1.0","0","7","0","10","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","1","0","12","16","1","10","1","0","1","0","0","0","0","6","0","0","0","42","0","0","4","0","0","4","0","79","0","0","0","2","1","0","0","0","0","0","0","0","0","22","21","1","2","3","61","85095.09","0","6","0","0","6","0","34","76","1","0","1","0","0","0","0","0","0","0","0","8","4","0","0","0","0","13","1","3","10","17","0","0","0","0","0","0","79000"
"4204.9",NA,NA,"274","1.3","0","13","0","6","3","0","0","1","2","0","0","4","0","7","0","0","0","0","1","4","2","0","3","9","0","6","0","0","0","13","0","0","0","4","2","0","4","17","0","0","1","0","0","1","0","149","0","2","0","6","0","0","0","0","0","0","0","0","8","16","16","11","2","3","39","33540.3","1","7","0","0","4","0","26","58","0","3","1","0","0","0","0","0","0","0","0","13","1","0","0","0","0","16","1","11","11","7","0","1","2","0","0","0","240692.3"
"4261.5",NA,NA,"278","1.6","0","6","0","3","5","0","0","0","5","0","0","0","0","2","0","0","0","0","3","0","12","0","0","5","0","7","0","0","1","8","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","158","0","0","0","0","0","0","1","0","0","0","0","0","3","10","10","11","2","0","27","23417.03","0","12","0","0","0","0","38","80","0","2","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","2","0","10","10","0","0","0","1","0","0","0","118500"
"4318.6",NA,NA,"282","1.5","0","12","0","6","3","1","0","2","2","0","4","2","0","3","0","0","0","0","2","3","11","0","4","2","1","6","0","0","0","21","0","0","0","0","1","0","3","11","0","0","19","0","0","0","0","152","0","0","0","7","0","0","0","1","0","0","0","0","7","28","27","19","3","3","33","29154.65","0","11","0","0","0","0","19","61","0","10","0","0","0","0","1","0","0","0","0","18","0","1","0","0","0","6","0","11","3","0","0","0","0","0","0","0","40533.33"
"4375.3",NA,NA,"286","1.6","0","1","0","4","3","1","0","1","1","0","2","4","0","2","0","0","0","1","4","1","1","0","0","3","1","6","0","0","0","6","0","0","0","0","0","0","11","14","0","0","3","0","0","0","0","151","0","0","0","6","0","0","1","1","0","0","0","0","1","20","19","8","4","0","31","27409.67","0","6","0","0","0","0","48","76","1","3","0","0","0","0","1","0","0","0","1","13","0","1","0","0","0","11","0","12","4","12","0","0","12","0","0","0","56625"
"4518.7",NA,NA,"296","1.5","0","1","0","7","5","2","0","3","3","0","3","0","0","0","0","0","0","1","6","6","12","0","4","16","0","5","0","0","0","11","0","0","0","0","0","0","17","24","0","0","15","0","0","0","0","148","0","0","0","4","0","0","0","0","0","0","0","0","5","17","17","25","4","0","31","34236.27","6","13","0","0","0","0","29","52","1","4","0","0","0","0","4","0","1","0","0","17","0","4","0","0","0","23","0","18","6","2","0","0","0","0","0","0","69066.67"
"4677.8",NA,NA,"307","1.7","0","2","0","4","0","3","0","1","15","0","1","0","0","1","0","0","0","0","4","2","11","0","0","7","1","3","0","0","0","16","0","0","0","0","0","0","12","10","0","0","6","0","0","0","0","164","0","0","0","1","0","0","1","0","0","0","0","0","3","18","17","19","4","0","20","25641.82","3","5","0","0","0","0","32","80","1","3","0","0","0","0","3","0","0","0","1","7","0","1","0","0","0","22","0","17","3","2","0","0","0","0","0","0","135058.8"
"4867.2",NA,NA,"320","1.5","0","0","0","4","0","2","0","1","8","0","3","0","0","2","0","0","0","0","4","2","2","0","0","13","0","6","0","0","0","16","0","0","0","3","2","0","7","16","0","0","1","0","0","0","0","137","0","0","0","2","1","0","1","0","0","0","0","0","6","16","16","17","1","0","34","36863.11","1","17","0","0","3","0","39","67","0","0","0","0","0","0","4","0","0","0","0","20","0","0","0","0","0","21","2","16","14","0","0","0","11","0","0","0","54800"
"5011.4",NA,NA,"330","1.5","0","1","1","16","0","9","0","2","14","0","5","0","0","1","0","0","0","1","6","2","1","0","0","9","0","7","0","0","0","31","0","0","0","0","12","0","13","12","0","0","1","0","0","0","0","156","0","0","0","5","1","0","3","0","0","0","0","0","5","28","28","26","5","0","29","38590.77","2","15","0","0","0","0","29","54","0","0","0","0","0","0","7","0","0","0","0","24","0","1","0","0","0","19","4","18","10","0","0","0","9","0","0","0","83200"
"5098.7",NA,NA,"336","1.1","0","0","1","2","2","0","0","4","4","0","4","0","0","1","0","0","0","0","0","5","6","0","0","2","3","4","0","0","0","19","0","0","0","2","0","0","4","14","0","0","2","0","0","0","0","56","0","0","0","2","1","0","0","0","0","0","0","0","3","38","35","7","0","0","36","119311.9","0","12","0","0","0","0","46","74","0","0","0","0","0","0","7","0","0","0","0","15","0","0","2","0","0","5","7","19","13","0","0","0","0","0","0","0","35636.36"
"5127.4",NA,NA,"338","1.2","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","11","3","13","0","0","0","15","0","0","0","0","0","0","9","20","0","0","14","0","0","1","0","144","0","0","0","2","0","0","0","0","0","0","0","0","0","35","32","2","1","18","25","34548.57","0","9","0","0","0","0","43","51","0","0","0","0","0","0","4","0","0","0","0","11","0","0","2","0","0","8","2","24","13","0","0","0","9","0","0","0","132000"
"5156.4",NA,NA,"340","0.7","0","1","0","13","7","5","0","0","7","0","9","0","0","0","0","0","0","0","0","2","4","0","0","15","4","2","1","0","0","22","0","0","0","6","0","0","1","31","0","0","0","2","0","3","0","111","0","2","0","1","1","0","1","2","0","0","0","0","0","34","30","11","1","14","63","127841.2","0","2","0","0","0","0","106","59","0","1","0","0","0","0","3","0","0","0","0","6","0","0","1","0","0","11","6","11","27","0","0","0","2","0","0","0","111000"
"5186.0",NA,NA,"342","0.8","0","6","0","0","0","2","0","9","0","0","1","0","0","2","0","0","0","0","0","0","5","0","0","16","3","18","2","1","0","6","0","0","0","2","0","0","2","8","0","0","2","1","0","0","0","143","0","0","0","1","2","0","0","0","0","0","0","0","0","31","28","2","1","6","44","59640.28","0","7","0","0","0","0","63","46","0","0","0","0","0","0","7","0","0","0","0","9","0","1","1","1","0","6","1","32","21","0","0","0","0","0","0","0","214500"
"5215.5",NA,NA,"344","1.5","0","5","0","0","3","0","0","7","3","0","1","0","0","2","0","0","0","0","0","6","5","0","0","17","3","2","0","0","0","11","0","0","0","2","0","0","2","36","0","0","11","0","0","0","0","58","0","0","0","1","2","0","0","0","0","0","0","0","3","20","17","1","4","16","31","72945.42","0","7","0","0","0","0","64","57","0","0","0","0","0","0","4","0","0","0","0","8","0","1","0","0","0","3","1","27","22","2","0","0","2","0","0","0","42533.33"
"5273.5",NA,NA,"348","1.3","2","17","0","1","2","0","0","0","0","0","7","0","0","1","0","0","0","0","1","1","13","0","0","15","6","3","11","0","0","24","0","0","0","0","0","0","6","46","0","0","6","0","0","1","0","182","0","0","0","0","2","0","0","3","0","0","0","0","7","25","19","10","5","33","35","33607.89","0","4","0","0","0","0","77","78","0","1","0","0","0","0","3","0","0","0","0","4","2","7","0","0","0","0","3","28","16","1","0","0","9","0","0","0","224000"
