"age_NA","ageolder_BP","ageyounger_BP","depth","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Brassicaceae","Calluna","Cardueae undif.","Caryophyllaceae undif.","Centaurea","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Erodium","Fabaceae Undif.","Fern","Galium t.","Genisteae","Gentiana t.","Hydrocotyle","IsoÃ«tes","Lamiaceae undif.","Lotus t.","Lythrum","Mercurialis","Myriophyllum alterniflorum t.","Ononis t.","Petaloid monocot","Picea","Pinus undif.","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Potamogeton","Potentilla t.","Quercus undif.","Ranunculaceae undif.","Rosa t.","Rumex t.","Salix","Sambucus","Scrophulariaceae undif.","Sparganium","Thymelaeaceae undif.","Trifolium t.","Typha"
NA,NA,NA," 36.5","  0.0","  0.0","  1.0"," 12.0"," 22.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  3.0","267.0","  0.0","  0.0","228.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  6.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 75.0","  0.0","  0.0"," 96.0","  0.0","  0.0","  0.0","  1.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
NA,NA,NA,"  8.5","  0.0","  8.0","  5.0","  2.0"," 41.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","128.0","  0.0","  6.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","299.0","  1.0","  0.0","123.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  1.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 54.5","  0.0"," 10.0","  9.0","  9.0"," 21.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0"," 21.0","  3.0","  0.0","  2.0","224.0","  6.0","  6.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 98.0","  0.0","  0.0","305.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
NA,NA,NA,"102.5","  0.0","  0.0","  8.0","  3.0"," 28.0","  1.0"," 14.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0"," 11.0","  5.0","  0.0","  0.0"," 42.0","  0.0"," 35.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 17.0","  0.0","  0.0","305.0","  0.0","  0.0","  0.0"," 11.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
NA,NA,NA," 60.5","  0.0"," 12.0","  4.0","  5.0"," 23.0","  0.0","  2.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0"," 31.0","  2.0","  0.0","  0.0"," 72.0","  3.0","  6.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 91.0","  2.0","  0.0","308.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 42.5","  0.0","  4.0"," 19.0","  0.0"," 23.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0"," 16.0","  8.0","  0.0","  0.0","260.0","  0.0"," 17.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","171.0","  0.0","  0.0","203.0","  0.0","  0.0","  0.0","  1.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 18.5","  0.0"," 10.0","  4.0"," 29.0"," 87.0","  0.0","  0.0","  0.0","  1.0","  0.0","  8.0","  0.0","  0.0","  8.0","  3.0","  0.0","  0.0"," 13.0","  1.0"," 22.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","189.0","  0.0","  0.0","135.0","  2.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 98.5","  0.0","  2.0","  9.0","  0.0"," 27.0","  9.0","  4.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0"," 25.0","  5.0","  0.0","  0.0"," 48.0","  3.0"," 20.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 83.0","  0.0","  0.0","301.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA,"104.5","  0.0","  1.0","  8.0","  0.0"," 21.0","  0.0","  3.0","  0.0","  4.0","  0.0","  2.0","  0.0","  0.0"," 26.0","  4.0","  0.0","  2.0"," 56.0","  1.0"," 72.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0"," 16.0","  0.0","  0.0","271.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  0.0"
NA,NA,NA," 74.5","  0.0","  4.0","  7.0","  8.0"," 34.0","  7.0","  8.0","  0.0","  2.0","  0.0","  5.0","  0.0","  3.0"," 36.0","  5.0","  0.0","  0.0"," 92.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","100.0","  0.0","  0.0","279.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 70.5","  0.0","  6.0","  6.0","  3.0"," 26.0","  1.0"," 21.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 11.0"," 17.0","  4.0","  0.0","  0.0","124.0","  0.0","  8.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","120.0","  0.0","  0.0","284.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 94.5","  0.0","  5.0"," 15.0","  4.0"," 23.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 17.0"," 25.0","  1.0","  0.0","  0.0"," 56.0","  1.0"," 28.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","115.0","  0.0","  0.0","241.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 96.5","  0.0","  1.0"," 13.0","  0.0"," 30.0","  1.0","  4.0","  0.0","  0.0","  9.0"," 18.0","  0.0"," 16.0"," 39.0","  0.0","  0.0","  0.0","140.0","  4.0"," 34.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 46.0","  0.0","  1.0","284.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"
NA,NA,NA," 10.5","  0.0"," 12.0","  5.0","  6.0"," 47.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 15.0","  0.0","  0.0"," 16.0","  1.0","  0.0","  0.0","280.0","  3.0","  6.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","273.0","  0.0","  0.0","123.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 52.5","  0.0"," 11.0"," 10.0","  1.0"," 29.0","  0.0","  6.0","  0.0","  3.0","  0.0","  6.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  4.0","320.0","  4.0","  1.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  4.0","  0.0"," 90.0","  0.0","  0.0","307.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
NA,NA,NA," 14.5","  0.0","  7.0","  4.0"," 15.0"," 50.0","  0.0","  0.0","  0.0","  4.0","  0.0","  4.0","  0.0","  0.0","  4.0","  0.0","  0.0","  2.0","188.0","  2.0","  8.0","  0.0","  1.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","239.0","  0.0","  0.0","159.0","  0.0","  0.0","  1.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0"
NA,NA,NA," 68.5","  0.0","  3.0","  9.0","  4.0"," 23.0","  4.0","  2.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0"," 25.0","  5.0","  2.0","  0.0"," 11.0","  1.0","  7.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","104.0","  0.0","  0.0","307.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 48.5","  0.0"," 17.0"," 10.0","  3.0"," 59.0","  0.0","  0.0","  0.0","  2.0","  0.0","  3.0","  0.0","  0.0"," 16.0","  0.0","  0.0","  0.0","392.0","  1.0","  5.0","  0.0","  0.0","  1.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 85.0","  1.0","  0.0","279.0","  0.0","  0.0","  0.0","  2.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0"
NA,NA,NA," 46.5","  0.0"," 12.0"," 16.0","  3.0"," 29.0","  0.0","  1.0","  0.0","  3.0","  0.0","  3.0","  0.0","  1.0"," 20.0","  0.0","  0.0","  4.0","336.0","  3.0","  5.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0"," 90.0","  0.0","  0.0","290.0","  0.0","  0.0","  0.0","  2.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
NA,NA,NA," 44.5","  0.0","  3.0"," 15.0","  1.0"," 35.0","  0.0","  2.0","  0.0","  2.0","  0.0","  6.0","  0.0","  0.0"," 41.0","  2.0","  0.0","  1.0","232.0","  4.0"," 10.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","136.0","  0.0","  0.0","229.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"
NA,NA,NA," 76.5","  0.0","  4.0"," 10.0","  5.0"," 37.0","  6.0","  4.0","  0.0","  1.0","  0.0","  2.0","  0.0","  5.0"," 27.0","  1.0","  0.0","  0.0","124.0","  1.0"," 11.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","125.0","  0.0","  0.0","267.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 72.5","  0.0","  4.0","  7.0","  7.0"," 28.0"," 10.0","  4.0","  0.0","  2.0","  0.0","  8.0","  0.0","  5.0"," 31.0","  7.0","  0.0","  0.0"," 72.0","  0.0","  9.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","140.0","  0.0","  0.0","252.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 92.5","  0.0","  2.0"," 12.0","  5.0"," 22.0","  2.0","  4.0","  0.0","  2.0","  0.0","  5.0","  0.0","  7.0"," 28.0","  2.0","  0.0","  0.0"," 24.0","  0.0"," 28.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","155.0","  0.0","  0.0","217.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
NA,NA,NA,"100.5","  1.0","  1.0","  9.0","  0.0"," 34.0","  0.0","  2.0","  1.0","  0.0","  0.0"," 10.0","  0.0","  1.0"," 17.0","  3.0","  0.0","  0.0"," 20.0","  2.0"," 34.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0"," 38.0","  0.0","  0.0","319.0","  0.0","  0.0","  0.0","  5.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0"
NA,NA,NA," 28.5","  1.0","  1.0","  4.0"," 16.0"," 38.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 21.0","  0.0","  0.0"," 22.0","  7.0","  0.0","  1.0","  6.0","  0.0"," 60.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","212.0","  0.0","  0.0","108.0","  1.0","  0.0","  0.0","  8.0","  7.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0"
NA,NA,NA,"108.5","  1.0","  0.0","  8.0","  4.0"," 17.0","  2.0","  5.0","  0.0","  0.0","  1.0","  9.0","  0.0","  0.0"," 57.0","  0.0","  0.0","  1.0"," 64.0","  0.0"," 16.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 43.0","  0.0","  0.0","330.0","  0.0","  0.0","  1.0","  1.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 38.5","  0.0","  4.0","  4.0"," 10.0"," 50.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0"," 23.0"," 19.0","  0.0","  1.0","408.0","  1.0"," 28.0","  0.0","  0.0","  0.0"," 16.0","  0.0","  1.0","  5.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","186.0","  0.0","  0.0","152.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
NA,NA,NA," 12.5","  0.0","  9.0","  6.0"," 13.0"," 42.0","  0.0","  0.0","  0.0","  2.0","  0.0","  5.0","  0.0","  0.0","  7.0","  2.0","  0.0","  2.0","172.0","  0.0","  6.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","213.0","  0.0","  0.0","186.0","  0.0","  0.0","  3.0","  2.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
NA,NA,NA," 78.5","  0.0","  4.0","  5.0","  8.0"," 27.0","  7.0","  1.0","  0.0","  1.0","  0.0","  7.0","  0.0","  9.0"," 48.0","  7.0","  0.0","  0.0","112.0","  1.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","114.0","  0.0","  0.0","248.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0"
NA,NA,NA," 32.5","  0.0","  4.0","  7.0","  9.0"," 43.0","  0.0","  1.0","  0.0","  0.0","  0.0","  5.0","  0.0","  1.0","  9.0"," 20.0","  0.0","  0.0"," 42.0","  0.0"," 60.0","  0.0","  0.0","  0.0","  4.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","151.0","  0.0","  0.0","157.0","  0.0","  0.0","  0.0","  2.0","  7.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0"
NA,NA,NA," 20.5","  0.0","  1.0","  3.0"," 27.0"," 69.0","  0.0","  0.0","  0.0","  6.0","  0.0","  8.0","  0.0","  0.0","  8.0","  2.0","  0.0","  0.0"," 56.0","  1.0"," 20.0","  0.0","  0.0","  0.0","  3.0","  0.0","  7.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","180.0","  0.0","  0.0","166.0","  1.0","  0.0","  2.0","  2.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 62.3","  0.0","  3.0","  6.0","  4.0"," 16.0","  4.0","  7.0","  0.0","  0.0","  0.0","  4.0","  0.0","  2.0"," 36.0","  2.0","  0.0","  1.0","100.0","  0.0","  9.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 99.0","  1.0","  0.0","309.0","  1.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"
NA,NA,NA," 84.5","  0.0","  4.0","  9.0","  1.0"," 32.0","  7.0","  2.0","  0.0","  1.0","  0.0","  1.0","  0.0","  7.0"," 17.0","  4.0","  0.0","  0.0","120.0","  1.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","134.0","  0.0","  0.0","258.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"
NA,NA,NA," 86.5","  0.0","  5.0","  3.0","  1.0"," 29.0","  3.0","  4.0","  0.0","  1.0","  0.0","  2.0","  0.0","  7.0"," 35.0","  5.0","  0.0","  0.0","140.0","  1.0"," 12.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","129.0","  0.0","  0.0","256.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 24.5","  1.0","  6.0","  8.0"," 13.0"," 39.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 16.0","  0.0","  1.0"," 19.0","  5.0","  0.0","  0.0"," 28.0","  1.0"," 36.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 16.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","195.0","  0.0","  0.0","150.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
