"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Brassicaceae","Campanulaceae","Cannabis","Caryophyllaceae undif.","Centaurea","Cichorieae","Cistaceae","Cucumis","Cupressaceae","Cyperaceae","Dipsacaceae","Elatine","Ephedra","Erica t.","Eucalyptus","Fabaceae Undif.","Fagus","Filipendula t.","Hypericum undif.","Indeterminable (destroyed)","Juglans","Lamiaceae undif.","Linum t.","Lycopodium spike","Lythrum","Malva undif.","Olea t.","Onagraceae","Papaver t.","Phillyrea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Pollen accumulation rate","Pollen concentration","Polygonum t.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Sanguisorba t.","Scrophulariaceae undif.","Sparganium","Styrax","Tamarix","Thalictrum","Theligonum","Tilia","Urtica t.","Vitis"
" 4382.308",NA,NA,"  862.000","    5.600","    0.000","   48.000","    9.000","   21.000","    0.000","    9.000","    0.000","   11.000","    0.000","    0.000","    5.000","    5.000","   59.000","    2.000","    0.000","    1.000","   11.000","    0.000","    0.000","    1.000","    0.000","    0.000","   13.000","    0.000","    0.000","    0.000","   34.000","    0.000","    1.000","    0.000","  194.000","    0.000","    0.000","   57.000","    0.000","    0.000","    1.000","   11.000","   24.000","   13.000","  112.000","   14.000","11477.530","   54.000","    2.000","  127.000","   28.000","    3.000","    0.000","    0.000","    2.000","    3.000","    1.000","    0.000","    1.000","    1.000","    0.000","    0.000","    0.000","    7.000","    0.000","    0.000","    0.000"
" 4509.405",NA,NA,"  887.000","    4.200","    0.000","   26.000","    6.000","   16.000","    0.000","    8.000","    0.000","    7.000","    0.000","    0.000","    3.000","    2.000","   62.000","    2.000","    0.000","    2.000","    7.000","    0.000","    0.000","    2.000","    0.000","    0.000","    8.000","    0.000","    1.000","    0.000","   32.000","    0.000","    3.000","    0.000","  153.000","    0.000","    0.000","   42.000","    0.000","    0.000","    2.000","   11.000","   16.000","   11.000","   73.000","   13.000","16165.420","   82.000","    2.000","  132.000","   11.000","    7.000","    0.000","    0.000","    7.000","    3.000","    3.000","    0.000","    0.000","    3.000","    0.000","    0.000","    0.000","    4.000","    0.000","    0.000","    0.000"
" 4631.418",NA,NA,"  911.000","    6.200","    0.000","   17.000","    4.000","   15.000","    2.000","   13.000","    0.000","    6.000","    0.000","    0.000","    2.000","    2.000","  136.000","    0.000","    0.000","    2.000","   10.000","    2.000","    0.000","    2.000","    0.000","    0.000","   16.000","    0.000","    0.000","    0.000","   46.000","    0.000","    0.000","    0.000","  187.000","    0.000","    0.000","   44.000","    0.000","    0.000","    1.000","    7.000","   13.000","    8.000","   57.000","    9.000","10097.710","   22.000","    3.000","  134.000","   13.000","    5.000","    0.000","    0.000","    8.000","    2.000","    2.000","    0.000","    1.000","    1.000","    0.000","    0.000","    0.000","    1.000","    0.000","    0.000","    0.000"
" 4758.516",NA,NA,"  936.000","    4.100","    0.000","   46.000","    7.000","   27.000","    0.000","   12.000","    1.000","   18.000","    0.000","    0.000","    5.000","    3.000","   24.000","    0.000","    0.000","    2.000","    9.000","    0.000","    0.000","    3.000","    0.000","    0.000","   11.000","    0.000","    0.000","    0.000","   27.000","    0.000","    1.000","    0.000","   84.000","    0.000","    0.000","   46.000","    0.000","    0.000","    3.000","    9.000","   18.000","    9.000","  111.000","   12.000","32536.440","   83.000","    0.000","  112.000","   32.000","    3.000","    0.000","    0.000","    5.000","    1.000","    6.000","    0.000","    2.000","    8.000","    0.000","    0.000","    0.000","    3.000","    0.000","    0.000","    0.000"
" 4885.613",NA,NA,"  961.000","    5.700","    0.000","   23.000","   11.000","   16.000","    0.000","   15.000","    1.000","   10.000","    0.000","    1.000","    7.000","    2.000","   15.000","    0.000","    0.000","    2.000","    5.000","    0.000","    0.000","    0.000","    0.000","    0.000","   20.000","    1.000","    4.000","    1.000","   35.000","    0.000","    0.000","    0.000","   72.000","    1.000","    0.000","   51.000","    0.000","    0.000","    3.000","   10.000","   17.000","    8.000","  173.000","   18.000","28798.220","   23.000","    0.000","  101.000","   23.000","    3.000","    1.000","    0.000","    5.000","    4.000","   10.000","    0.000","    2.000","    0.000","    0.000","    2.000","    0.000","    0.000","    0.000","    0.000","    0.000"
" 5017.793",NA,NA,"  987.000","    4.200","    0.000","   36.000","   13.000","   26.000","    1.000","   10.000","    0.000","   12.000","    1.000","    1.000","    8.000","    3.000","   18.000","    0.000","    0.000","    0.000","    8.000","    0.000","    0.000","    0.000","    0.000","    0.000","   18.000","    0.000","    1.000","    0.000","   41.000","    0.000","    1.000","    0.000","  108.000","    0.000","    0.000","  132.000","    0.000","    0.000","    6.000","    8.000","   21.000","    8.000","   96.000","   21.000","26711.010","   84.000","    2.000","   71.000","   11.000","    4.000","    0.000","    0.000","    6.000","    2.000","   18.000","    0.000","    1.000","    5.000","    0.000","    0.000","    0.000","    1.000","    0.000","    0.000","    0.000"
" 5144.891",NA,NA," 1012.000","    5.800","    0.000","   31.000","   12.000","   22.000","    0.000","    8.000","    0.000","    6.000","    0.000","    1.000","    4.000","    2.000","   18.000","    0.000","    0.000","    0.000","   11.000","    0.000","    0.000","    4.000","    0.000","    0.000","   11.000","    0.000","    0.000","    0.000","   22.000","    0.000","    0.000","    0.000","   83.000","    1.000","    0.000","  217.000","    0.000","    0.000","    4.000","    9.000","   13.000","    8.000","   78.000","   11.000","23006.790","   57.000","    0.000","   56.000","    9.000","    2.000","    0.000","    0.000","    6.000","    1.000","    2.000","    0.000","    2.000","    2.000","    0.000","    0.000","    0.000","    1.000","    0.000","    0.000","    0.000"
" 5409.252",NA,NA," 1064.000","    5.400","    0.000","   19.000","    4.000","   14.000","    0.000","    3.000","    1.000","   12.000","    1.000","    0.000","    3.000","    1.000","   27.000","    0.000","    0.000","    0.000","   17.000","    1.000","    0.000","    1.000","    0.000","    0.000","   12.000","    0.000","    3.000","    0.000","   24.000","    0.000","    0.000","    0.000","  149.000","    0.000","    0.000","  183.000","    0.000","    0.000","    5.000","    6.000","   16.000","    3.000","   90.000","   12.000","13488.030","   58.000","    1.000","   67.000","   15.000","    7.000","    0.000","    0.000","    3.000","    2.000","    3.000","    0.000","    1.000","    1.000","    0.000","    0.000","    0.000","    2.000","    0.000","    0.000","    0.000"
" 5536.35",NA,NA," 1089.00","    4.40","    0.00","   19.00","    8.00","   11.00","    0.00","    8.00","    1.00","    8.00","    0.00","    0.00","    3.00","    2.00","   72.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    1.00","    0.00","    0.00","   15.00","    0.00","    0.00","    0.00","   29.00","    0.00","    1.00","    0.00","  167.00","    0.00","    0.00","  192.00","    0.00","    0.00","    6.00","   11.00","   22.00","    9.00","   67.00","   16.00","15705.01","   85.00","    1.00","   52.00","    9.00","    3.00","    0.00","    0.00","    6.00","    8.00","    1.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00"
" 5668.531",NA,NA," 1115.000","    5.300","    0.000","   43.000","   12.000","   16.000","    0.000","   21.000","    0.000","   17.000","    0.000","    0.000","    7.000","    4.000","   17.000","    0.000","    0.000","    1.000","    6.000","    0.000","    0.000","    0.000","    0.000","    0.000","   13.000","    0.000","    6.000","    6.000","   27.000","    0.000","    1.000","    0.000","   70.000","    1.000","    0.000","  187.000","    0.000","    0.000","    4.000","    6.000","    9.000","   12.000","   77.000","   13.000","31956.750","   26.000","    0.000","   65.000","   13.000","    2.000","    5.000","    0.000","    7.000","    2.000","    3.000","    0.000","    1.000","    0.000","    0.000","    1.000","    0.000","    6.000","    0.000","    0.000","    0.000"
" 5795.628",NA,NA," 1140.000","    4.200","    0.000","   19.000","    8.000","   16.000","    0.000","    7.000","    1.000","    6.000","    0.000","    1.000","    6.000","    1.000","   19.000","    0.000","    0.000","    0.000","    6.000","    0.000","    0.000","    0.000","    1.000","    0.000","    6.000","    0.000","    1.000","    0.000","   28.000","    0.000","    1.000","    0.000","   77.000","    0.000","    0.000","  190.000","    0.000","    0.000","    5.000","    6.000","   10.000","   12.000","  101.000","   10.000","33499.960","   86.000","    2.000","   56.000","   16.000","    4.000","    0.000","    0.000","    2.000","    2.000","    2.000","    0.000","    1.000","    6.000","    0.000","    0.000","    0.000","    3.000","    0.000","    0.000","    0.000"
" 5922.725",NA,NA," 1165.000","    5.400","    0.000","   37.000","    6.000","   15.000","    0.000","    7.000","    1.000","   10.000","    1.000","    0.000","    8.000","    2.000","   32.000","    0.000","    0.000","    0.000","   11.000","    0.000","    0.000","    0.000","    0.000","    0.000","   12.000","    0.000","    4.000","    0.000","   45.000","    0.000","    1.000","    1.000","   88.000","    0.000","    0.000","   71.000","    0.000","    1.000","    6.000","   14.000","    1.000","   12.000","  148.000","   19.000","24128.180","   27.000","    0.000","   55.000","   20.000","   13.000","    0.000","    0.000","    5.000","    1.000","    6.000","    0.000","    0.000","    1.000","    0.000","    2.000","    0.000","    4.000","    0.000","    0.000","    0.000"
" 5983.731",NA,NA," 1177.000","    5.400","    0.000","   28.000","   11.000","   18.000","    0.000","   17.000","    1.000","    9.000","    2.000","    0.000","    3.000","    1.000","   31.000","    0.000","    0.000","    0.000","   14.000","    2.000","    0.000","    1.000","    0.000","    0.000","   17.000","    0.000","    3.000","    0.000","   31.000","    0.000","    2.000","    0.000","   81.000","    0.000","    0.000","   81.000","    0.000","    0.000","    1.000","    7.000","   14.000","   13.000","  154.000","    9.000","25745.990","   60.000","    0.000","   67.000","   14.000","    4.000","    0.000","    0.000","    4.000","    1.000","    4.000","    0.000","    0.000","    4.000","    0.000","    0.000","    0.000","    7.000","    0.000","    0.000","    0.000"
" 6110.829",NA,NA," 1202.000","    4.500","    0.000","   27.000","    8.000","   24.000","    0.000","   12.000","    0.000","   12.000","    0.000","    0.000","    6.000","    2.000","   46.000","    1.000","    0.000","    1.000","   16.000","    0.000","    0.000","    1.000","    0.000","    0.000","   12.000","    0.000","    0.000","    0.000","   36.000","    0.000","    0.000","    0.000","  204.000","    0.000","    0.000","  131.000","    0.000","    0.000","    4.000","   11.000","   13.000","   12.000","   92.000","   16.000","12813.770","   87.000","    2.000","   66.000","   11.000","    5.000","    0.000","    0.000","   11.000","    3.000","    7.000","    0.000","    0.000","    2.000","    0.000","    1.000","    0.000","    6.000","    0.000","    0.000","    0.000"
" 6197.255",NA,NA," 1219.000","    5.200","    0.000","   33.000","    6.000","   17.000","    0.000","   15.000","    1.000","   13.000","    1.000","    0.000","    9.000","    2.000","   50.000","    0.000","    0.000","    0.000","   10.000","    1.000","    0.000","    1.000","    0.000","    0.000","   12.000","    0.000","    1.000","    0.000","   46.000","    0.000","    3.000","    2.000","  152.000","    0.000","    0.000","  127.000","    0.000","    0.000","    3.000","    4.000","   13.000","   15.000","   99.000","   23.000","14741.320","   28.000","    0.000","   40.000","   10.000","    5.000","    2.000","    0.000","    3.000","    2.000","    4.000","    0.000","    3.000","    2.000","    0.000","    1.000","    0.000","    2.000","    0.000","    0.000","    0.000"
" 6324.352",NA,NA," 1244.000","    4.400","    0.000","   28.000","    7.000","   17.000","    0.000","   14.000","    0.000","   12.000","    1.000","    0.000","    8.000","    2.000","   48.000","    0.000","    0.000","    1.000","   12.000","    0.000","    0.000","    1.000","    0.000","    0.000","   17.000","    0.000","    0.000","    0.000","   36.000","    0.000","    1.000","    0.000","  210.000","    0.000","    0.000","  107.000","    0.000","    0.000","    6.000","   11.000","   12.000","   27.000","   97.000","   17.000","12549.560","   88.000","    0.000","   77.000","    7.000","    7.000","    0.000","    0.000","    7.000","    3.000","    2.000","    0.000","    1.000","    2.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000"
"6476.868",NA,NA,"1274.000","   5.800","   0.000","  35.000","  16.000","  23.000","   2.000","   6.000","   1.000","  11.000","   0.000","   0.000","   6.000","   2.000","  52.000","   0.000","   0.000","   1.000","  15.000","   1.000","   0.000","   4.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","  39.000","   0.000","   2.000","   0.000"," 245.000","   0.000","   0.000","  74.000","   0.000","   0.000","   1.000","   6.000","  10.000","   7.000"," 110.000","  28.000","8147.227","  62.000","   2.000","  87.000","   8.000","   6.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000"
" 6603.965",NA,NA," 1299.000","    4.000","    0.000","   26.000","   11.000","   16.000","    0.000","   22.000","    0.000","   12.000","    1.000","    0.000","    8.000","    3.000","   49.000","    0.000","    0.000","    0.000","   12.000","    0.000","    0.000","    1.000","    0.000","    0.000","   16.000","    0.000","    0.000","    0.000","   37.000","    0.000","    0.000","    0.000","  153.000","    1.000","    0.000","  104.000","    0.000","    0.000","    6.000","   11.000","   11.000","   15.000","   98.000","   27.000","19493.930","   89.000","    2.000","   71.000","   11.000","    4.000","    0.000","    0.000","   11.000","    4.000","    7.000","    0.000","    0.000","    3.000","    0.000","    0.000","    0.000","    4.000","    0.000","    1.000","    0.000"
"6736.146",NA,NA,"1325.000","   6.100","   0.000","  25.000","   8.000","  14.000","   1.000","   7.000","   1.000","  11.000","   0.000","   0.000","   1.000","   4.000","  48.000","   1.000","   0.000","   3.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   1.000","   0.000","  28.000","   0.000","   4.000","   0.000"," 189.000","   0.000","   0.000"," 170.000","   0.000","   0.000","   4.000","   5.000","   3.000","   9.000","  86.000","  15.000","9783.920","  30.000","   2.000","  79.000","   7.000","   2.000","   0.000","   0.000","   3.000","   3.000","   2.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
" 6863.244",NA,NA," 1350.000","    4.300","    0.000","   28.000","   12.000","   24.000","    0.000","    8.000","    3.000","   13.000","    2.000","    0.000","    8.000","    2.000","   33.000","    2.000","    0.000","    0.000","   23.000","    0.000","    0.000","    1.000","    0.000","    0.000","   14.000","    0.000","    2.000","    0.000","   41.000","    0.000","    0.000","    0.000","  201.000","    0.000","    0.000","  144.000","    0.000","    0.000","    4.000","   12.000","   12.000","   23.000","   83.000","   21.000","14577.430","   90.000","    1.000","   69.000","   18.000","    4.000","    0.000","    0.000","    7.000","    3.000","    8.000","    0.000","    1.000","    3.000","    0.000","    0.000","    0.000","    8.000","    0.000","    0.000","    0.000"
" 6990.341",NA,NA," 1375.000","    5.700","    0.000","   42.000","   21.000","   21.000","    0.000","   15.000","    2.000","   12.000","    2.000","    2.000","   13.000","    3.000","   28.000","    1.000","    0.000","    0.000","    5.000","    0.000","    0.000","    3.000","    0.000","    0.000","   10.000","    0.000","    2.000","    0.000","   66.000","    0.000","    0.000","    0.000","  132.000","    0.000","    0.000","   46.000","    0.000","    0.000","    2.000","    8.000","   16.000","    8.000","  101.000","   33.000","15979.800","   31.000","    0.000","   66.000","   16.000","   11.000","    0.000","    0.000","    8.000","    0.000","    6.000","    0.000","    8.000","    2.000","    0.000","    0.000","    0.000","    2.000","    0.000","    0.000","    0.000"
" 7086.935",NA,NA," 1394.000","    4.400","    0.000","   52.000","   19.000","   26.000","    1.000","   13.000","    0.000","    9.000","    2.000","    0.000","    8.000","    4.000","   33.000","    2.000","    0.000","    0.000","   13.000","    0.000","    0.000","    2.000","    0.000","    0.000","   16.000","    0.000","    0.000","    0.000","   39.000","    0.000","    2.000","    0.000","  107.000","    0.000","    0.000","   36.000","    0.000","    0.000","    4.000","    9.000","   16.000","   17.000","  113.000","   19.000","24629.970","   91.000","    0.000","   88.000","   17.000","    5.000","    0.000","    0.000","    7.000","    2.000","    6.000","    1.000","    2.000","    0.000","    0.000","    0.000","    0.000","    2.000","    0.000","    0.000","    0.000"
" 7214.032",NA,NA," 1419.000","    5.700","    1.000","   77.000","   21.000","   17.000","    0.000","   12.000","    3.000","   11.000","    0.000","    1.000","    7.000","    5.000","   36.000","    0.000","    0.000","    0.000","    5.000","    1.000","    0.000","    2.000","    0.000","    0.000","   16.000","    0.000","    2.000","    4.000","   52.000","    0.000","    2.000","    0.000","  103.000","    0.000","    0.000","   27.000","    0.000","    0.000","    0.000","    6.000","   15.000","   16.000","  112.000","   18.000","20542.270","   32.000","    0.000","   81.000","   14.000","    9.000","    1.000","    0.000","    9.000","    2.000","    8.000","    0.000","    1.000","    1.000","    1.000","    1.000","    0.000","    0.000","    0.000","    0.000","    0.000"
" 7341.128",NA,NA," 1444.000","    4.200","    0.000","   81.000","   13.000","   34.000","    0.000","   10.000","    2.000","    9.000","    1.000","    0.000","    3.000","    3.000","   43.000","    0.000","    0.000","    0.000","   16.000","    1.000","    0.000","    1.000","    0.000","    0.000","    7.000","    0.000","    1.000","    1.000","   37.000","    0.000","    0.000","    0.000","  103.000","    0.000","    0.000","   12.000","    0.000","    0.000","    1.000","    7.000","   17.000","   12.000","  112.000","   14.000","25945.750","   92.000","    0.000","   92.000","   10.000","    6.000","    0.000","    0.000","   11.000","    2.000","    4.000","    0.000","    0.000","    3.000","    0.000","    0.000","    0.000","    1.000","    0.000","    0.000","    0.000"
" 7468.226",NA,NA," 1469.000","    5.700","    0.000","   61.000","   21.000","   31.000","    2.000","   12.000","    3.000","   10.000","    3.000","    0.000","    9.000","    1.000","   68.000","    1.000","    0.000","    0.000","   18.000","    0.000","    0.000","    1.000","    0.000","    0.000","    9.000","    0.000","    4.000","    0.000","   44.000","    0.000","    4.000","    0.000","  177.000","    0.000","    0.000","   12.000","    0.000","    0.000","    3.000","    5.000","   15.000","   16.000","  102.000","   22.000","11751.370","   33.000","    5.000","   53.000","   18.000","   10.000","    0.000","    0.000","   10.000","    3.000","    8.000","    0.000","    4.000","    2.000","    0.000","    1.000","    1.000","    2.000","    0.000","    0.000","    0.000"
" 7595.323",NA,NA," 1494.000","    4.300","    0.000","   57.000","   12.000","   19.000","    0.000","   13.000","    1.000","    9.000","    1.000","    0.000","    4.000","    3.000","   92.000","    0.000","    0.000","    0.000","   21.000","    0.000","    0.000","    1.000","    0.000","    0.000","   11.000","    0.000","    0.000","    0.000","   36.000","    0.000","    2.000","    0.000","  225.000","    0.000","    0.000","   16.000","    0.000","    0.000","    3.000","    5.000","   16.000","   14.000","  127.000","   23.000","11620.380","   93.000","    2.000","   44.000","    9.000","    5.000","    0.000","    0.000","    6.000","    3.000","    8.000","    0.000","    0.000","    6.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000"
" 7722.42",NA,NA," 1519.00","    5.20","    0.00","   68.00","   12.00","   17.00","    0.00","   16.00","    2.00","   12.00","    1.00","    0.00","    8.00","    7.00","   57.00","    0.00","    0.00","    3.00","   14.00","    1.00","    0.00","    2.00","    0.00","    0.00","   12.00","    0.00","    2.00","    0.00","   40.00","    0.00","    3.00","    0.00","  166.00","    0.00","    0.00","   21.00","    0.00","    0.00","    3.00","    6.00","   17.00","   20.00","  115.00","   18.00","13347.38","   34.00","    0.00","   46.00","   18.00","    8.00","    1.00","    0.00","    7.00","    2.00","    7.00","    0.00","    4.00","    6.00","    0.00","    1.00","    0.00","    1.00","    0.00","    2.00","    0.00"
" 7849.517",NA,NA," 1544.000","    4.100","    0.000","   59.000","   19.000","   20.000","    0.000","   21.000","    0.000","   11.000","    1.000","    0.000","    4.000","    3.000","   44.000","    1.000","    0.000","    2.000","   12.000","    0.000","    0.000","    1.000","    0.000","    0.000","   13.000","    0.000","    0.000","    0.000","   33.000","    0.000","    1.000","    0.000","  106.000","    0.000","    0.000","   22.000","    0.000","    0.000","    5.000","    6.000","   19.000","   16.000","  139.000","   19.000","25270.490","   94.000","    2.000","   42.000","   13.000","    7.000","    0.000","    0.000","    8.000","    3.000","    9.000","    0.000","    0.000","    3.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000"
" 7976.614",NA,NA," 1569.000","    5.000","    0.000","   40.000","   22.000","   21.000","    1.000","   25.000","    2.000","    9.000","    0.000","    1.000","    7.000","    2.000","   28.000","    0.000","    0.000","    0.000","    4.000","    0.000","    0.000","    2.000","    0.000","    0.000","   22.000","    0.000","    4.000","    0.000","   53.000","    0.000","    0.000","    0.000","  115.000","    0.000","    0.000","   11.000","    0.000","    1.000","    4.000","    6.000","   17.000","   13.000","  145.000","   22.000","20101.960","   35.000","    0.000","   61.000","   13.000","    8.000","    0.000","    0.000","    7.000","    2.000","    8.000","    0.000","    1.000","    0.000","    0.000","    4.000","    2.000","    0.000","    0.000","    1.000","    0.000"
" 8078.292",NA,NA," 1589.000","    4.400","    0.000","   53.000","   20.000","   23.000","    0.000","   17.000","    0.000","   11.000","    0.000","    0.000","    5.000","    2.000","   32.000","    0.000","    0.000","    0.000","   12.000","    0.000","    0.000","    0.000","    0.000","    0.000","   20.000","    2.000","    2.000","    1.000","   27.000","    0.000","    0.000","    0.000","  108.000","    0.000","    0.000","    8.000","    0.000","    0.000","    3.000","    0.000","   21.000","   12.000","  153.000","   23.000","22837.690","   95.000","    0.000","   67.000","   11.000","    4.000","    1.000","    0.000","   12.000","    3.000","    9.000","    0.000","    2.000","    1.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000"
" 8154.55",NA,NA," 1604.00","    5.60","    0.00","   56.00","   26.00","   15.00","    2.00","   11.00","    0.00","   16.00","    0.00","    0.00","    8.00","    1.00","   29.00","    0.00","    0.00","    1.00","   10.00","    1.00","    1.00","    2.00","    0.00","    0.00","   25.00","    0.00","    4.00","    3.00","   45.00","    0.00","    0.00","    0.00","   97.00","    0.00","    0.00","    7.00","    0.00","    0.00","    3.00","    2.00","   20.00","   16.00","  165.00","   26.00","21791.92","   36.00","    0.00","   45.00","   12.00","    6.00","    0.00","    0.00","   11.00","    1.00","   11.00","    0.00","    2.00","    3.00","    0.00","    3.00","    0.00","    2.00","    0.00","    0.00","    1.00"
" 8281.647",NA,NA," 1629.000","    4.300","    0.000","   63.000","   19.000","   20.000","    0.000","    9.000","    1.000","   12.000","    0.000","    0.000","    6.000","    2.000","   51.000","    0.000","    0.000","    1.000","   14.000","    1.000","    0.000","    1.000","    0.000","    0.000","   17.000","    0.000","    0.000","    0.000","   48.000","    0.000","    0.000","    0.000","  131.000","    0.000","    0.000","   11.000","    0.000","    0.000","    4.000","    6.000","   23.000","   10.000","  141.000","   24.000","20387.530","   96.000","    1.000","   38.000","    8.000","    7.000","    0.000","    0.000","   12.000","    3.000","   11.000","    0.000","    2.000","    1.000","    0.000","    1.000","    0.000","    1.000","    0.000","    1.000","    0.000"
" 8408.744",NA,NA," 1654.000","    5.200","    0.000","   67.000","   21.000","   16.000","    0.000","   25.000","    0.000","    6.000","    0.000","    0.000","    7.000","    3.000","   54.000","    1.000","    0.000","    2.000","   16.000","    1.000","    0.000","    3.000","    0.000","    0.000","    7.000","    0.000","    3.000","    0.000","   47.000","    0.000","    3.000","    0.000","  143.000","    0.000","    0.000","   13.000","    0.000","    0.000","    3.000","    5.000","   16.000","   11.000","  132.000","   25.000","15244.260","   37.000","    0.000","   41.000","   10.000","    6.000","    0.000","    0.000","    4.000","    2.000","    8.000","    0.000","    0.000","    2.000","    0.000","    1.000","    1.000","    1.000","    0.000","    0.000","    0.000"
" 8535.842",NA,NA," 1679.000","    4.200","    0.000","   53.000","   17.000","   20.000","    1.000","   22.000","    0.000","    6.000","    0.000","    0.000","    3.000","    3.000","   64.000","    0.000","    0.000","    3.000","   14.000","    0.000","    0.000","    2.000","    0.000","    0.000","   11.000","    0.000","    3.000","    0.000","   33.000","    0.000","    0.000","    0.000","  157.000","    0.000","    0.000","   10.000","    0.000","    0.000","    2.000","    4.000","   17.000","    9.000","  127.000","   28.000","16119.920","   97.000","    1.000","   42.000","   12.000","    8.000","    0.000","    0.000","    8.000","    2.000","   10.000","    0.000","    2.000","    1.000","    0.000","    1.000","    0.000","    0.000","    0.000","    0.000","    0.000"
"8662.938",NA,NA,"1704.000","   5.700","   0.000","  36.000","   9.000","  17.000","   1.000","  19.000","   0.000","   5.000","   1.000","   0.000","   4.000","   5.000","  86.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   1.000","   0.000","   0.000","  15.000","   0.000","   5.000","   3.000","  48.000","   0.000","   0.000","   0.000"," 214.000","   0.000","   0.000","  14.000","   0.000","   1.000","   3.000","   2.000","  12.000","  10.000"," 129.000","  31.000","8714.114","  38.000","   2.000","  31.000","   6.000","   7.000","   0.000","   0.000","   1.000","   1.000","   6.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000"
" 8790.035",NA,NA," 1729.000","    4.100","    0.000","   52.000","   10.000","   19.000","    0.000","   25.000","    0.000","   12.000","    1.000","    0.000","    4.000","    3.000","  104.000","    0.000","    0.000","    2.000","    7.000","    1.000","    0.000","    1.000","    0.000","    0.000","   15.000","    0.000","    5.000","    0.000","   41.000","    0.000","    0.000","    0.000","  213.000","    0.000","    0.000","   14.000","    0.000","    0.000","    2.000","    7.000","   18.000","    8.000","  149.000","   31.000","13576.040","   98.000","    3.000","   37.000","    6.000","    6.000","    0.000","    0.000","    7.000","    1.000","    5.000","    0.000","    1.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000","    0.000"
"8917.133",NA,NA,"1754.000","   5.100","   0.000","  34.000","  15.000","   8.000","   0.000","  24.000","   0.000","   7.000","   2.000","   0.000","   9.000","   3.000"," 169.000","   0.000","   0.000","   2.000","   6.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","  29.000","   0.000","   0.000","   0.000"," 397.000","   0.000","   0.000","  13.000","   0.000","   0.000","   1.000","   4.000","  10.000","   3.000","  64.000","  25.000","4901.132","  39.000","   3.000","  40.000","   8.000","   8.000","   0.000","   0.000","   2.000","   2.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"
