"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Adansonia digitata","Adenium","Aerva type","Aeschynomene","Alchornea","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Ambrosia t.","Ammannia t.","Anacardiaceae undiff.","Anthostema","Artemisia","Asteroideae undif.","Asystasia","Balanites","Blighia","Bombax","Bridelia","Caesalpinia","Caesalpinioideae","Caperonia","Capparaceae undif.","Caryophyllaceae undif.","Cassia","Cayratia","Ceiba","Celastraceae undif.","Celtis","Centaurea","Chrysobalanus t.","Cichorieae","Cissus t.","Cleome","Clusiaceae undif.","Combretaceae","Commelina","Cyperaceae","Detarium","Dialium","Dichrostachys","Diospyros/Euclea t.","Elaeis","Erythrococca/Micrococca","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Ficus","Galium t.","Gardenia","Grewioideae","Harungana","Indeterminable","Ipomoea","Justicia t.","Kedrostis","Kohautia","Lamiaceae undif.","Landolphia","Lannea","Lepisanthes","Lophira","Lotus t.","Macaranga","Mallotus","Malva undif.","Maytenus","Meliaceae undif.","Mitracarpus","Mitragyna/Hallea","Monoletes","Moraceae undif.","Musanga","Myriophyllum alterniflorum t.","Myrtaceae undif.","Nauclea","Nymphaea","Ocimum","Onagraceae","Ormocarpum t.","Pancovia","Parkia","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phyllanthus undif.","Plantago","Poaceae","Polygala","Polygonum t.","Portulacaceae t.","Potamogeton","Prosopis t.","Pseudospondias microcarpa","Resedaceae undiff.","Rhamnaceae undif.","Rhizophora","Rubiaceae undif.","Rutaceae undif.","Salix","Salvadora","Sapindaceae undif.","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Sesbania","Sorindeia juglandifolia","Spergularia t.","Spermacoce","Spores","Syzygium t.","Tabernaemontana","Tamarix","Tapinanthus","Teclea","Tetracera alnifolia","Thickness (cm) [cm]","Tilia","Treculia","Trema","Trifolium t.","Triletes","Typha","Uapaca","Urtica t.","Verbena t.","Verbenaceae undif.","Vitaceae undif.","Ximenia","Zanthoxylum","Zygophyllaceae undif.","Zygophyllum t."
"3992.656"," 120.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  48.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","  67.000","   3.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   1.000","   0.000","  55.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","  62.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  32.000","   0.000","  81.000","   0.000","   0.000","   0.000","   0.000","   2.000","   6.000"," 102.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   2.000","   0.000","  67.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   5.000","  32.000","   1.000","   3.000","   0.000","   0.000","  17.000","   2.000","   0.000","   5.000","   0.000","   1.000","   1.000","   2.000","  39.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000"
"4177.708"," 131.000","   0.000","   0.000","   0.000","   0.000","   1.000","  19.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 100.000","   0.000","   0.000","   1.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","  69.000","   1.000","   2.000","   0.000","   6.000","   0.000","   0.000","  99.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","  53.000","   0.000","   0.000","   0.000","   1.000","   1.000","   1.000","  36.000","   0.000","   0.000","  13.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","  87.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   4.000","  84.000","   0.000","   0.000","   0.000","   2.000","  19.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000"
"4541.355"," 148.000","   0.000","   0.000","   0.000","   0.000","   0.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","  71.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000"," 102.000","   2.000","   0.000","   0.000","   5.000","   0.000","   0.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   7.000","   0.000","  89.000","   0.000","   0.000","   0.000","   0.000","   6.000","   8.000","  47.000","   0.000","   1.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   5.000","   0.000","  88.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   5.000","   4.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","  54.000","   0.000","   6.000","   0.000","   0.000","  10.000","   2.000","   0.000","   5.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000"
"4837.711"," 161.000","   0.000","   4.000","   0.000","   0.000","   0.000","  63.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  41.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   4.000","   1.000","  75.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","  86.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","  43.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","  39.000","   1.000","   0.000","   0.000","   0.000","   4.000","   4.000","  49.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000","   0.000","  73.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   2.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   2.000","  85.000","   0.000","   5.000","   0.000","   1.000","  13.000","   2.000","   0.000","   4.000","   2.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"5042.88"," 170.00","   0.00","   0.00","   0.00","   0.00","   0.00","  37.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  11.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   4.00","   1.00"," 150.00","   0.00","   0.00","   1.00","   0.00","   6.00","   2.00","   0.00","   0.00","   0.00","  74.00","   0.00","   4.00","   0.00","   5.00","   1.00","   0.00","  36.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","  40.00","   0.00","   0.00","   0.00","   0.00","   1.00","   8.00"," 145.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   1.00","   0.00","  84.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   1.00","   0.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   2.00","   7.00","  62.00","   0.00","   6.00","   0.00","   0.00","   7.00","   2.00","   0.00","   4.00","   0.00","   0.00","   0.00","   5.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00"
"5430.422"," 187.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  62.000","   0.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   0.000","  61.000","   2.000","   4.000","   0.000","   6.000","   1.000","   0.000","  73.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   1.000","   0.000","  52.000","   1.000","   0.000","   0.000","   0.000","   2.000","   4.000","  28.000","   0.000","   0.000","   3.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","  61.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000"," 107.000","   0.000","   1.000","   0.000","   1.000","  25.000","   2.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000"
"5498.812"," 190.000","   0.000","   0.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  72.000","   2.000","   0.000","   0.000","   1.000","   0.000","   4.000","   2.000","   0.000","   0.000","  70.000","   0.000","   5.000","   0.000","   5.000","   2.000","   0.000","  50.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","  50.000","   0.000","   0.000","   0.000","   0.000","   3.000","   9.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","  72.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   5.000","  94.000","   0.000","   1.000","   0.000","   0.000","  20.000","   2.000","   0.000","   5.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"
"5795.167"," 203.000","   0.000","   0.000","   0.000","   0.000","   0.000","  56.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  46.000","   4.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","  92.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","  56.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  78.000","   0.000","   0.000","   1.000","   0.000","   1.000","   3.000","  26.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   3.000","   0.000","  58.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","  16.000","   2.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","  59.000","   0.000","   3.000","   0.000","   0.000","  28.000","   2.000","   2.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000"
"6000.336"," 212.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  94.000","   0.000","   0.000","   0.000","   9.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 297.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","  32.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","  32.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","  92.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  79.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   7.000","   0.000","   0.000"
"6114.319"," 217.000","   0.000","   0.000","   0.000","   0.000","   0.000","  37.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","  47.000","   2.000","   1.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 195.000","   1.000","   2.000","   0.000","   1.000","   2.000","   0.000","  56.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   0.000","   0.000","   0.000","   4.000","   4.000","  25.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  53.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000"," 101.000","   0.000","   4.000","   0.000","   0.000","  14.000","   2.000","   0.000","   4.000","   0.000","   0.000","   3.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000"
"6319.488"," 226.000","   0.000","   0.000","   0.000","   0.000","   0.000","  52.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","  58.000","  10.000","   0.000","   0.000","   1.000","   4.000","   3.000","   0.000","   0.000","   0.000","  33.000","   0.000","   2.000","   0.000","   0.000","   3.000","   1.000","  93.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 341.000","   1.000","   0.000","   0.000","   0.000","   0.000","  11.000","  32.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  46.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   9.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","  68.000","   0.000","   9.000","   0.000","   0.000","  18.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"
"6547.454"," 236.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","  22.000","   7.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  45.000","   0.000","   5.000","   0.000","   1.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 158.000","   0.000","   0.000","   2.000","   0.000","   0.000","  25.000","  37.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  10.000","   0.000","   2.000","   0.000","  36.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 313.000","   0.000","   2.000","   0.000","   0.000","  25.000","   2.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000"
"6889.402"," 251.000","   0.000","   0.000","   0.000","   0.000","   0.000","  53.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  16.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000"," 110.000","   4.000","   0.000","   0.000","   2.000","   5.000","   3.000","   1.000","   0.000","   0.000","  97.000","   0.000","   4.000","   0.000","   1.000","   4.000","   0.000","  57.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   5.000","   2.000","  64.000","   0.000","   0.000","   0.000","   0.000","   1.000","   7.000","  76.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","  49.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   6.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   2.000","  80.000","   0.000","   2.000","   0.000","   0.000","  20.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000"
"7254.148"," 267.000","   0.000","   0.000","   0.000","   0.000","   0.000","  52.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","  43.000","   8.000","   0.000","   0.000","   4.000","   1.000","   0.000","   1.000","   0.000","   0.000","  49.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 124.000","   0.000","   0.000","   0.000","   0.000","   2.000","   6.000","  45.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","  30.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 110.000","   0.000","   2.000","   0.000","   0.000","  12.000","   2.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000"
"7573.3"," 281.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","  51.0","   5.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","  54.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","  25.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0"," 208.0","   0.0","   0.0","   0.0","   0.0","   1.0","   9.0","  38.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","  37.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0"," 239.0","   0.0","   2.0","   0.0","   0.0","  24.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"7869.655"," 294.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   4.000","  57.000","  11.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","  79.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 142.000","   0.000","   0.000","   1.000","   0.000","   2.000","   2.000"," 165.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 241.000","   0.000","   0.000","   0.000","  50.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 125.000","   0.000","   2.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  11.000","   0.000","   0.000"
"8029.231"," 301.000","   0.000","   0.000","   0.000","   0.000","   0.000","  44.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   8.000","   2.000","  42.000","   6.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","  68.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","  21.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000"," 143.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000"," 108.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   1.000","  96.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000"," 380.000","   0.000","  11.000","   0.000","   0.000","  16.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000"
"8166.011"," 307.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 140.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   3.000"," 117.000","  12.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000"," 235.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","  73.000","   4.000","   0.000","   0.000","   0.000","   1.000","   1.000","   4.000","   0.000","   0.000","   0.000"," 318.000","   0.000","   0.000","   0.000","   0.000","   5.000","   2.000"," 321.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","  95.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   6.000"," 364.000","   0.000","  16.000","   0.000","   0.000","  38.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000"
