"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Celtis","Centaurea","Centranthus t.","Ceratonia","Chamaerops","Cichorieae","Cistaceae","Citrus","Convolvulaceae","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Ficus","Filipendula t.","Fraxinus","Fungi","Genisteae","Gentiana t.","Geranium","Hedera","Heliotropium","HippophaÃ« rhamnoides","Humulus","Hydrocotyle","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Juncaceae","Lamiaceae undif.","Ligustrum","Linum t.","Lotus t.","Lycium","Lycopodium spike","Lycopodium tablets","Lysimachia","Lythrum","Malva undif.","Matthiola","Mercurialis","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nymphaea","Olea t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Pinus","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Populus","Potamogeton","Potentilla t.","Protist","Prunus t.","Psoralea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Ribes","Riccia","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Searsia","Secale","Solanum","Sparganium","Spergularia t.","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valeriana","Viburnum","Viola","Vitis","Zea","charcoal"
" -53.000",NA,NA,"  0.00","1","0","0","0","0","0","17","2","7","0","7","0","0","7","0","7","0","0","0","37","0","0","1","0","0","1","2","0","0","0","1","0","25","1","0","0","0","0","33","2","12","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","862","0","0","0","0","0","3","0","0","0","0","0","0","65","0","0","0","2","0","0","0","0","12","0","0","0","0","24","3","0","0","0","0","0","0","2","0","0","4","2","1","0","0","0","0","0","0","0","8","2","2","1","0","0","0","1","0","10","1","9","0","0","0","0","0","0","0","0","8","0","0","0","0","3","0","0"
" -42.043",NA,NA,"  8.00","1","0","0","0","1","1","11","0","1","0","4","0","0","2","0","4","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","1","15","3","0","0","0","0","13","0","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","827","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","7","2","2","0","0","6","2","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0"
" -31.087",NA,NA," 16.00","1","0","0","0","0","0","21","1","8","0","0","0","0","21","0","19","0","1","0","55","0","0","1","0","0","0","1","0","0","0","0","1","34","3","0","0","1","0","18","0","9","0","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1585","0","0","2","0","0","3","0","1","0","0","0","0","48","0","1","0","0","1","0","0","0","9","2","0","0","0","20","6","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0"
" -20.130",NA,NA," 24.00","1","0","0","0","0","1","45","3","0","0","0","0","0","1","0","8","0","0","0","111","0","0","0","0","0","1","0","0","0","0","0","1","44","3","0","0","0","0","11","2","9","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1249","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","14","0","5","0","0","31","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","14","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","0","0"
"  -9.174",NA,NA," 32.00","1","0","0","0","0","0","23","1","2","0","1","0","0","0","0","20","0","0","0","86","0","0","0","0","0","1","1","0","0","0","0","0","24","12","0","0","0","0","4","0","26","0","0","3","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","910","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","6","0","10","0","0","21","5","0","0","0","0","0","0","0","0","0","5","13","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"   1.783",NA,NA," 40.00","1","0","0","0","1","0","31","0","2","0","10","0","0","1","1","10","0","1","1","20","0","0","0","0","0","1","2","0","0","0","0","2","38","2","0","1","0","0","10","3","6","0","1","4","1","6","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","485","0","0","2","0","0","1","0","0","0","0","0","0","89","0","0","1","0","0","0","0","0","14","4","4","0","0","25","2","0","1","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","10","0","0","0","0","3","0","0"
"  12.739",NA,NA," 48.00","1","0","0","0","0","1","41","4","2","0","6","0","0","21","0","18","0","0","1","91","0","0","0","0","0","0","3","3","0","0","0","4","68","4","0","0","0","0","20","4","3","0","0","4","1","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2386","0","0","0","0","0","7","0","0","0","0","0","0","23","0","1","0","1","4","0","0","0","8","0","0","0","0","46","11","0","0","0","0","0","0","0","0","2","3","4","0","0","0","0","0","0","0","0","16","1","5","0","0","0","0","0","0","16","0","39","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0"
"  23.696",NA,NA," 56.00","1","0","0","0","0","0","23","1","0","0","0","0","0","3","0","17","0","1","0","83","0","0","0","0","0","1","1","0","0","0","0","0","27","3","0","0","0","0","11","0","5","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1337","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","8","0","3","0","0","25","11","0","0","0","0","0","0","0","0","2","6","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","2","1","7","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"  34.652",NA,NA," 64.00","1","0","0","0","0","0","40","2","0","0","4","0","0","2","0","25","0","0","0","109","0","0","0","0","0","0","1","0","0","0","0","1","86","5","0","0","0","0","6","1","6","0","0","4","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2008","0","0","0","0","0","4","0","0","0","0","0","0","70","0","0","0","0","4","0","0","0","12","4","0","0","0","40","13","0","0","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","0","24","0","1","0","0","0","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  45.609",NA,NA," 72.00","1","0","0","0","0","0","29","2","1","0","5","0","0","3","0","32","0","0","0","103","0","0","0","0","0","1","1","0","0","0","0","0","62","10","0","0","0","0","2","1","3","0","0","3","1","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1622","0","0","0","0","0","4","0","0","0","0","0","0","14","2","1","0","0","2","0","0","0","13","0","1","0","0","69","14","0","0","0","0","0","0","0","0","3","0","4","1","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0"
"  56.565",NA,NA," 80.00","1","0","0","0","0","1","16","0","2","0","1","0","0","5","0","5","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","22","4","0","0","0","0","3","1","3","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345","0","0","0","0","0","1","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","4","1","1","0","0","41","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0"
"  67.522",NA,NA," 88.00","1","0","0","0","0","0","22","0","0","0","5","0","0","2","0","20","0","0","2","48","0","0","0","0","0","0","1","0","0","0","0","3","70","6","0","0","0","0","5","2","4","0","0","0","0","6","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","2819","0","0","0","0","0","6","0","0","0","0","0","0","22","0","1","0","0","9","0","0","0","4","1","2","0","0","47","8","0","0","0","0","0","0","0","0","2","6","4","1","0","0","0","0","0","0","0","9","0","5","0","0","0","0","0","0","2","0","16","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0"
"  78.478",NA,NA," 96.00","1","0","0","0","0","0","19","0","0","0","4","0","0","0","0","6","0","0","0","66","0","0","0","0","0","0","0","0","0","0","0","2","41","2","0","0","0","0","8","3","6","0","0","2","0","1","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1159","0","0","0","0","0","3","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","1","6","2","0","0","28","11","0","0","0","0","0","0","0","0","6","1","1","0","0","0","0","0","0","0","0","6","13","2","0","0","0","0","0","0","6","1","0","0","2","0","0","0","0","0","0","3","0","0","0","0","3","0","0"
"  89.435",NA,NA,"104.00","1","0","0","0","0","0","22","1","5","0","6","0","0","2","0","15","0","1","0","45","0","0","0","0","0","0","1","0","0","0","0","4","75","22","0","0","0","0","9","0","10","0","0","9","0","3","0","0","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","3","0","0","0","0","2760","0","0","1","0","0","4","0","0","0","0","0","0","45","0","1","0","0","7","0","0","0","10","1","5","0","0","53","6","0","0","0","0","0","0","0","0","0","7","2","0","0","0","0","0","0","0","0","34","11","3","0","0","1","0","1","0","18","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","3","0","0"
" 100.391",NA,NA,"112.00","1","0","1","0","0","0","9","0","6","0","4","0","0","1","0","7","0","0","0","18","0","0","0","0","0","1","5","1","0","0","0","0","38","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1151","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","1","1","0","0","0","2","0","1","0","0","10","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","12","0","0","0","0","3","0","0","0","6","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0"
" 111.348",NA,NA,"120.00","1","0","0","0","0","0","11","0","4","0","3","0","0","0","2","15","0","0","0","35","0","0","0","0","0","0","0","0","0","1","0","0","54","6","1","0","0","0","2","0","2","0","0","6","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","680","0","0","0","0","0","0","0","0","0","0","0","0","7","0","2","0","1","0","0","0","0","4","1","1","0","0","11","6","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","14","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
" 122.304",NA,NA,"128.00","1","0","0","0","0","0","10","1","2","0","4","0","0","0","0","18","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","2","93","11","1","0","0","0","1","0","4","0","0","2","0","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1854","0","0","0","0","0","10","0","0","0","0","0","0","38","0","1","0","0","2","0","0","0","3","0","7","0","0","45","4","0","0","0","0","0","0","0","0","0","3","3","2","0","0","0","0","0","0","1","31","1","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
" 133.261",NA,NA,"136.00","1","0","0","0","0","0","12","0","3","0","4","0","0","0","0","20","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","71","6","0","0","0","0","0","0","7","0","0","3","0","2","0","0","5","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1613","0","0","0","0","0","6","0","0","0","0","0","0","47","0","1","0","0","0","0","0","0","5","0","2","0","0","38","2","0","0","0","0","0","0","0","0","0","8","3","1","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","5","0","0"
" 144.217",NA,NA,"144.00","1","0","0","0","0","0","11","0","8","0","8","0","0","0","0","32","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","2","81","9","0","0","0","0","0","1","8","0","0","4","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2093","0","0","0","0","0","6","0","0","0","1","0","0","44","0","1","0","0","2","0","0","0","3","0","0","0","0","29","4","0","0","0","0","0","0","0","0","0","11","4","0","0","0","0","0","0","0","1","25","0","5","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","12","0","0"
" 155.174",NA,NA,"152.00","1","0","0","0","0","0","10","0","4","0","10","0","0","3","0","25","0","0","0","17","0","0","0","0","0","0","7","0","0","0","0","1","38","10","0","0","0","0","9","0","5","0","0","3","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","938","0","0","0","0","0","0","0","0","0","0","0","0","25","4","1","0","0","0","0","0","0","5","0","5","0","0","26","4","0","0","0","0","0","0","0","0","2","5","3","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
" 166.130",NA,NA,"160.00","1","0","0","0","0","1","14","0","11","2","5","0","0","5","0","12","0","0","0","12","1","0","1","0","0","0","1","0","0","0","0","8","120","11","0","0","0","0","5","2","5","0","0","14","3","0","0","2","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","0","1","0","880","0","0","0","0","0","3","0","0","0","0","0","0","74","0","7","0","0","0","0","0","0","3","2","2","0","0","37","6","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0"
" 177.087",NA,NA,"168.00","1","0","0","0","0","0","13","0","1","1","0","0","0","0","0","23","0","0","0","31","0","0","0","2","0","0","1","0","0","0","0","3","85","9","0","0","0","4","7","2","4","0","0","1","4","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","720","0","0","0","0","0","1","0","0","0","0","0","0","7","0","1","0","0","2","0","0","0","2","8","3","0","0","55","4","0","0","0","0","2","0","0","0","0","5","4","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","2","0","0"
" 188.043",NA,NA,"176.00","1","0","0","0","0","0","10","0","3","1","6","0","0","0","0","6","0","0","0","37","0","0","0","0","0","1","4","0","0","0","0","11","63","12","0","0","0","0","7","8","9","1","0","0","4","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","886","0","0","0","0","0","1","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","3","3","5","0","0","59","0","0","0","0","0","0","0","0","0","5","6","29","0","0","0","0","0","0","1","1","10","0","2","0","0","6","0","0","0","7","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","1","0","0"
" 199.000",NA,NA,"184.00","1","0","0","0","0","0","11","0","4","1","16","0","0","0","0","7","0","0","0","33","0","0","0","0","0","1","3","0","0","0","0","4","60","17","1","0","0","0","3","1","3","0","0","3","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","751","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","1","3","0","0","0","4","3","2","0","0","48","6","0","0","0","0","0","0","0","0","0","5","14","0","0","0","0","0","0","0","0","19","0","0","0","0","9","0","0","0","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3","0","0"
" 209.957",NA,NA,"192.00","1","0","0","0","0","0","10","2","2","2","0","0","0","0","0","8","0","0","0","27","0","0","0","0","0","0","3","0","0","0","0","14","62","5","0","0","0","0","4","4","4","0","0","8","2","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","752","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","4","0","0","0","3","0","4","0","0","48","3","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","15","1","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","2","0","0"
" 220.913",NA,NA,"200.00","1","0","0","0","0","0","22","0","4","0","11","0","0","1","1","32","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","4","90","12","0","0","0","1","9","0","3","0","0","3","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","486","0","0","0","0","0","0","0","0","0","0","0","0","10","0","3","0","0","0","1","0","0","3","0","5","0","0","17","8","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0"
" 231.870",NA,NA,"208.00","1","0","0","0","0","0","11","0","3","0","4","0","0","4","1","14","0","0","0","37","0","0","0","2","0","0","2","0","0","0","0","6","75","13","0","0","0","0","2","2","13","0","0","9","0","0","0","0","1","0","1","0","5","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","619","0","0","0","0","0","1","0","0","0","0","0","0","24","0","1","0","0","2","0","0","0","4","3","7","0","0","65","7","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","1","13","0","0","0","0","2","0","0","0","3","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
" 242.826",NA,NA,"216.00","1","0","0","0","0","1","6","0","2","0","6","0","0","13","0","6","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","7","13","4","0","0","0","0","3","1","17","0","0","13","2","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","0","1","0","0","0","0","5","0","0","0","0","584","0","0","0","0","0","2","0","0","0","0","0","0","26","0","5","0","0","4","0","0","0","2","18","13","0","0","72","6","0","0","0","0","0","0","0","0","0","15","6","0","0","0","0","0","0","0","2","13","37","3","0","0","1","0","0","0","5","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" 253.783",NA,NA,"224.00","1","0","0","0","0","0","10","0","4","0","3","0","0","10","0","5","0","0","0","18","0","0","1","2","0","0","0","0","0","0","0","6","26","4","0","0","0","0","5","1","15","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","543","0","0","0","0","0","3","0","0","0","0","0","0","13","1","0","0","2","0","0","0","0","4","16","13","0","0","83","4","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0","0","0","0","1","15","19","2","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","7","0","0","0","0","1","0","0"
" 298.595",NA,NA,"234.00","1","0","0","0","0","0","8","0","10","0","9","0","0","7","0","10","0","0","0","8","0","0","7","0","1","0","0","0","0","0","0","5","22","3","0","0","0","1","5","1","8","0","0","2","1","0","2","5","0","1","4","0","0","0","0","6","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","0","1","0","354","0","0","0","0","0","2","0","0","0","1","0","0","10","0","3","0","1","0","0","0","0","1","23","29","0","0","60","4","0","0","0","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","11","23","1","0","0","0","0","0","0","2","0","8","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0"
" 390.083",NA,NA,"244.00","1","0","0","0","2","0","19","0","0","0","4","0","0","7","0","3","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","6","13","6","0","0","0","0","7","2","9","0","0","3","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","475","0","0","0","0","0","1","0","0","0","0","0","0","7","0","1","0","0","4","0","0","0","4","19","6","0","0","41","11","0","0","0","0","0","0","0","0","5","12","4","0","0","0","0","0","0","0","0","29","6","0","0","0","2","0","0","0","1","0","6","0","1","0","0","0","0","0","0","3","0","0","0","0","1","0","0"
" 518.167",NA,NA,"258.00","1","0","0","0","0","1","122","0","3","0","7","0","0","6","0","17","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","8","4","5","0","0","0","0","5","0","17","0","0","4","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","730","0","0","0","0","0","1","0","0","0","0","0","0","11","0","5","0","0","6","0","0","0","3","25","23","0","0","51","1","0","1","0","0","0","0","0","0","4","30","10","0","0","0","0","0","0","0","0","19","7","1","0","0","1","0","0","0","2","0","5","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
" 554.762",NA,NA,"262.00","1","0","0","0","0","1","107","0","1","2","6","0","0","5","1","6","0","3","0","6","0","0","0","0","0","0","0","0","0","0","0","2","11","18","0","0","0","0","2","0","6","0","0","1","1","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","713","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","15","2","0","0","43","2","0","0","0","0","0","0","0","0","1","5","6","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","2","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
