"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Cedrus","Centaurea","Chamaerops","Cichorieae","Cistaceae","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fraxinus","Geraniaceae undif.","Hedera","Lamiaceae undif.","Ligustrum","Lythrum","Malva undif.","Myriophyllum undif.","Myrtaceae undif.","Olea t.","Onagraceae","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tilia","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"7087","7192","6975","1150","   0","   0","   9","   0"," 198","  23","  25","  15","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   6","   0","   0","   0","   2","   0","   1","  10","   0","   0","   0","   1","   0","   7","   0","   0","   0","   1","   0","   0","   0","   0","   0","  29","   0","   0","   0","   5","   0","  18","  17","   1","  50","   0","   0","   0","   4","  15","  26","   0","   0","   0","   0","   3","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"7128","7232","7020","1160","   0","   0","  38","   0"," 185","  31","  11","   9","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   5","   4","   0","   0","   1","   0","   0","  11","   0","   0","   5","   1","   0","   3","   2","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   2","   0","  16","  16","   2","  37","   2","   0","   0","   2","  15","  51","   0","   0","   0","   0","   2","   0","   0","  27","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0"
"7169","7270","7062","1170","   0","   0","  39","   0"," 144","  15","  11","   4","   0","   0","   1","   0","   0","   0","   0","   0","   0","   6","   0","   6","   3","   0","   1","   0","   0","   0","   8","   0","   0","   0","   0","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","  33","   0","   0","   0","  10","   0","  11","  11","   0"," 102","   9","   0","   1","   0","  14","  32","   0","   0","   0","   0","   1","   3","   0","  19","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0"
"7210","7309","7105","1180","   0","   0","  18","   0"," 252","  56","  18","  15","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  12","  12","   0","   0","   1","   0","   0","  11","   0","   0","  13","   5","   0","   2","   5","   0","   0","   0","   1","   0","   0","   0","   0","  32","   0","   0","   0","   4","   0","  27","  12","   3","  45","   3","   0","   0","   4","  10","  61","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0"
"7252","7348","7148","1190","   0","   0","  43","   0"," 113","  19","  17","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   4","   0","   0","   0","   0","   2","  22","   0","   0","   3","   0","   0","   0","   2","   0","   0","   2","   0","   0","   0","   0","   0","  31","   0","   0","   0","   5","   0","  27","  31","   1","  52","   3","   0","   0","   0","  46","  24","   2","   0","   1","   0","   1","   0","   0","  22","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"7293","7388","7192","1200","   0","   0","  37","   3"," 161","  99","  23","  10","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","  11","   5","   0","   0","   0","   0","   0","   3","   0","   0","   9","   0","   0","   1","   3","   0","   1","   3","   0","   0","   0","   0","   0","  21","   0","   0","   0","   1","   0","  21","  13","   0","  67","   1","   0","   0","   5","  14","  80","   1","   0","   0","   0","   1","   2","   0"," 145","   0","   0","   1","   0","   0","   0","   3","   0","   0","   0"
"7334","7427","7234","1210","   0","   0","   7","   0"," 221","  11","  13","  14","   0","   0","   0","   7","   0","   0","   0","   3","   0","   0","   0","  35","  11","   0","   0","   1","   0","   0","   2","   0","   0","  56","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","  43","   0","   0","   0","   5","   0","  22","   3","   2"," 137","   3","   0","   0","   6","  11","  22","   0","   0","   0","   0","   0","   0","   0","  88","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0"
"7375","7467","7277","1220","   0","   0","  11","   0"," 135","  35","  40","  12","   1","   0","   0","   3","   0","   0","   0","   1","   0","   0","   0","   5","  14","   0","   0","   0","   0","   0","   4","   0","   0","  10","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  65","   0","   0","   0","   4","   0","  15","  10","   0","  72","   0","   0","   0","   3","  20","  74","   1","   0","   0","   1","   1","   1","   0"," 621","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1"
"7417","7506","7319","1230","   0","   0","   2","   1","  82","  17","  36","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  10","   0","   0","   0","   0","   1","   7","   0","   0","   3","   0","   0","   3","   2","   0","   0","   1","   0","   0","   0","   0","   0","  77","   0","   0","   0","   6","   0","   8","   4","   0","  49","   0","   0","   0","   8","  16","  56","   0","   0","   1","   0","   2","   0","   0","  20","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0"
"7458","7546","7361","1240","   0","   0","  55","   3"," 424","  38","  19","   8","   0","   0","   0","  20","   0","   0","   0","   2","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  45","   0","   0","  17","   0","   0","   0","   1","   0","   0","   0","   0","   0","   2","   1","   0","  32","   0","   0","   0","   2","   0","  20","  32","   6"," 229","   2","   0","   0","   0","  12","  36","   0","   0","   0","   0","   0","   3","   0"," 344","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"7499","7587","7404","1250","   0","   0","   1","   0","  51","  17","  44","   3","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  10","   4","   0","   0","   0","   1","   2","   7","   0","   0","   1","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   4","   0","   8","   2","   1"," 103","   3","   0","   0","   1","  11","  38","   0","   0","   0","   0","   3","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"7541","7626","7444","1260","   0","   0","   0","   0"," 138","  73","  12","   6","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","  16","   1","   0","   0","   0","   0","   1","  19","   0","   0","  12","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  12","   0","   0","   0","   2","   0","  22","   3","   7","  36","   3","   0","   0","   0","   4","  19","   2","   0","   0","   0","   0","   0","   0"," 276","   0","   0","   0","   1","   0","   0","   3","   0","   0","   0"
"7582","7667","7487","1270","   0","   1","   1","   0","  93","   8","  37","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","  14","   0","   0","   0","   0","   1","   4","   0","   0","   9","   1","   0","   2","   2","   0","   1","   1","   0","   0","   0","   0","   0","  48","   0","   0","   0","   2","   0","  18","   7","   0","  13","   0","   0","   0","   0","  19","  96","   1","   0","   2","   0","   1","   0","   0","   2","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0"
"7623","7709","7529","1280","   0","   0","   1","   0","  68","  20","  20","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   5","  10","   0","   0","   0","   0","   1","   1","   0","   0","  12","   0","   0","   3","   3","   0","   1","   1","   0","   0","   0","   0","   0","  23","   0","   0","   0","   5","   0","  25","   1","   1","  61","   0","   0","   0","   6","  13","  66","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   1"
"7664","7750","7570","1290","   0","   0","   0","   0"," 145","  32","  58","  15","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  10","  15","   0","   0","   0","   0","   2","   9","   0","   0","  12","   1","   0","   1","   3","   0","   0","   1","   0","   0","   0","   0","   0","  45","   0","   0","   0","   4","   0","  12","   1","   0","  51","   1","   0","   0","  16","   6"," 110","   0","   1","   2","   1","   1","   0","   0","   5","   0","   1","   0","   0","   0","   0","   1","   0","   0","   1"
"7788","7877","7695","1320","   0","   0","  11","   1"," 132","  86","  10","  10","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","  11","  10","   0","   0","   0","   0","   0","   7","   0","   0","   8","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  42","   0","   0","   0","   6","   0","  22","  10","   3","  35","   0","   0","   0","   9","   5","  47","   0","   0","   1","   0","   0","   0","   0","  40","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"7829","7921","7738","1330","   0","   0"," 816","   2"," 192","  10","  13","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   0","   0","   2","   0","   1","  15","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   0","   0","   0","   4","   0","  16","  32","   0","  60","   4","   0","   0","   0","  37","  59","   1","   0","   0","   0","   5","   0","   0","   5","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0"
"7871","7963","7778","1340","   0","   0","  15","   2"," 228","  24","  17","  16","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","  25","  11","   0","   1","   0","   0","   0","  18","   0","   0","  15","   3","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   8","   0","   0","   0","   4","   0","  45","  14","   6","  62","   1","   0","   0","   3","   9","  21","   0","   0","   0","   0","   1","   0","   0","  23","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0"
"7912","8005","7800","1350","   0","   0","  14","   0"," 151","  56","   8","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  29","  12","   1","   0","   0","   0","   0","   5","   0","   0","  16","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","  33","   0","   0","   0","   6","   0","  48","   5","   0","  93","   4","   0","   0","   3","   8","  32","   0","   0","   0","   0","   0","   0","   0","  67","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0"
"8029","8120","7939","1360","   0","   0","   2","   0"," 227","  22","  80","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  34","  26","   0","   0","   0","   0","   3","  10","   0","   0","  11","   1","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","  26","   0","   0","   1","   4","   0","  30","   2","   0","  34","   2","   1","   0","   4","   3","  32","   1","   2","   1","   0","   1","   0","   0","   9","   1","   1","   1","   0","   0","   0","   1","   0","   0","   0"
"8165","8252","8078","1370","   0","   0","   1","   0"," 525","   2","  50","  34","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  26","  34","   0","   0","   0","   0","   0","   0","   0","   0","  36","   1","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","  13","   0","   0","   1","   4","   0","   3","   0","   7","  14","   0","   0","   0","  85","   0","  51","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  40","   0","   0","   0"
"8301","8386","8216","1380","   0","   0","   0","   1","  28","  12","  66","  67","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  53","  47","   0","   0","   0","   0","   0","   1","   0","   0","  10","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   6","   0","   0","   0","   1","   0","   1","   0","   0","  17","   4","   0","   0"," 123","   0","  45","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   1","   0","   0"
"8437","8521","8352","1390","   0","   0","   5","   1"," 134","   3","  19","  10","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  13","  14","   0","   0","   0","   0","   0","   3","   0","   0","  13","   3","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23","   0","   0","   0","   4","   0","  40","   8","   1","  20","   8","   0","   0","  19","   3","  22","   0","   0","   0","   0","   0","   0","   0","  40","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0"
"8573","8659","8487","1400","   0","   0","   1","   2"," 312","  25"," 108","  26","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","  58","  15","   0","   0","   1","   1","   2","   0","   0","   0","   2","   1","   1","   5","   0","   0","   0","   5","   0","   0","   0","   0","   0","   8","   0","   0","   0","   1","   0","   4","   3","   3","  24","   0","   0","   0","  21","   4","  54","   0","   0","   1","   0","   3","   0","   0","   1","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0"
"8709","8799","8620","1410","   0","   0","   3","   0"," 149","   8","  49","  28","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  14","  22","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   2","   0","   5","  11","   0","   0","   0"," 105","   0","  18","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0"
"8845","8942","8753","1420","   0","   0","   0","   0"," 263","   3","  13","  34","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 158","  18","   0","   0","   0","   0","   0","   2","   0","   0","   9","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   3","   3","   0","   4","   3","   5","  22","   3","   0","   0","  90","   1","  11","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0"
"8981","9083","8883","1430","   0","   0","   0","   0","  57","  27","  93","  30","   1","   0","   0","   0","   0","   0","   0","   5","   0","   1","   0"," 138","  18","   0","   0","   2","   0","   2","   1","   0","   0","   2","   0","   0","   4","   1","   0","   1","  11","   1","   0","   0","   0","   0","   4","   0","   0","   0","   1","   0","   5","   4","   0","  20","   0","   0","   0","  14","   2","  71","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0"
"9117","9224","9013","1440","   0","   0","   0","   1"," 393","  14","  47","  76","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 156","  29","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","  11","   0","   0","   0","   2","   0","   8","   0","   0","   8","   1","   0","   0","  23","   0","  47","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0"
"9253","9366","9142","1450","   0","   0","   0","   0"," 390","   7","  42","  49","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 462","   5","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   2","   0","   1","   1","   5","  12","   1","   0","   0","  30","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0"
"9390","9508","9271","1460","   0","   0","   0","   0","2249","  55","  98"," 143","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0"," 434","  29","   0","   0","   0","   1","   2","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   3","   0","   0","  20","   0","   1","   0","  27","   2","  54","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0"
"9526","9650","9400","1470","   0","   0","   0","   0"," 203","  20"," 103","  31","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 150","  15","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   1","   0","   5","   1","   0","  17","   3","   0","   0","  32","   0","  69","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0"
"9662","9792","9528","1480","   0","   0","   0","   0"," 112","   1","  18","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 157","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   4","   3","   1","   0","   0","   0","   0","  26","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0"
"9798","9933","9654","1490","   0","   0","   1","   0"," 224","  27"," 109","  49","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 207","  22","   0","   0","   1","   0","   1","   0","   0","   0","   1","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   1","   0","   8","   0","   0","  10","   1","   0","   0","  14","   1","  36","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0"
" 9934","10077"," 9782"," 1500","    0","    0","    0","    0","  493","   61","  108","   45","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","  371","   24","    1","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    6","    0","    0","    0","   44","    0","   45","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    6","    0","    0","    0"
"10070","10221"," 9909"," 1510","    0","    0","    1","    0","   39","    5","   57","   30","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   69","    5","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   16","    0","    0","    0","    1","    0","   13","    1","    0","    5","    0","    0","    0","   80","    0","   18","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    0"
"10206","10366","10037"," 1520","    0","    0","    0","    0","   61","   23","  102","   30","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  187","   15","    0","    0","    0","    0","    1","    0","    0","    0","    3","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    8","    0","    0","    0","    1","    0","    7","    1","    1","    3","    0","    0","    0","   15","    2","   41","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    4","    0","    0","    2"
"10342","10511","10164"," 1530","    0","    0","    4","    0","  222","   25","  117","   31","    2","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","  155","   12","    0","    0","    0","    0","    1","    3","    0","    0","    3","    1","    0","    3","    0","    0","    0","    1","    0","    0","    0","    0","    0","   11","    0","    0","    0","    1","    0","    2","    0","    0","   13","    0","    0","    0","   17","    0","   39","    0","    0","    0","    1","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"10449","10618","10269"," 1540","    0","    0","    0","    0","  135","    7","   22","   14","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  138","    2","    0","    0","    0","    0","    8","    1","    0","    0","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    2","    0","    9","    3","    2","   10","    0","    0","    0","   26","    1","   19","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0"
"10512","10673","10343"," 1550","    0","    0","    0","    0","  133","   13","   63","   22","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  111","   15","    0","    0","    0","    0","    3","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    1","    3","    0","    0","    0","    0","    0","    5","    0","    3","    4","    0","    1","    0","   30","    2","   34","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0"
"10575","10732","10415"," 1560","    0","    0","    1","    0","   80","   25","  158","   37","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   93","   24","    0","    0","    2","    0","    1","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","    3","   12","    0","    0","    0","   27","    0","   40","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"10639","10793","10487"," 1570","    0","    0","    0","    0"," 1680","    5","   57","   81","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","  424","    3","    0","    0","    1","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","   10","    0","    0","    0","    1","    0","    0","    3","    7","   14","    0","    0","    0","   42","    1","   20","    0","    0","    3","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0"
"10702","10853","10553"," 1580","    0","    0","    0","    0","  158","    1","   70","   62","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  344","    7","    0","    0","    0","    0","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    1","    1","    3","    6","    0","    0","    0","   28","    3","   11","    1","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0"
"10765","10915","10616"," 1590","    0","    0","    0","    0","   26","   27","  124","   27","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   77","   33","    0","    0","    0","    0","    1","    1","    0","    0","    1","    0","    0","    1","    1","    0","    0","    4","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    3","    0","    0","   16","    0","    0","    0","   29","    1","   45","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"10828","10981","10679"," 1600","    0","    0","    0","    0","   24","   17","   18","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  135","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    1","   11","    0","    0","    0","   25","    0","   23","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0"
"10892","11050","10740"," 1610","    0","    0","    0","    0","  124","   22","  136","   28","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  129","   13","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    6","    0","    0","    0","    0","    0","    3","    0","    0","    0","    1","    0","    0","    0","    0","   12","    1","    0","    0","   20","    1","   50","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"10955","11121","10801"," 1620","    0","    0","    0","    0","  184","    0","   20","   84","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  204","    7","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    3","    6","    1","    0","    0","   17","    1","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    8","    0","    0","    0"
"11018","11190","10858"," 1630","    0","    0","    0","    0","   72","   15","  164","   39","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  219","   19","    0","    0","    0","    0","    2","    1","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    1","   13","    0","    0","    0","    3","    1","   26","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"11081","11264","10917"," 1640","    0","    0","    0","    1","   40","    0","   45","   72","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","  179","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    4","    0","    0","    0","    0","    0","   11","    0","    0","    6","    0","    0","    0","   27","    6","   31","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"11145","11337","10974"," 1650","    0","    0","    1","    0","   11","    8","   92","   34","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","  117","    8","    0","    3","    1","    0","    1","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","   11","    0","    3","    7","    0","    0","    0","   42","    3","   43","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   22","    0","    0","    0"
"11208","11411","11029"," 1660","    0","    0","    0","    0","   54","    3","   49","   80","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  476","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","   15","    0","    0","    1","    0","    0","    0","    0","    0","    3","    0","    3","    7","    0","    0","    0","   23","    0","   15","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   13","    0","    0","    0"
"11271","11486","11084"," 1670","    0","    0","    0","    0","   21","   19","  141","   44","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","  180","    6","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","   13","    0","    0","    0","    7","    1","   47","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0"
"11334","11563","11138"," 1680","    0","    0","    0","    0","    5","   13","   89","   22","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   51","    7","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    2","    0","    0","    0","    1","    1","   19","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"11398","11640","11190"," 1690","    0","    0","    0","    0","   96","   10","   81","   26","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","  126","   17","    0","    0","    0","    0","    2","    6","    0","    0","    3","    3","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","    3","    0","    8","    3","    1","   28","    2","    0","    0","    5","   12","   44","    0","    0","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0"
"11461","11718","11241"," 1700","    0","    0","    0","    0","   67","    1","   16","   33","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   57","    4","    0","    0","    1","    0","    0","    2","    0","    0","    6","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    4","    4","    4","    8","    0","    0","    0","    3","    1","   14","    0","    1","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0"
