"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Agrimonia","Alchemilla t.","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Callitriche","Cardueae undif.","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Closterium cf. C. rostratum","Closterium idiosporum","Closterium idiosporum-type","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Dyadosporites","Echinops","Echium t.","Ephedra","Erica t.","Erodium","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Fraxinus","Fungi","Fusiformisporites","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geraniaceae undif.","Hedera","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lotus t.","Lycium","Lysimachia","Lythrum","Malva undif.","Mercurialis","Microthyrium-type","Morella","Mougeotia-type","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Parnassia","Paronychieae","Pellaea-type","Petaloid monocot","Phillyrea","Pilularia","Pinus nigra/sylvestris t.","Pinus pinaster","Pistacia","Pluricellaesporites","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Pseudoschizaea","Puccinia","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rhus coriaria","Riccia lamellosa-type","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Sarcocapnos","Scrophulariaceae undif.","Sparganium","Spike tablets","Tamarix","Taxus","Thalictrum","Thecaphora-type","Thymelaeaceae undif.","Tilletia caries-type","Transeauina","Trichuris","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"11120","11246","10991","104"," 1","0","0","0","0","32","0","0","14","0","0","0","0","0","116","0","27","0","0","0","0","0","0","0","0","0","57","0","0","0","21","0","0","0","0","2","2","0","0","0","0","9","0","0","0","0","0","0","0","440","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","83","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","36","0","0","0"
"11659","11815","11509","105"," 1","0","0","0","0","30","0","0","0","0","0","0","0","0","93","0","13","0","0","0","0","0","0","0","0","1","48","0","0","0","20","0","0","0","0","0","2","1","0","0","0","11","0","0","0","0","0","0","0","282","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","0","85","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","0","18","0","0","0"
"12198","12409","11994","106"," 1","0","0","0","0","43","0","0","7","0","0","0","0","0","119","0","26","0","0","0","0","0","0","0","0","0","74","0","0","0","31","0","0","0","0","4","6","2","0","0","0","7","0","0","0","0","0","0","0","536","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","59","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","23","0","0","0"
"12277","12476","12083","107"," 1","0","0","0","0","30","0","0","3","0","0","0","0","0","85","0","9","0","0","0","0","0","0","0","0","0","36","0","0","0","11","0","0","0","0","8","11","0","0","0","0","2","0","0","0","0","0","0","0","235","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178","0","0","0","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","22","0","0","0"
"12355","12544","12172","108"," 1","0","0","0","0","26","0","0","11","0","0","1","0","0","91","0","21","3","0","0","0","0","0","0","0","0","50","0","0","0","20","0","0","0","0","0","1","2","0","0","0","3","0","0","0","0","0","1","0","359","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","4","56","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","24","0","0","0"
"12434","12614","12260","109"," 1","0","0","0","0","25","0","0","2","0","0","0","0","0","39","0","13","1","0","0","0","0","0","0","0","0","16","0","0","0","12","0","0","0","0","2","2","1","2","0","0","0","0","0","0","0","0","0","0","216","0","11","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129","0","0","4","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","19","0","0","0"
"12512","12685","12348","110"," 1","0","0","0","0","39","0","0","6","0","0","0","0","0","44","0","7","4","0","0","0","0","0","0","0","0","31","0","0","0","34","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","235","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","61","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","0","17","0","0","0"
"12591","12756","12432","111"," 1","0","0","0","0","25","0","3","4","0","0","0","0","0","24","0","16","1","0","0","0","0","0","0","0","0","66","0","0","0","26","0","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","70","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","8","0","0","0"
"12669","12828","12514","112"," 1","0","0","0","0","37","0","5","2","0","0","0","0","0","41","0","8","2","0","0","0","0","0","0","0","0","26","0","0","0","11","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","236","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","86","0","0","0","0","0","0","4","0","0","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","12","0","0","0"
"12748","12902","12596","113"," 1","0","0","0","0","15","0","2","0","0","0","0","0","0","20","0","11","1","0","0","0","0","0","0","0","0","22","0","0","0","14","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","320","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","81","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","10","0","0","0"
"12826","12976","12676","114"," 1","0","0","0","0","33","0","4","1","0","0","0","0","0","48","0","9","0","0","0","0","0","0","1","0","0","31","0","1","47","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","167","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","26","0","0","0"
"12905","13050","12755","115"," 1","0","0","0","0","27","0","0","0","0","0","0","0","0","26","0","21","0","0","2","0","0","0","0","0","0","12","0","0","0","26","0","0","0","0","0","8","0","0","0","0","1","0","0","0","0","0","0","0","167","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","6","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0"
"12983","13127","12834","116"," 1","0","0","0","0","27","0","0","5","0","0","0","0","0","27","0","8","1","0","0","0","0","0","0","0","0","18","0","0","0","31","0","0","0","0","2","12","0","0","0","0","0","0","0","0","0","0","0","0","145","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","7","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","12","0","0","0"
"13062","13206","12913","117"," 1","0","0","0","0","28","0","0","1","0","0","0","0","0","23","0","8","3","0","0","0","0","0","0","0","0","13","0","0","0","22","0","0","0","0","1","21","0","0","0","0","2","0","0","0","0","0","0","0","81","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","30","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","12","0","30","0","0","0"
"13140","13288","12992","118"," 1","0","0","0","0","34","0","2","3","0","0","0","0","0","33","0","6","0","0","0","0","0","0","0","0","0","40","0","0","0","22","0","0","0","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","196","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","17","0","0","0"
"13219","13370","13069","119"," 1","0","0","0","0","28","0","0","3","0","0","0","0","0","34","0","7","0","0","0","0","0","0","0","0","0","17","0","0","0","21","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","231","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","0","0","0"
"13297","13456","13145","120"," 1","0","0","0","0","36","0","2","5","0","0","0","0","0","26","0","11","0","0","0","0","0","0","4","0","0","36","0","0","0","36","0","0","0","0","0","12","0","0","0","0","1","0","0","0","0","0","0","0","191","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","128","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","31","0","0","0"
"13376","13542","13217","121"," 1","0","0","0","0","25","0","0","22","0","0","0","0","0","76","0","11","0","0","0","0","0","0","0","0","0","15","1","0","0","31","0","0","0","0","0","11","0","0","0","0","10","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127","0","0","0","72","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","24","0","0","0"
"13454","13630","13287","122"," 1","0","0","0","0","39","0","0","11","0","0","0","0","0","46","0","11","0","0","0","0","0","0","0","0","0","13","0","0","0","25","0","0","0","0","1","6","0","0","0","0","6","0","0","0","0","0","0","0","140","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","12","0","0","0"
"13533","13719","13355","123"," 1","0","0","0","0","29","0","0","6","0","0","0","0","0","87","0","13","0","0","0","0","0","0","0","0","0","21","0","1","0","13","0","0","0","0","0","8","0","0","0","0","11","0","0","0","0","0","0","0","149","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","20","0","0","0"
"13561","13730","13397","124"," 1","0","0","0","0","38","0","0","4","0","0","3","0","0","51","0","8","0","0","0","0","0","0","0","0","0","24","1","0","0","12","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","85","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169","5","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","13","0","0","0"
"13589","13742","13439","125"," 1","0","0","0","0","38","0","0","11","0","0","0","0","0","61","0","8","0","0","0","0","0","0","0","0","0","8","0","1","0","25","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","16","0","0","0"
"13616","13755","13480","126"," 1","0","0","0","0","38","0","0","14","0","0","0","0","0","64","0","11","0","0","0","0","0","0","0","0","0","11","0","0","0","42","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","116","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","10","0","0","0"
"13644","13769","13518","127"," 1","0","0","0","0","36","0","0","4","0","0","0","0","0","22","0","10","1","0","0","0","0","0","0","0","0","18","0","0","0","36","0","0","0","0","3","4","0","0","0","0","2","0","0","0","0","0","0","0","77","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0"
"13672","13786","13555","128"," 1","0","0","0","0","33","0","0","21","0","0","0","0","0","111","0","15","0","0","0","0","0","0","0","0","0","8","1","0","0","17","0","0","0","0","1","2","0","0","0","0","4","1","0","0","0","0","0","0","101","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","11","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","0","0","0"
"13700","13807","13591","129"," 1","0","0","0","0","25","0","0","4","0","0","0","0","0","32","0","8","0","0","0","0","0","0","0","0","0","11","1","0","0","21","0","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","80","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123","8","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"13728","13828","13623","130"," 1","0","0","0","0","34","0","0","11","0","0","0","0","0","69","0","4","1","0","0","0","0","0","0","0","0","7","0","1","0","19","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","136","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","184","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","8","0","0","0"
"13756","13854","13653","131"," 1","0","0","0","0","35","0","0","18","0","0","1","0","0","101","0","1","0","0","0","0","0","0","0","0","0","5","0","0","0","17","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","126","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
"13784","13885","13681","132"," 1","0","0","0","0","23","0","0","18","0","0","0","0","0","91","0","5","0","0","0","0","0","0","0","0","0","15","0","0","0","15","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","153","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","72","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","13","0","0","0"
"13811","13921","13708","133"," 1","0","0","0","0","20","0","0","7","0","0","0","0","0","99","0","4","0","0","0","0","0","0","0","0","0","6","0","0","0","21","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","168","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","8","0","0","32","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0"
"13839","13957","13730","134"," 1","0","0","0","0","23","0","0","8","0","0","0","0","0","89","0","4","0","0","0","0","0","0","0","0","0","8","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","232","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0"
"13867","13993","13748","135"," 1","0","0","0","0","35","0","0","18","0","0","0","0","0","121","0","8","0","0","0","0","0","0","3","0","0","11","1","0","0","16","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","271","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","32","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"14394","14520","14268","136"," 1","0","0","0","0","25","0","0","6","0","0","1","0","0","71","0","6","0","0","0","0","0","0","0","0","0","9","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","311","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
"14921","15064","14780","137"," 1","0","0","0","0","7","0","0","5","0","0","0","0","0","26","0","3","0","0","0","0","0","0","0","0","0","11","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","341","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","13","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"15447","15612","15283","138"," 1","0","0","0","0","16","0","0","4","0","0","1","0","0","61","0","5","1","0","0","0","0","0","0","0","0","12","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","322","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","9","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"15974","16163","15782","139"," 1","0","0","0","0","20","0","0","13","0","0","0","0","0","162","0","5","0","0","0","0","0","0","0","0","0","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","489","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
"16501","16715","16277","140"," 1","0","0","0","0","9","0","0","11","0","0","0","0","0","134","0","7","0","0","1","0","0","0","0","0","0","9","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","508","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","1","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"17028","17269","16771","141"," 1","0","0","0","0","7","0","0","21","0","0","0","0","0","147","0","6","0","0","0","0","0","0","0","0","0","11","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","555","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","2","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"17555","17827","17265","142"," 1","0","0","0","0","7","0","0","4","0","0","0","0","0","52","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","799","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"18081","18385","17757","143"," 1","0","0","0","0","6","0","0","0","0","0","0","0","0","56","0","3","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1099","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"18608","18944","18250","144"," 1","0","0","0","0","4","0","0","9","0","0","0","0","0","69","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1271","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","4","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30268","31292","29137","167"," 2","0","0","0","0","14","0","0","4","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","331","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"30338","31328","29254","168"," 2","0","0","0","0","19","0","0","0","0","0","0","0","0","73","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","37","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","317","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
