"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Agrimonia","Alchemilla t.","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Callitriche","Cardueae undif.","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Closterium cf. C. rostratum","Closterium idiosporum","Closterium idiosporum-type","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Dyadosporites","Echinops","Echium t.","Ephedra","Erica t.","Erodium","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Fraxinus","Fungi","Fusiformisporites","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geraniaceae undif.","Hedera","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lotus t.","Lycium","Lysimachia","Lythrum","Malva undif.","Mercurialis","Microthyrium-type","Morella","Mougeotia-type","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Parnassia","Paronychieae","Pellaea-type","Petaloid monocot","Phillyrea","Pilularia","Pinus nigra/sylvestris t.","Pinus pinaster","Pistacia","Pluricellaesporites","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Pseudoschizaea","Puccinia","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rhus coriaria","Riccia lamellosa-type","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Sarcocapnos","Scrophulariaceae undif.","Sparganium","Spike tablets","Tamarix","Taxus","Thalictrum","Thecaphora-type","Thymelaeaceae undif.","Tilletia caries-type","Transeauina","Trichuris","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"33489","33886","33134","212",NA,"0","0","0","0","10","0","0","2","0","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","25","0","0","0","0","4","0","263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","4","0","0","0","0","0","0","0","0","0","68","17","0","0","37","0","0","0","0","0","0","0","0","2","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","20","0","0","0"
"33563","33945","33223","213"," 1","0","0","0","0","4","0","0","1","0","0","0","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","11","0","0","0","0","0","0","479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","60","6","0","0","32","0","0","0","0","0","0","0","0","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","17","0","0","0"
"33636","34004","33311","214",NA,"0","0","0","0","3","0","0","2","0","0","0","4","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","6","0","0","0","0","0","0","349","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","11","0","0","14","0","0","0","0","0","0","0","0","3","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","23","0","0","0"
"33710","34064","33397","215"," 1","0","0","0","0","2","0","0","1","0","0","0","2","0","16","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","2","0","0","0","0","0","0","218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","17","0","0","21","0","0","0","0","1","0","0","0","1","21","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0"
"33784","34124","33482","216",NA,"0","0","0","0","13","0","0","6","0","0","0","6","0","31","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","17","0","0","0","0","10","0","327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","16","0","0","38","0","0","0","0","0","0","0","0","8","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","38","0","0","0"
"33857","34187","33568","217",NA,"0","0","0","0","2","0","0","1","0","0","0","1","1","17","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","25","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","37","0","0","16","0","0","0","0","0","0","0","0","4","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32","0","0","0"
"33931","34248","33651","218",NA,"0","0","0","0","1","0","0","0","0","0","1","2","0","9","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","16","0","0","16","0","0","0","0","0","0","0","0","13","30","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","30","0","0","0"
"34004","34311","33735","219"," 1","0","0","0","0","14","0","0","0","0","0","0","5","1","17","0","4","0","0","1","0","0","0","0","1","0","2","0","0","0","1","0","1","0","0","2","16","0","0","0","0","0","11","0","0","0","0","0","0","342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","22","1","0","34","0","0","0","0","0","0","0","0","20","41","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","32","0","0","0"
"34078","34371","33815","220"," 1","0","0","0","0","13","0","0","3","0","0","0","26","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","7","0","0","0","0","0","0","449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","27","0","0","31","0","0","0","0","0","0","0","0","16","44","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","15","0","0","0"
"34151","34432","33895","221",NA,"0","0","0","0","2","0","0","0","0","0","0","23","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","6","0","0","2","0","0","46","0","0","0","0","0","0","333","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","6","0","3","0","3","3","0","0","0","0","0","0","0","0","0","70","17","4","0","51","0","0","0","0","0","0","0","0","15","23","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","24","0","1","0"
"34225","34495","33973","222"," 1","0","0","0","0","7","0","0","2","0","0","0","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","36","0","0","0","0","0","0","363","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","1","0","54","13","2","0","25","0","0","0","0","0","0","0","0","16","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","24","0","0","0"
"34299","34560","34050","223",NA,"0","0","0","0","10","0","0","3","0","0","1","15","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","3","3","0","0","2","0","0","37","0","0","0","0","0","0","374","0","9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","86","17","1","0","36","0","0","0","0","0","0","0","0","17","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","44","0","0","0"
"34372","34629","34128","224"," 1","0","0","0","0","14","0","0","1","0","0","0","9","0","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","12","0","0","0","0","0","46","0","0","0","0","0","0","302","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","2","0","0","0","0","0","0","0","0","0","69","4","2","0","47","0","0","0","0","0","0","0","0","6","23","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","43","0","0","0"
"34446","34703","34206","225",NA,"0","0","0","0","9","0","0","1","0","0","0","6","0","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","41","0","0","0","0","0","0","268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","10","0","0","27","0","0","0","0","0","0","0","0","8","19","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","33","0","0","0"
"34519","34779","34283","226",NA,"0","0","0","0","0","0","0","2","0","0","0","16","0","10","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","18","0","0","0","0","0","37","0","0","0","0","0","0","326","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","79","2","1","0","51","0","0","0","0","0","0","0","0","5","23","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","12","0","0","0"
"34593","34856","34358","227"," 1","0","0","0","0","14","0","0","0","0","0","1","12","0","8","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3","9","0","3","0","0","0","17","0","0","0","0","0","0","368","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","3","0","0","0","0","0","0","3","0","0","118","4","1","2","50","0","0","0","0","0","0","0","0","9","21","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","19","0","0","0"
"34666","34936","34432","228"," 1","0","0","0","0","5","0","0","3","0","0","0","11","0","8","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","16","0","0","0","0","0","16","0","0","0","0","0","0","419","1","3","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","67","2","1","0","71","0","0","0","0","0","0","0","0","12","15","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","12","0","0","0"
"34740","35017","34504","229"," 1","0","0","0","0","3","0","0","2","0","0","1","8","0","16","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","8","0","3","0","0","0","14","0","0","0","0","0","0","384","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","137","15","0","0","56","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","20","0","0","0"
"34814","35098","34572","230"," 1","0","0","0","0","2","0","0","2","0","0","0","6","0","6","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","12","0","0","0","0","0","16","0","0","0","0","0","0","469","2","8","2","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","102","20","0","0","36","0","0","0","0","0","0","0","0","8","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","9","0","0","0"
"34856","35131","34611","231"," 1","0","0","0","0","2","0","0","1","0","0","0","3","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","11","0","0","0","0","0","0","354","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","18","0","0","11","0","0","0","0","0","0","0","0","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","16","0","0","0"
"34899","35180","34643","232"," 1","0","0","0","0","11","0","0","1","0","0","0","11","0","0","0","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","8","0","0","0","0","0","0","304","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","2","0","0","33","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0","0","0"
