"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Abutilon t.","Acacia t.","Aerva type","Aeschynomene","Aizoaceae t.","Alchornea","Amaranthaceae undif.","Ambrosia t.","Ammannia t.","Apiaceae undif.","Artemisia","Asteroideae undif.","Balanites","Betula","Blepharis","Boraginaceae undif.","Boscia","Brachystegia","Brassicaceae","Cadaba","Calligonum","Capparaceae undif.","Capparis","Cardueae undif.","Carissa","Caryophyllaceae undif.","Cassia","Celosia type","Celtis","Centaurea","Chrozophora","Cichorieae","Cissampelos","Cissus t.","Cistaceae","Citrullus","Clematis-type","Cleome","Cocculus","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cordia","Corylus","Crateva","Cucumis","Cucurbitaceae undif.","Cupressaceae","Cyperaceae","Dialium","Dichrostachys","Dodonaea","Ephedra","Erica t.","Eriosema","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fagonia","Faidherbia albida","Fern","Fern-Lycopodiaceae","Ficus","Fraxinus","Gentianaceae undif.","Geraniaceae undif.","Grewioideae","Heliotropium","Hewittia","Hibiscus","Hyphaene t.","Indeterminable","Indigofera","Ind̩terminables","Ipomoea","Jasminum","Lamiaceae undif.","Lannea","Lotus t.","Luffa","Maerua","Malva undif.","Maytenus","Meliaceae undif.","Mitracarpus","Moltkiopsis","Monoletes","Morelia","Morella","Nyctaginaceae","Olea t.","Onagraceae","Pavetta","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phyllanthus maderaspatensis","Phyllanthus undif.","Picea","Piliostigma","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Podocarpus","Polygala","Polygonum t.","Psilotrichum t.","Psoralea","Quercus evergreen","Quercus undif.","Resedaceae undiff.","Ricinus","Rumex t.","Salix","Salvadora","Scrophulariaceae undif.","Searsia","Securinega  t.","Sesbania","Solanum","Spergularia t.","Spermacoce","Syzygium t.","Tamarindus","Tamarix","Tapinanthus","Tribulus","Triletes","Typha","Urtica t.","Vernonieae","Vigna","Vitaceae undif.","Waltheria","Ziziphus/Paliurus","Zygophyllum t."
"549.5"," 88.5","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0"," 29.0","  0.0","  0.0","  0.0"," 20.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0"," 91.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","140.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 33.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"605.5"," 96.5","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0"," 25.0","  0.0","  0.0","  1.0","  7.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 74.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  3.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","142.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"
"720.0","112.5","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0"," 77.0","  0.0","  0.0","  0.0","  8.0","  3.0","  4.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  5.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 68.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0"," 98.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"777.5","120.5","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0"," 40.0","  0.0","  0.0","  0.0","  6.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0"," 85.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  3.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0"," 41.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  7.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"835.0","128.5","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0"," 58.0","  0.0","  0.0","  0.0"," 11.0","  2.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 86.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","142.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"893.0","136.5","  0.0","  4.0","  0.0","  0.0","  1.0","  0.0","108.0","  0.0","  0.0","  0.0"," 16.0","  5.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 52.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  6.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0"," 76.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 20.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  1.0","  0.0","  1.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"951.5","144.5","  0.0","  9.0","  0.0","  0.0","  1.0","  0.0"," 97.0","  1.0","  0.0","  2.0","  3.0","  4.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0"," 30.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  2.0","151.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 15.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"1009.5"," 152.5","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0"," 161.0","   0.0","   0.0","   0.0","  20.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  42.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  10.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 106.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1068.5"," 160.5","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0"," 180.0","   0.0","   0.0","   0.0","   8.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  35.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 177.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1127.5"," 168.5","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0"," 203.0","   0.0","   0.0","   0.0","  10.0","   6.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   4.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   0.0","   0.0"," 142.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  22.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1186.5"," 176.5","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0"," 180.0","   0.0","   0.0","   0.0","  10.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  35.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   3.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","  87.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"
"1246.0"," 184.5","   0.0","   7.0","   0.0","   1.0","   0.0","   0.0","  78.0","   0.0","   0.0","   0.0","   3.0","   9.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0"," 122.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0"
"1306.0"," 192.5","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","  86.0","   0.0","   0.0","   0.0","   8.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  78.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0"," 193.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1366.0"," 200.5","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","  57.0","   1.0","   0.0","   0.0","  12.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  33.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","  41.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0"," 147.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","  11.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"
"1426.0"," 208.5","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","  48.0","   0.0","   0.0","   0.0","   8.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"," 190.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 179.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   1.0","   7.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0"
"1486.5"," 216.5","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0"," 208.0","   0.0","   0.0","   0.0","   5.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  27.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   1.0","   0.0"," 165.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"1547.5"," 224.5","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0"," 240.0","   0.0","   0.0","   0.0","   6.0","  12.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  45.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 223.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"
"1608.5"," 232.5","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0"," 129.0","   0.0","   0.0","   0.0","   1.0","   8.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   9.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  65.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"," 435.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   2.0","   0.0","   1.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
