"Depth (cm)","Sample code","Abies","Acacia t.","Acalypha","Acanthaceae undif.","Afzelia","Agavaceae","Aizoaceae t.","Alchornea","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Amphimas","Anthoceros t.","Antidesma t.","Apiaceae undif.","Araliaceae undif.","Arecaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Balanites","Barleria","Betula","Bignoniaceae undif.","Blepharis","Blighia","Bombax","Boraginaceae undif.","Borreria t.","Boscia","Bosqueia","Brassicaceae","Bridelia","Burkea","Cadaba","Calligonum","Calycobolus-type","Canthium","Capparaceae undif.","Carpinus","Caryophyllaceae undif.","Cassia","Cathaya","Caylusea","Celastraceae/Hippocrateaceae","Celtis","Centaurea","Chrozophora","Chrysobalanus t.","Cichorieae","Cissus t.","Cistaceae","Cleome","Combretaceae","Commiphora","Connaraceae","Convolvulaceae","Corylus","Crossopteryx","Crudia","Cuviera","Cyperaceae","Detarium","Dichrostachys","Diodia","Diospyros/Euclea t.","Dodonaea","Drypetes molunduana","Elaeis","Entada","Ephedra","Erica t.","Erodium","Eucommia","Eugenia/Syzygium","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fungi","Gaertnera","Geraniaceae undif.","Grewioideae","Gymnocarpos","Heliotropium","Hygrophila","Hymenocardia","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Indigofera","Isoberlinia","Ixora","Jasminum","Jatropha/Croton","Justicia/Monechma","Kedrostis","Lamiaceae undif.","Lannea","Leea","Lophira","Macaranga","Maerua","Mallotus","Malva undif.","Manilkara","Marker, added","Marker, found","Mitracarpus","Monoletes","Morelia","Morella","Musci","Mussaenda","Myriophyllum undif.","Nauclea/Mitragyna","Neurada","Nitraria","Nyctaginaceae","Nymphaea","Olea t.","Paramacrolobium","Pavetta","Petaloid monocot","Phillyrea","Phoenix t.","Phyllanthus undif.","Phytolacaceae","Picea","Piliostigma","Pinus undif.","Plantago","Plumbaginaceae","Poaceae","Podocarpus","Polygala","Polygonum t.","Ponteridaceae","Potamogeton","Proteaceae","Pterocarya","Pycnanthus","Quercus undif.","Ranunculaceae undif.","Rauvolfia","Rhamnaceae undif.","Rhizophora","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Sabicea","Salix","Salvadora","Sanguisorba t.","Sapotaceae/Meliaceae","Schrebera","Searsia","Securinega  t.","Sesbania","Sherbournia","Sideroxylon t.","Solanum","Spergularia t.","Sterculia","Tamarindus/Cryptosepalum","Tamarix","Tetrorchidium","Thymelaeaceae undif.","Tilia","Tribulus","Triletes","Typha","Uapaca","Ulmus t.","Vigna","Virectaria","Volume","Zanthoxylum","Zygophyllum t."
"25764","108-658A-29-4, 123-125","0","0","0","0","0","0","0","2","0","0","0","22","0","0","0","0","0","0","1","0","13","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","1","0","1","0","0","1","0","0","6","0","0","0","0","0","1","1","0","0","0","0","89","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","436","27000","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","1","147","2","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","16","0","0"
"25804","108-658A-29-5, 12-16","0","1","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","27000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","105","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","14","0","0"
"25841","108-658A-29-5, 50-52","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","0","59","0","0","0","0","0","0","0","0","0","1","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","155","0","0"
"25925","108-658A-29-6, 12-16","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","503","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","218","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","18","0","0"
"25966","108-658A-29-6, 54-56","0","0","0","0","0","0","0","0","0","0","0","31","0","1","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","11","0","0","0","0","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","407","27000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","152","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","5","1","0","0","0","145","0","0"
"26022","108-658A-29-6, 110-112","0","0","0","1","0","0","0","0","1","0","0","24","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189","27000","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","152","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","13","0","0"
"26056","108-658A-29-7, 18-22","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","34","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","27000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","0","169","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","16","0","0"
"26090","108-658A-29-7, 53-55","0","2","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","229","27000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","110","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","15","0","0"
"26132","108-658A-29-7, 95-97","0","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","83","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","27000","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0"
"26193","108-658A-29-8, 12-14","0","0","0","0","0","0","0","1","0","0","0","110","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","0","0","0","0","0","1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","43","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0"
"26222","108-658A-29-8, 41-43","0","0","0","0","0","0","0","2","0","0","0","129","0","0","0","1","0","0","3","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","177","27000","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","2","4","0","52","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","14","0","0"
"26249","108-658A-29-, 20-22","0","0","0","0","0","0","0","0","1","0","0","28","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","122","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","135","0","0"
"26320","108-658A-30-1, 12-16","0","0","0","0","0","0","0","2","0","0","0","128","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","0","0","0","20","0","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","119","27000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","45","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","15","0","0"
"26362","108-658A-30-1, 55-57","0","0","0","0","0","0","0","1","4","0","0","61","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","31","0","0","0","2","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","27000","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","17","0","0"
"26389","108-658A-30-1, 86-88","0","1","0","0","0","0","1","0","3","0","0","73","0","0","0","0","0","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","67","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","73","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","145","0","0"
"26436","108-658A-30-1, 133-135","0","0","0","0","0","0","0","1","0","0","0","44","0","0","0","0","0","0","1","0","24","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","76","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","127","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","1","0","5","0","0","0","0","155","0","0"
"26456","108-658A-30-2, 12-16","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","33","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","147","1","0","0","0","0","0","0","0","1","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","15","0","0"
"26482","108-658A-30-3, 12-16","0","0","0","0","0","0","0","3","0","0","0","40","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","11","1","0","0","0","0","1","0","0","12","0","0","0","0","0","0","0","0","0","0","0","49","0","1","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","209","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","148","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","13","0","0"
"26521","108-658A-30-3, 60-62","0","0","0","1","0","0","0","0","1","0","0","70","0","0","0","0","0","0","1","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","30","0","0","0","1","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","42","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","13","0","0"
"26576","108-658A-30-3, 115-117","0","1","0","0","0","0","0","1","0","0","0","52","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","14","1","0"
"26616","108-658A-30-4, 12-16","0","1","0","1","0","0","0","1","0","0","0","54","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","17","1","0","0","0","1","0","0","0","14","0","0","0","1","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","2","3","0","22","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","198","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","173","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","13","0","0"
"26664","108-658A-30-4, 61-63","0","0","0","0","0","0","0","3","0","0","0","63","0","0","0","0","0","0","1","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","76","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","3","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161","27000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","126","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","115","0","0"
"26701","108-658A-30-4, 98-100","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","1","0","15","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","60","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","162","2","0","1","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","14","0","0"
"26745","108-658A-30-5, 23-27","0","0","0","0","0","0","0","1","0","0","0","22","0","0","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2","0","0","0","0","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","170","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","11","0","0"
"26780","108-658A-30-5, 61-63","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","1","1","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","97","1","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","27000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","85","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","105","0","0"
"26829","108-658A-30-5, 110-112","0","0","0","0","0","0","0","2","0","0","0","64","0","0","0","0","0","2","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","34","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","119","27000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","0","111","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","14","0","0"
"26883","108-658A-30-6, 17-21","0","0","0","0","0","0","0","0","0","0","1","38","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","2","0","0","6","0","0","0","1","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","221","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","179","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","17","0","0"
"26896","108-658A-30-6, 34-37","0","0","0","0","0","0","0","0","0","0","0","190","0","0","0","0","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","61","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","1","0","0","0","26","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","43","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","10","0","0"
"26918","108-658A-30-6, 63-65","0","0","0","0","0","0","0","0","0","0","0","144","0","0","0","0","0","0","1","0","11","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","55","1","0","0","0","0","2","0","0","10","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186","27000","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","39","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0"
"26950","108-658A-30-6, 95-97","0","0","0","1","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","9","0","0","0","1","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","3","0","0","0","0","0","1","0","0","0","0","3","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123","27000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","3","0","121","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","10","0","0"
"26995","108-658A-30-6, 144-146","0","1","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","1","0","0","0","81","0","0","0","0","0","0","0","0","8","0","0","0","0","1","1","0","0","3","0","0","0","0","0","0","0","0","1","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","27000","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","128","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","2","4","0","0","0","0","85","0","0"
"27012","108-658A-30-, 15-17","0","0","0","0","0","0","0","4","0","0","0","48","0","0","0","0","0","0","0","0","12","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","2","2","0","0","0","0","1","0","0","0","1","4","2","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","213","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","135","1","0","0","0","0","0","0","0","0","0","0","0","15","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","4","0","0","0","0","10","0","0"
