"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Adansonia digitata","Adenia","Aerva type","Aizoaceae t.","Alchornea","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Ambrosia t.","Ammannia t.","Anacardiaceae undiff.","Anthoceros t.","Anthocleista","Anthostema","Antidesma t.","Apiaceae undif.","Artemisia","Asteroideae undif.","Blighia","Bridelia","Canthium","Capparis","Caryophyllaceae undif.","Cassia","Cayratia","Ceiba","Celastraceae undif.","Celosia type","Celtis","Centaurea","Chrysobalanus t.","Cichorieae","Cissus t.","Cocculus","Cochlospermum","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cordia","Crossopteryx","Cyperaceae","Detarium","Dialium","Dichrostachys","Diospyros/Euclea t.","Dodonaea","Elaeis","Ephedra","Eriocaulon","Erythrococca/Micrococca","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Ficus","Galiniera","Galium t.","Garcinia","Gardenia","Gentianaceae undif.","Grewioideae","Harungana","Hibiscus","Hymenocardia","Indeterminable","Ixora","Jacquemontia t.","Justicia t.","Kohautia","Lamiaceae undif.","Landolphia","Lannea","Lepisanthes","Lophira","Lotus t.","Macaranga","Maerua","Mallotus","Maytenus","Mitracarpus","Mitragyna/Hallea","Monoletes","Moraceae undif.","Musanga/Myrianthus","Myriophyllum alterniflorum t.","Myrtaceae undif.","Nauclea","Nymphaea","Onagraceae","Ormocarpum t.","Pancovia","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phyllanthus undif.","Poaceae","Polygonum t.","Potamogeton","Prosopis t.","Resedaceae undiff.","Rhamnaceae undif.","Rhizophora","Rubiaceae undif.","Rumex t.","Salix","Sapindaceae undif.","Sapium","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Solanaceae undif.","Solanum","Spergularia t.","Spermacoce","Sphenoclea","Sterculia","Syzygium t.","Tabernaemontana","Tamarix","Tapinanthus","Tetracera alnifolia","Tilia","Tinospora","Treculia","Trema","Triletes","Typha","Uapaca","Urtica t.","Vahlia","Verbena t.","Vitex","Ximenia","Xyris","Zanthoxylum"
"2331.646"," 219.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  82.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 726.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 158.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  55.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2459.684"," 239.000","   0.000","   0.000","   0.000","   5.000","   0.000","  46.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  36.000","   6.000","   0.000","   0.000","   2.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  10.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","  15.000","   0.000","   0.000","   0.000","   3.000","   2.000","  56.000","   0.000","   0.000","   0.000","   0.000","   0.000","  33.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   9.000"," 151.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   4.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  73.000","   0.000","   0.000","   0.000","  10.000","   1.000","   0.000","   1.000","   0.000","   0.000","   5.000","  33.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   8.000"
"2587.722"," 259.000","   2.000","   0.000","   0.000","   1.000","   0.000","  37.000","   2.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","  59.000","   1.000","   0.000","   0.000","   1.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   5.000","   4.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  10.000","   0.000","   9.000","   0.000","   7.000","   0.000","   0.000","   0.000","   2.000","   0.000"," 115.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   9.000"," 119.000","   0.000","   0.000","   1.000","   1.000","   0.000","   3.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","  90.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","  33.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000"
"2715.761"," 279.000","   0.000","   0.000","   0.000","   4.000","   0.000","  11.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   0.000","   1.000","   0.000","   1.000","   0.000","  39.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  11.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   7.000","   0.000","   0.000","   0.000","   3.000","   1.000"," 122.000","   0.000","   0.000","   1.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000"," 105.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   3.000","   0.000","   0.000","   4.000","  13.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000"
"2843.799"," 299.000","   1.000","   0.000","   0.000","   5.000","   0.000","  18.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  29.000","   3.000","   0.000","   0.000","   0.000","   0.000"," 168.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  15.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   3.000","   0.000"," 121.000","   0.000","   0.000","   0.000","   0.000","   0.000","  40.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   5.000"," 192.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","  61.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","  21.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000"
"2971.837"," 319.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   0.000","   1.000","   0.000","   0.000","   0.000","  40.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  15.000","   0.000","   5.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   7.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 120.000","   1.000","   0.000","   0.000","   0.000","   0.000","  75.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   7.000"," 118.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  92.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   6.000","   0.000","   0.000","   7.000","  17.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000"
"3099.875"," 339.000","   1.000","   0.000","   0.000","   0.000","   0.000","  34.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  10.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   1.000","   0.000","   0.000","   0.000","  49.000","   4.000","   0.000","   0.000","   1.000","   1.000","  35.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  40.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   1.000","   0.000","  28.000","   0.000","   0.000","   0.000","   5.000","   9.000"," 166.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   4.000"," 157.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 116.000","   1.000","   0.000","   0.000","   8.000","   0.000","   0.000","  14.000","   0.000","   1.000","   1.000","  68.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000"
"3227.914"," 359.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  46.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","  28.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","  16.000","   0.000","   0.000","   0.000","   4.000","   4.000"," 144.000","   0.000","   2.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   1.000","  99.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  77.000","   0.000","   0.000","   0.000","  10.000","   1.000","   0.000","   4.000","   0.000","   2.000","   0.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000"
"3355.952"," 379.000","   0.000","   0.000","   1.000","   0.000","   0.000","  27.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   2.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","  32.000","   4.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  26.000","   0.000","  15.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   4.000","   2.000","  24.000","   0.000","   0.000","   0.000","   0.000","   4.000"," 186.000","   0.000","   5.000","   0.000","   0.000","   0.000","  27.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   7.000"," 121.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 147.000","   4.000","   1.000","   0.000","   9.000","   0.000","   0.000","  12.000","   0.000","   1.000","   1.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000"
"3483.99"," 399.00","   0.00","   0.00","   0.00","   0.00","   0.00","  21.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   2.00","   0.00","   5.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","  66.00","   1.00","   0.00","   1.00","   0.00","   1.00","   5.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  23.00","   0.00","   8.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   3.00","   5.00"," 165.00","   0.00","   0.00","   0.00","   0.00","   0.00","  15.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   1.00","  68.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  90.00","   0.00","   0.00","   0.00","   8.00","   1.00","   0.00","   8.00","   0.00","   0.00","   1.00","  22.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   8.00"
"3846.171"," 419.000","   0.000","   0.000","   0.000","   0.000","   0.000","  27.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","  75.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  13.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  15.000","   0.000","   1.000","   0.000","   2.000","   2.000"," 212.000","   3.000","   0.000","   2.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   3.000"," 114.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 144.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000"
"4286.4"," 439.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","  65.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  11.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","   0.0"," 249.0","   0.0","   0.0","   0.0","   0.0","   0.0","  22.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0"," 105.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  73.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0"
"4726.628"," 459.000","   0.000","   0.000","   0.000","   1.000","   0.000","  13.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   7.000","   1.000","   0.000","   0.000","   0.000","   0.000","  72.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   7.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000"," 150.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","  67.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 101.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000"
"5166.857"," 479.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  39.000","   0.000","   1.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","   3.000","   0.000","   0.000","   0.000","   4.000","   3.000"," 202.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  74.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  79.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000"
"5607.086"," 499.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  30.000","   4.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   9.000","   0.000","  16.000","   0.000","   1.000","   0.000","   3.000","  17.000"," 185.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","  73.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  69.000","   0.000","   4.000","   0.000","  15.000","   0.000","   0.000","   4.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000"
"6047.314"," 519.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   3.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  48.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   1.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","  10.000","   0.000","   0.000","   0.000","   3.000","   3.000"," 206.000","   0.000","   0.000","   1.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   4.000","  85.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  71.000","   0.000","   3.000","   0.000","  14.000","   1.000","   0.000","  15.000","   0.000","   1.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000"
"6487.543"," 539.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   1.000","  13.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   9.000","   0.000","   7.000","   0.000","   0.000","   1.000","   6.000","   8.000"," 178.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  99.000","   0.000","   0.000","   0.000","   2.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  97.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   7.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000"
"6927.771"," 559.000","   0.000","   0.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   9.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  11.000","   0.000","  12.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   4.000","   0.000","   0.000","   0.000","   5.000","  16.000","  94.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","  69.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  71.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   6.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000"
