"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Brassicaceae","Buxus","Campanulaceae","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Genisteae","Geranium","Hedera","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Linum t.","Lotus t.","Myriophyllum undif.","Olea t.","Ononis t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (>50 Âµm)","Potamogeton","Potentilla t.","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rhus coriaria","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Thalictrum","Tilia","Trifolium t.","Typha","Urtica t.","Vitis"
"4150.5",NA,NA," 961.3","   1.0"," 156.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   5.0","  10.0","   1.0","   0.0","   2.0","   0.0","   0.0","   1.0","  88.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   2.0","   7.0","   4.0","   2.0","  35.0","   0.0","   0.0","   0.0","   0.0","  32.0","  68.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"4211.1",NA,NA," 971.0","   0.0"," 189.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   2.0","   4.0","   1.0","   0.0","   5.0","   0.0","   0.0","   1.0","  67.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   0.0","   2.0","   1.0","  21.0","   0.0","   0.0","   0.0","   0.0","  32.0"," 109.0","   7.0","   1.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"4271.6",NA,NA," 980.6","   0.0"," 164.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","  89.0","   0.0","   0.0","   0.0","   6.0","   0.0","  21.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   1.0","   3.0","   5.0","   2.0","  18.0","   0.0","   0.0","   0.0","   0.0","  32.0","  70.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"4375.3",NA,NA,"1005.6","   1.0"," 177.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","  19.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0"," 104.0","   0.0","   1.0","   0.0","   1.0","   0.0","   3.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   4.0","   0.0","   0.0","   1.0","   0.0","   4.0","   2.0","  47.0","   2.0","   0.0","   0.0","   0.0","  15.0","  91.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4432.6",NA,NA,"1015.7","   1.0"," 190.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","  15.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0"," 129.0","   0.0","   0.0","   2.0","   0.0","   0.0","   6.0","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   3.0","   0.0","   0.0","   1.0","   0.0","   2.0","   2.0","  54.0","   2.0","   0.0","   0.0","   1.0","  11.0"," 111.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4494.0",NA,NA,"1025.8","   0.0"," 168.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  92.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   9.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   2.0","   1.5","   6.0","   5.0","  44.0","   4.0","   0.0","   0.0","   0.0","  20.0","  97.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4555.4",NA,NA,"1035.9","   1.0"," 149.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   6.0","   7.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0"," 103.0","   0.0","   2.0","   0.0","   1.0","   0.0","   4.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   0.5","   3.0","   3.0","  40.0","   0.0","   0.0","   0.0","   0.0","  17.0"," 102.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4599",NA,NA,"1043","   1"," 176","   0","   0","   5","   0","   0","   0","   1","   8","   2","   0","   0","   0","   0","   0","  95","   0","   0","   3","   0","   0","   6","   2","   0","   0","   3","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   1","   5","   2","   1","  26","   0","   0","   0","   0","  25"," 100","   0","   4","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"4617.5",NA,NA,"1046.0","   0.0"," 176.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","  14.0","   3.0","   0.0","   1.0","   0.0","   0.0","   3.0","  98.0","   0.0","   2.0","   0.0","   1.0","   0.0","   8.0","   4.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   3.0","   0.0","   0.0","   5.0","   1.5","   2.0","   5.0","  50.0","   1.0","   0.0","   0.0","   0.0","  26.0"," 122.0","   2.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4680.2",NA,NA,"1056.2","   0.0"," 168.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","  12.0","   2.0","   0.0","   2.0","   0.0","   0.0","   2.0","  83.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   3.0","   0.5","   2.0","   6.0","  58.0","   1.0","   0.0","   0.0","   1.0","  22.0"," 103.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4742.2",NA,NA,"1066.3","   2.0"," 154.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   8.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0"," 119.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   1.0","   0.0","   0.0","   5.0","   0.5","   8.0","   2.0","  58.0","   1.0","   0.0","   0.0","   0.0","  14.0"," 128.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4803.6",NA,NA,"1076.4","   0.0"," 202.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   2.0","  20.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0"," 100.0","   0.0","   0.0","   2.0","   1.0","   0.0","   7.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   2.0","   0.0","   3.0","   0.0","  53.0","   2.0","   0.0","   0.0","   0.0","  19.0"," 106.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4864.1",NA,NA,"1086.5","   1.0"," 201.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","  14.0","   1.0","   0.0","   1.0","   0.0","   0.0","   2.0"," 102.0","   0.0","   2.0","   0.0","   1.0","   0.0","   4.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   2.0","   0.0","   0.0","   4.0","   0.5","   3.0","   3.0","  47.0","   0.0","   0.0","   0.0","   0.0","  21.0"," 100.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4918.8",NA,NA,"1096.6","   0.0"," 203.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","  12.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","  88.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   9.0","   0.0","   0.0","   6.0","   0.0","   1.0","   2.0","  51.0","   0.0","   0.0","   0.0","   0.0","  24.0"," 115.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5015.9",NA,NA,"1106.7","   1.0"," 210.0","   0.0","   0.0","   6.0","   0.0","   0.0","   1.0","   3.0","  16.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"," 135.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   5.0","   0.0","   0.0","   4.0","   1.5","   8.0","   2.0","  29.0","   1.0","   0.0","   0.0","   0.0","  21.0","  85.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5122.7",NA,NA,"1116.9","   0.0"," 180.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  92.0","   0.0","   0.0","   6.0","   1.0","   0.0","  10.0","  10.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   1.0","   8.0","   3.0","   1.0","  17.0","   0.0","   0.0","   0.0","   0.0","  25.0","  76.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5225.1",NA,NA,"1127.0","   0.0"," 211.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   2.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0"," 110.0","   0.0","   1.0","   1.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   5.0","   0.0","   0.0","   5.0","   0.5","   9.0","   3.0","  47.0","   2.0","   0.0","   0.0","   0.0","   7.0"," 104.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5328.3",NA,NA,"1137.1","   1.0"," 219.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","  12.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","  56.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","  25.0","   0.0","   0.0","   5.0","   3.0","   8.0","   2.0","  37.0","   1.0","   0.0","   0.0","   0.0","   4.0"," 111.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5431.8",NA,NA,"1147.2","   7.0"," 220.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","  15.0","   1.0","   0.0","   1.0","   0.0","   0.0","   1.0","  39.0","   0.0","   2.0","   0.0","   2.0","   0.0","   8.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","  13.0","   0.0","   0.0","   7.0","   0.5","  11.0","   0.0","  32.0","   3.0","   0.0","   0.0","   0.0","   8.0"," 129.0","   2.0","   3.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5534.9",NA,NA,"1157.3","   2.0"," 213.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","  25.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  58.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","  13.0","   0.0","   0.0","   7.0","   2.0","   6.0","   1.0","  52.0","   4.0","   0.0","   0.0","   0.0","   9.0","  98.0","   4.0","   3.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5657.4",NA,NA,"1169.5","  11.0"," 238.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","  13.0","   0.0","   0.0","   4.0","   0.0","   0.0","   3.0","  36.0","   0.0","   0.0","   3.0","   0.0","   0.0","  25.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  16.0","  14.0","   0.0","   0.0","   6.0","   1.5","  10.0","   3.0","  37.0","   1.0","   0.0","   0.0","   3.0","  12.0"," 111.0","   5.0","   4.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   3.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5924.8",NA,NA,"1201.5","   0.0"," 413.0","   0.0","   0.0","  10.0","   0.0","   0.0","   2.0","   3.0","  13.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","  55.0","   0.0","   3.0","   1.0","   1.0","   0.0","  23.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   5.0","   8.0","  42.0","   0.0","   0.0","   0.0","   0.0","   4.0"," 123.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5944.4",NA,NA,"1204.6","   5.0"," 389.0","   0.0","   0.0","  15.0","   0.0","   0.0","   2.0","   7.0","  35.0","   2.0","   0.0","   2.0","   0.0","   0.0","   8.0","  79.0","   0.0","   0.0","   6.0","   1.0","   0.0","  63.0","   7.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   5.0","  11.0","   0.0","   0.0","   0.0","   1.0","   4.0","  18.0","  81.0","   0.0","   0.0","   0.0","   1.0","  24.0"," 211.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   1.0","   3.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"6008.2",NA,NA,"1214.7","   2.0"," 355.0","   0.0","   0.0","   8.0","   0.0","   0.0","   2.0","   4.0","  17.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","  68.0","   0.0","   1.0","   0.0","   0.0","   0.0","  19.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   7.0","   0.0","   0.0","   0.0","   0.0","   4.0","   9.0","  50.0","   2.0","   0.0","   0.0","   0.0","   3.0"," 106.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"6069.8",NA,NA,"1224.4","   1.0"," 369.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   4.0","  11.0","   3.0","   0.0","   1.0","   0.0","   0.0","   4.0","  55.0","   0.0","   1.0","   0.0","   1.0","   0.0","  19.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  14.0","   1.0","   0.0","   0.0","   3.0","   1.0","   2.0","   7.0","  51.0","   1.0","   0.0","   0.0","   1.0","   7.0"," 127.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"6137",NA,NA,"1235","   1"," 522","   0","   0","   5","   0","   0","   1","   3","  12","   3","   0","   2","   0","   0","   1","  66","   0","   0","   1","   0","   0","  30","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   6","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   6","   2","   0","   0","   1","   0","   1","   9","  46","   0","   0","   0","   0","   3"," 100","   2","   2","   0","   0","   0","   0","   7","   1","   0","   0","   1","   1","   0","   0","   1","   0","   0"
"6201.9",NA,NA,"1245.2","   3.0"," 584.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   2.0","  14.0","   1.0","   0.0","   1.0","   0.0","   0.0","   1.0","  76.0","   0.0","   1.0","   1.0","   1.0","   0.0","  30.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   7.0","   6.0","   0.0","   0.0","   2.0","   0.0","   3.0","   5.0","  33.0","   1.0","   0.0","   0.0","   0.0","   2.0"," 128.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"6266.9",NA,NA,"1255.4","   2.0"," 331.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   6.0","  11.0","   2.0","   0.0","   2.0","   0.0","   0.0","   1.0","  42.0","   0.0","   0.0","   0.0","   1.0","   0.0","  22.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","  11.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   4.0","   0.0","   0.0","   2.0","   2.0","   5.0","   6.0","  53.0","   0.0","   0.0","   0.0","   0.0","   9.0"," 118.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"6330.7",NA,NA,"1265.5","   0.0"," 255.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   3.0","  17.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","  22.0","   0.0","   1.0","   0.0","   1.0","   0.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  19.0","   4.0","   0.0","   0.0","  11.0","   1.0","   5.0","   2.0","  53.0","   1.0","   0.0","   0.0","   1.0","   6.0"," 139.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   4.0","   0.0","   0.0"
"6395.0",NA,NA,"1275.7","   2.0"," 215.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   6.0","  26.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   2.0","   0.0","   0.0","  13.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   7.0","   2.0","   3.0","   1.0","  34.0","   0.0","   0.0","   0.0","   0.0","  18.0"," 140.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"6458.2",NA,NA,"1285.8","   2.0","  81.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   2.0","  20.0","   2.0","   0.0","   5.0","   0.0","   0.0","   2.0","  30.0","   0.0","   1.0","   0.0","   1.0","   0.0","   8.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  10.0","  10.0","   0.0","   0.0","   9.0","   1.0","  10.0","   2.0","  44.0","   3.0","   0.0","   0.0","   0.0","   7.0"," 140.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"6524.3",NA,NA,"1296.0","   4.0"," 114.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   3.0","  31.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  16.0","   0.0","   1.0","   1.0","   1.0","   0.0","  16.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  12.0","   2.0","   0.0","   0.0","  12.0","   1.0","   4.0","   5.0","  50.0","   4.0","   0.0","   0.0","   0.0","  10.0"," 116.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"6662.4",NA,NA,"1306.2","   3.0"," 171.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   3.0","  24.0","   1.0","   0.0","   4.0","   0.0","   0.0","   1.0","  16.0","   0.0","   1.0","   1.0","   2.0","   0.0","  12.0","   5.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","  14.0","  11.0","   0.0","   0.0","  11.0","   0.0","   5.0","   8.0","  56.0","   3.0","   0.0","   0.0","   0.0","   5.0"," 148.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   2.0","   1.0","   0.0"
