"Depth cm","Meadows chron cal BP (CLAM)","...402","...81","Acanthus","Acer","Aellenia-type1","Agathophora-type1","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Amygdalus-type","Amygdalus-type1","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Apium t.","Arboreal pollen","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Astoma-type","Astoma-type1","Asyneuma-type","Asyneuma-type1","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Casuarina","Cedrus","Centaurea","Ceratonia","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Corylus","Crassulaceae","Crozophora","Crozophora1","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Echium t.","Elatine","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbia t.","Faboideae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Genisteae","Geranium","Gymnocarpos-type","Gymnocarpos-type1","Haplophyllum","Hedera","Heliotropium","Hippophae","Hypecoum","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Leontice","Linum t.","Lonicera","Loranthus","Lycium","Lysimachia","Lythrum","Malva","Matthiola","Mercurialis","Morus","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nitraria","Non-arboreal pollen","Nuphar","Nymphaea","Ochradenus-type1","Olea t.","Onagraceae","Ononis t.","Papaver t.","Periploca","Petaloid monocot","Phillyrea","Phoenix t.","Phyla t.","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prosopis t.","Psoralea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rheum","Rhus coriaria","Rhus tripartita-type","Ricinus","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Sarcopoterium","Scrophulariaceae undif.","Solanum","Sparganium","Styrax","Synelcosciadium-type","Synelcosciadium-type1","Tamarix","Thalictrum","Theligonum","Thesium","Thymelaeaceae undif.","Trifolium t.","Typha","Ulmus t.","Urtica t.","Valeriana t.","Valerianaceae undif.","Verbena t.","Viburnum","Viola","Vitis","Ziziphus/Paliurus","Zygophyllum t."
" 844","6671","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","  20","  36","   0"," 132","   0","  18","   1","  44","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","  18","   0","   4","   0","   0","   0","  42","   0","  77","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   7","   0","   2","   3","   0","   0","   3","   0","   0","   0","   1","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","  16","   0","   0","   5","   0","   0"," 416","   0","   0","   0","   6","   0","   0","   1","   0","   1","   0","   0","   0","   7","   3","   2","   1","   0","  51","  24","   4","   0","   0","   0","   0","   0","  75","  37","   2","   0","   0","   0","   0","   0","   0","   0","   0","   4","   1","   1","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 854","6739","   0","   0","   0","   0","   0","   0","   0","   0","   0","  30","   0","   0","   0","   0","   9","  22","   1","  85","   0","   3","   3","  11","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","  12","   0","  75","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   2","   0","   0"," 295","   0","   0","   0","   2","   0","   0","   2","   0","   0","   0","   0","   0","   7","   5","   0","   2","   0","  57","  29","   0","   0","   0","   0","   0","   0","  49","  19","   2","   0","   0","   0","   0","   0","   0","   0","   0","   5","   2","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 864","6806","   0","   0","   0","   0","   0","   0","   0","   0","   0","  44","   0","   0","   0","   0","  10","  32","   0"," 244","   0","   5","   2","  22","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   1","   0","  17","   0","   1","   0","   0","   0","  15","   0","  37","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  19","   0","   2","   4","   0","   0","   6","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","  33","   0","   0","   8","   0","   0"," 409","   0","   0","   0","   7","   0","   0","   6","   0","   1","   1","   0","   0","   7","   7","   5","   1","   0"," 111","  24","   4","   0","   0","   0","   0","   0"," 147","  70","   7","   0","   1","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","  17","   0","   1","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 876","6887","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","  13","  12","   0"," 182","   0","   5","   1","   9","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   3","   1","   1","   0","   0","   2","   7","   0","  36","   0","   0","   0","   1","   0","   0","   0","   4","   0","   0","  33","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  15","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","  13","   0","   0","   9","   0","   0"," 323","   1","   0","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   5","   8","  17","   1","   0"," 122","  35","   2","   0","   0","   0","   0","   0"," 120","  37","   6","   0","   0","   0","   0","   0","   0","   0","   0","   6","   6","   2","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 884","6941","   0","   0","   0","   0","   0","   0","   0","   0","   0","  22","   0","   0","   0","   0","   9","  22","   0"," 246","   0","   7","   0","   7","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   6","   0","   0","   1","   0","   1","   3","   0","  34","   0","   0","   0","   1","   0","   0","   0","   4","   0","   0","  48","   0","   3","   0","   0","   0","   1","   0","   1","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   0","  16","   0","   0","   7","   0","   0"," 440","   0","   1","   0","   5","   0","   0","   3","   0","   0","   0","   0","   0","   5","   9","  13","   4","   0"," 200","  46","   0","   0","   0","   0","   0","   0"," 142","  70","  14","   0","   0","   0","   0","   0","   0","   0","   0","   4","   7","   0","   0","   0","   1","   0","   0","  16","   1","   0","   0","   2","   0","   3","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0"
" 894","7008","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","  22","  29","   0"," 186","   0","   9","   1","  10","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   5","   0","   0","   0","   0","   1","   3","   0","  41","   1","   0","   0","   1","   0","   0","   0","   1","   0","   1","  30","   1","   0","   1","   1","   0","   1","   0","   0","   0","   0","   2","   0","   2","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   2","   0","   0"," 340","   1","   0","   0","   1","   0","   0","   1","   0","   2","   0","   0","   0","   3","  12","   8","   2","   0"," 121","  38","   1","   0","   0","   0","   0","   0"," 113","  49","   1","   0","   0","   0","   0","   0","   0","   0","   0","   6","   6","   0","   0","   0","   0","   0","   0","  17","   0","   1","   0","   1","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 904","7075","   0","   0","   0","   0","   0","   0","   0","   0","   0","  25","   0","   0","   0","   0","  10","   9","   0"," 157","   0","   8","   1","   6","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   9","   0","   0","   0","   0","   2","   1","   0","  30","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","  21","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   4","   0","   0"," 283","   0","   1","   0","   3","   0","   0","   3","   0","   1","   0","   0","   0","   1","   5","   3","   7","   0"," 113","  26","   4","   0","   0","   0","   0","   0"," 102","  32","   5","   0","   0","   0","   0","   0","   0","   0","   0","   2","   6","   2","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 914","7142","   0","   0","   0","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","  16","  14","   0"," 172","   0","   3","   0","   6","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   3","   0","   1","   0","   1","   0","   0","   0","  18","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","  23","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   4","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","  15","   0","   0","  10","   1","   0"," 273","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   4","  10","   4","   2","   0"," 118","  40","   2","   0","   0","   0","   0","   0","  92","  49","   4","   0","   0","   0","   0","   0","   0","   0","   0","   1","   2","   1","   0","   0","   2","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 924","7210","   0","   0","   0","   0","   0","   4","   0","   0","   0","  68","   0","   0","   0","   0","  78","  54","   0"," 257","   0","  18","   8","  50","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","  24","   0","   8","   0","   0","   0","  28","   0"," 180","   0","   0","   0","   6","   0","   0","   0","   2","   0","   0","  33","   0","   0","   2","   0","   0","  10","   0","   2","   0","   0","   8","   0","   3","   1","   0","   2","   2","   0","   2","   2","   0","   0","   0","   0","   0","   0","  13","   0","  22","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 122","   0","   0","   4","   0","   0","1296","   0","   1","   0","  12","   0","   0","   4","   0","   8","   0","   0","   0","   9","   8","  26","   2","   0"," 372"," 104","  12","   0","   0","   0","   0","   0"," 161","  51","  17","   0","   0","   0","   0","   0","   0","   0","   0","  10","  22","   0","   0","   0","   0","   0","   0","  30","   4","   1","   1","   0","   0","   4","   0","   0","   4","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 934","7277","   0","   0","   0","   0","   0","   4","   0","   0","   0","  24","   0","   0","   0","   0","  34","  24","   2"," 153","   0","  12","   2","  12","   0","   0","   0","   0","   0","   2","   0","   6","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   6","   0","  54","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","  15","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   2","   0"," 427","   0","   0","   0","   4","   0","   0","   4","   0","   4","   0","   0","   0","   2","   8","   2","   4","   0"," 134","  58","   6","   0","   0","   0","   0","   0","  96","  27","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","  11","   2","   1","   1","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","   0"
" 944","7344","   0","   0","   0","   0","   0","   5","   0","   0","   2","  41","   0","   0","   0","   0","  46","  52","   0"," 297","   0","   6","   2","  22","   0","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","   8","   0","   4","   0","   4","   0","   4","   0"," 160","   0","   0","   0","   2","   0","   0","   0","  11","   0","   0","  30","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   2","   0","   3","   0","   0","   0","   0","   0","   1","   1","   2","   0","   0","   0","   0","   0","  15","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","  34","   0","   0","  14","   0","   0","1059","   0","   3","   0","   3","   0","   0","   8","   0","   2","   0","   0","   0","  14","  19","  38","  10","   0"," 376"," 158","   4","   0","   0","   0","   0","   0"," 190","  40","   6","   0","   0","   0","   0","   0","   0","   0","   0","   8","  10","   2","   0","   0","   4","   0","   0","  31","   0","   2","   2","   0","   0","   4","   0","   0","   2","   2","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0"
" 954","7412","   0","   0","   0","   0","   0","   5","   0","   0","   0","  67","   0","   0","   0","   0","  40","  62","   0"," 196","   0","   2","   0","  26","   0","   0","   0","   0","   0","   2","   0","  22","   0","   2","   0","   0","   8","   0","   2","   0","   0","   1","   8","   0","  96","   0","   0","   0","   4","   0","   0","   0","   6","   0","   0","  29","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   4","   0","   0","   0","   0","   0","   0","   3","   0","   0","  62","   0","   0","  10","   0","   0"," 892","   0","   0","   0","   9","   0","   0","   2","   0","   0","   0","   0","   0","  10","  12","  32","   0","   0"," 344","  74","   2","   0","   0","   0","   0","   0"," 132","  18","   6","   0","   0","   0","   0","   0","   0","   0","   0","   6","  18","   0","   0","   0","   2","   0","   0","  23","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"
" 959","7445","   0","   0","   0","   4","   0","   0","   0","   0","   0","  95","   0","   0","   0","   0","  26","  38","   0"," 228","   0","  16","   0","  10","   2","   2","   0","   0","   0","   0","   0","  20","   0","   2","   0","   0","   6","   0","   4","   0","   0","   1","   4","   0","  44","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  28","   0","   6","   0","   0","   0","   2","   0","   0","   0","   2","   2","   0","   4","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  48","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   0"," 144","   0","   0","   0","   0","   1"," 871","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   8","  12","   4","   0"," 330","  50","   2","   0","   3","   0","   0","   0"," 168","  36","   9","   0","   0","   0","   0","   0","   0","   0","   6","   6","   4","   2","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","  10","  14","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"
" 964","7479","   0","   0","   0","   0","   0","   1","   0","   0","   0","  41","   0","   0","   0","   0","  26","  28","   0"," 159","   0","   8","   0","  10","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","  16","   0","   2","   0","   0","   0","  10","   0","  38","   0","   0","   0","   2","   0","   0","   0","   3","   0","   0","  12","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   4","   0","   0","   0","   0","   0","   0","   3","   2","   0","  36","   0","   0","   2","   0","   0"," 520","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   5","  14","   0","   0"," 212","  38","   6","   0","   0","   0","   0","   0"," 128","  13","   5","   0","   0","   0","   0","   0","   0","   0","   0","   4","   8","   0","   0","   0","   0","   0","   0","  13","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"
" 974","7546","   0","   0","   0","   0","   0","   4","   0","   0","   0","  58","   0","   0","   0","   0","  28","  56","   2"," 205","   0","  14","   2","  64","   0","   0","   0","   0","   0","   2","   0","  14","   0","   2","   0","   0","   4","   0","   0","   0","   0","   0","   2","   0"," 102","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  41","   0","   0","   0","   0","   0","   2","   0","   0","   4","   4","   4","   0","   6","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","  11","   0","   4","   0","   0","   0","   0","   0","   0","   8","   0","   0","  52","   0","   0","   8","   0","   0"," 840","   0","   5","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   5","   6","   8","   0","   0"," 282","  94","   2","   0","   0","   0","   0","   0"," 174","  10","   6","   0","   0","   0","   0","   0","   0","   0","   0","   2","  16","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   8","   0","   0","   3","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 984","7613","   0","   0","   0","   0","   0","   5","   0","   0","   2","  33","   0","   0","   0","   0","  26","  32","   0"," 166","   0","   6","   2","  22","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   8","   0","   4","   0","   0","   0","  12","   0","  80","   0","   0","   0","   2","   0","   0","   0","   2","   0","   0","  19","   0","   2","   0","   0","   0","   0","   0","   2","   0","   0","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   6","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   0","  18","   0","   0","   8","   0","   0"," 552","   0","   0","   0","   5","   0","   1","   6","   0","   0","   0","   0","   0","   5","   9","  12","   0","   0"," 196","  48","   3","   0","   1","   0","   0","   0"," 103","  30","   4","   0","   0","   0","   0","   0","   0","   0","   0","   2","  11","   2","   0","   0","   0","   0","   0","  12","   2","   0","   0","   0","   0","   4","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"
" 991","7660","   0","   0","   0","   0","   0","  11","  87","   0","   2","  73","   0","   0","   0","   0","  34","  72","   0"," 106","   0","  12","   2","  56","   0","   0","   0","   0","   0","   0","   0","  22","   0","   2","   0","   0","  12","   0","   8","   0","   0","   0","  56","   0"," 100","   0","   0","   0","   2","   0","   0","   0","   4","   0","   0","  17","   0","   4","   0","   0","   0","   4","   0","   2","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   2","   0","   0","   0","   0","   0","   0","   2","   0","   0","  56","   0","   0","   4","   0","   0"," 882","   0","   1","   0","   3","   0","   0","   2","   0","   0","   0","   0","   0","   3","   8","  16","   0","   0"," 210","  80","   2","   0","   0","   0","   0","   0","  62","  18","  12","   0","   0","   0","   0","   0","   0","   0","   0","  10","  12","   2","   0","   0","   2","   0","   0","  20","   0","   0","   0","   2","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1001","7728","   0","   0","   0","   0","   0","   0","   0","   0","   0","  64","   0","   0","   0","   0","  38","  34","   0"," 116","   0","   8","   2","  32","   0","   0","   0","   0","   0","   0","   0","  14","   0","   2","   2","   0","   8","   0","   0","   0","   0","   1","   6","   0"," 152","   0","   0","   0","   2","   0","   0","   0","   2","   2","   0","  19","   0","   2","   0","   0","   0","   4","   0","   0","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   0","  10","   0","   0","   2","   0","   0"," 762","   0","   1","   0","   0","   0","   0","   4","   0","   4","   0","   0","   0","   1","   4","   8","   2","   0"," 210","  80","   6","   0","   0","   0","   0","   0","  98","   4","  14","   0","   0","   0","   0","   0","   0","   0","   0","  10","  29","   0","   0","   0","   0","   0","   0","  11","   0","   1","   1","   2","   0","  10","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1009","7781","   0","   0","   0","   2","   0","   0","   0","   0","   0","  30","   0","   0","   0","   0","  14","  20","   0"," 114","   0","   4","   0","  28","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","  14","   0","   4","   0","   0","   0","   6","   0","  36","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   2","   0","   0","   0","   2","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   8","   0","   0","   2","   0","   0"," 392","   0","   0","   0","   1","   0","   0","   4","   0","   0","   0","   0","   0","   3","   1","   6","   4","   0"," 134","  28","   4","   0","   0","   0","   0","   0","  97","   4","  17","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   2","   2","   0","   0","   0","   6","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1013","7808","   0","   0","   0","   0","   0","   0","2230","   0","   0","  50","   0","   0","   0","   0","  24","  38","   2"," 140","   0","   8","   0","  28","   0","   0","   0","   0","   0","   0","   0","   6","   0","   2","   0","   0","   8","   0","   0","   0","   0","   0","   4","   0","   6","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   9","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   6","   0","   2","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  22","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   4","  26","   0","   0","   0","   0","   0"," 575","   0","   5","   0","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   3","   6","  12","   2"," 254","  38","   8","   0","   0","   0","   0","   0","  84","  24","   8","   0","   0","   0","   0","   0","   0","   0","   1","  12","  16","   0","   0","   0","   0","   0","   0","  11","   0","   1","   1","   6","   2","   4","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   4","   2","   0"
"1026","7894","   0","   0","   0","   0","   0","   2","   0","   0","   2"," 122","   0","   0","   0","   0","  42","  60","   2"," 244","   0","  14","   2","  44","   0","   0","   0","   0","   0","   2","   0","  42","   0","   0","   0","   0","  16","   0","  10","   0","   0","   1","   8","   0"," 112","   0","   0","   0","   2","   0","   0","   0","   2","   0","   0","  64","   0","   0","   2","   0","   0","  10","   0","   0","   0","   4","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   4","   0","   0","   0","   0","   0","   0","   4","   0","   0","  84","   0","   0","   4","   0","   0","1208","   3","   2","   0","   2","   0","   0","  14","   0","   0","   0","   0","   0","   5","   7","  30","   4","   0"," 372"," 126","  10","   0","   0","   0","   0","   0"," 190","  23","  12","   0","   0","   0","   0","   0","   0","   0","   0","  14","  32","   0","   0","   0","   0","   0","   0","  14","   0","   2","   2","   0","   0","   8","   0","   0","   2","   0","   0","   2","   0","   0","   0","   0","   0","   4","   0","   0"
"1035","7954","   0","   0","   0","   0","   0","   3","   0","   0","   0","  67","   0","   0","   0","   0","  12","  44","   0"," 210","   0","   8","   2","  28","   0","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","  14","   0","   6","   0","   0","   0","   2","   0","  66","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  53","   0","   2","   0","   0","   0","   2","   0","   0","   0","   0","   5","   0","   7","   0","   0","   0","   2","   0","   1","   1","   0","   0","   0","   0","   0","   0","   6","   0","   6","   0","   0","   0","   0","   0","   0","   5","   0","   0","  80","   0","   0","  14","   0","   0"," 858","   4","   5","   0","   1","   0","   0","   6","   0","   2","   0","   0","   0","   3","  10","  20","   0","   0"," 350","  56","   4","   0","   0","   0","   0","   0"," 178","  16","  15","   0","   0","   0","   0","   0","   0","   0","   0","   8","  26","   0","   0","   0","   0","   0","   0","  16","   0","   1","   1","   0","   0","   2","   0","   0","   5","   6","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1044","8013","   0","   0","   0","   2","   0","   0","   0","   0","   0","  38","   0","   0","   0","   0","  18","  14","   2"," 122","   0","   6","   4","  26","   0","   0","   0","   0","   0","   0","   2","  30","   0","   0","   0","   0","   8","   0","   2","   0","   0","   0","  12","   0"," 134","   0","   0","   0","   0","   0","   0","   0","   3","   4","   0","  29","   0","   0","   0","   0","   0","   6","   0","   0","   0","   2","   2","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   2","   0","   0","   0","   0"," 274","   0","   2","   0","   0","  52","   0","   0","  14","   0","   0"," 867","   0","   2","   0","   0","   1","   0","   2","   0","   4","   0","   0","   0","   3","  14","  10","   0","   0"," 250","  56","   3","   0","   0","   0","   0","   0","  85","  11","   4","   0","   0","   0","   0","   0","   0","   0","   0","   6","  26","   2","   0","   0","   0","   0","   4","   9","   0","   0","   0","   0","   0","   2","   0","   0","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1056","8093","   0","   0","   0","   0","   0","   7","   0","   0","   0","  41","   0","   0","   0","   0","  30","  34","   0"," 172","   0","   2","   2","  32","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   4","   0","  12","   0","   4","   0","   0","   1","   6","   0","  82","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","  32","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   4","   0","   0","   0","   0","   0","   0","  11","   0","   0","  64","   0","   0","   6","   0","   0"," 782","   0","   5","   0","   1","   0","   0","   8","   0","   0","   0","   0","   0","   0","  15","  14","   0","   0"," 290","  62","   6","   0","   0","   0","   0","   0"," 135","  17","  16","   0","   0","   0","   0","   0","   0","   0","   0","  12","  18","   0","   0","   0","   0","   0","   0","  11","   0","   1","   1","   0","   2","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1065","8153","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","  38","  50","   0","  74","   0","   4","   2","  92","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","  22","   0","   0","   0","   0","   0","   8","   0","  50","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","  26","   4","   0","   0","   6","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   2","   6","   0","  24","   0","   0","   0","   0","   0"," 454","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   6","   4","   0","   0","  48","  14","   3","   0","   0","   0","   0","   0","  57","   8","  10","   0","   0","   0","   0","   0","   0","   0","   0","   2","  10","   0","   0","   0","   2","   0","   0","   5","   0","   2","   2","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
